0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0.49674648,0.24983881,0.54076713,-0.00034487198,0.52074754,0.03762755,0.58999157,-0.8107179,-0.3040841,-0.36212084,0.8184598,0.38038957,-0.27700993,0.026172327,-0.07218148,0.53219384,0.3046023,1.3423787,0.092417166,-0.14014725,0.18831229,-1.0965747,0.44600698,-0.52627033,-0.21004927,0.015302454,0.19612119,-0.34448946,0.2329202,-0.21935391,0.48423642,0.29974717,-0.26926625,0.89835465,-0.67911613,-0.13844028,-0.22517382,0.39419228,-0.48522228,-0.30581516,0.2434252,0.24269412,-0.58129233,-0.9732887,-0.39756134,0.81903344,-0.564761,-0.1086962,-0.38118213,-0.030475007,-0.6784835,0.113339186,0.20636134,-0.3089881,-0.48695132,0.058263157,-0.33858156,-0.3564986,-0.6576724,-0.11681876,-0.14082333,1.2417158,-0.10102971,0.90663797,-1.4979011,-0.5099388,-0.5467091,0.40369314,-0.04696491,0.5703781,-0.27170902,0.027311185,0.5648323,0.5529923,0.14018628,0.31936496,-0.05975171,-0.36659032,-0.28931946,0.032205828,0.19202611,-0.17401364,1.510234,0.97137874,1.2525066,0.6617808,-0.6375214,0.5156249,-0.03683874,0.115989886,0.3256019,-0.036679875,-0.52831763,-0.24717401,0.7082462,0.32387257,-0.8252339,-0.43603206,-0.09944034,-0.123004876,0.041116267,-0.31481346,0.5409619,0.48511073,-0.18799692,-0.5581154,-0.79591376,-1.0759358,0.40404248,-0.78104526,0.37156937,0.3812609,-0.54997617,-0.494377,0.37435728,0.31707886,-0.7093019,0.7199598,-0.14378229,0.6329326,0.25698283,0.5311903,-0.32461554,0.21824078,-0.24845834,0.058829952,0.08976711,0.38004208
