0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
-0.9979375,-0.34002072,-0.5193495,0.41085792,-0.23720409,-0.37933147,0.051269066,-0.26371458,-0.10552619,0.10112121,-0.049840398,0.17685552,-0.68924093,-0.2896385,0.38015434,0.2781514,-0.36233476,1.070785,0.59335315,0.10712232,0.06158055,0.16442685,0.9666035,-0.06512266,-1.1107846,-0.25665724,-0.44303527,-0.46148765,-0.20648474,-0.5711879,0.98956114,-0.86292356,-0.07495937,-0.14954068,0.19263154,0.5436668,0.1310077,-0.33421913,-0.54381526,0.03505425,-0.18512522,0.33994713,-0.48945087,0.15065168,0.12538536,-0.40702555,-0.36495733,-0.37629217,0.82411677,0.15791629,1.415226,-0.33444205,-0.29109362,0.60705394,0.44850108,-0.13317163,0.1341082,0.012349997,0.25764236,-0.09167825,-0.038566772,0.15530586,1.3210531,0.19383658,-0.17614,0.33220473,-0.3860338,-0.30370307,-0.93383944,-0.4196662,-0.13629834,-0.40552995,0.44215938,-0.22165123,0.7363387,-0.6231715,0.31906742,0.56650287,0.30138248,-0.75950015,-0.8992775,-0.12730202,0.29897305,0.83245134,0.42717445,0.44217196,0.21222413,0.06494886,-0.037366603,-0.32251832,0.009207124,0.5046729,-1.0214708,-0.18276455,-0.28464705,0.23379058,-0.3895453,-0.0048136483,-0.19266213,-0.5262162,0.039631527,0.42644277,-0.39246514,0.11535578,0.1753586,0.9766059,0.6787487,0.26377428,-0.9497919,0.1116956,0.13451125,0.48717296,0.88982457,0.11256548,-0.6834159,0.157778,-0.30740932,-0.4819011,0.39194998,-0.6066645,1.1503055,-0.17316826,0.014515271,-0.047621958,0.5238219,0.89893764,-0.5330666,0.7031527
