DATAFLOW,LAST UPDATE,freq,s_adj,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LT,2024-05,59,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LT,2024-06,65,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LU,2023-08,9,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LU,2023-09,9,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LU,2023-10,9,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LU,2023-11,9,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LU,2023-12,9,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LU,2024-01,9,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LU,2024-02,9,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LU,2024-03,9,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LU,2024-04,9,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LU,2024-05,9,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LU,2024-06,9,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LV,2023-08,25,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LV,2023-09,26,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LV,2023-10,28,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LV,2023-11,29,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LV,2023-12,30,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LV,2024-01,29,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LV,2024-02,30,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LV,2024-03,31,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LV,2024-04,32,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LV,2024-05,32,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,LV,2024-06,31,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,MT,2023-08,4,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,MT,2023-09,4,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,MT,2023-10,4,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,MT,2023-11,4,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,MT,2023-12,4,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,MT,2024-01,4,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,MT,2024-02,3,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,MT,2024-03,3,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,MT,2024-04,3,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,MT,2024-05,3,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,MT,2024-06,3,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NL,2023-08,178,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NL,2023-09,182,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NL,2023-10,173,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NL,2023-11,171,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NL,2023-12,175,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NL,2024-01,181,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NL,2024-02,187,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NL,2024-03,181,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NL,2024-04,183,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NL,2024-05,179,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NL,2024-06,182,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NL,2024-07,186,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NO,2023-08,50,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NO,2023-09,48,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NO,2023-10,50,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NO,2023-11,52,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NO,2023-12,49,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NO,2024-01,59,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NO,2024-02,46,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NO,2024-03,54,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NO,2024-04,58,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NO,2024-05,55,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,NO,2024-06,55,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,PL,2023-08,232,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,PL,2023-09,242,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,PL,2023-10,259,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,PL,2023-11,265,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,PL,2023-12,265,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,PL,2024-01,257,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,PL,2024-02,257,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,PL,2024-03,261,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,PL,2024-04,262,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,PL,2024-05,264,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,PL,2024-06,266,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,PT,2023-08,179,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,PT,2023-09,185,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,PT,2023-10,189,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,PT,2023-11,181,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,PT,2023-12,180,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,PT,2024-01,189,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,PT,2024-02,194,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,PT,2024-03,196,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,PT,2024-04,189,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,PT,2024-05,187,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,PT,2024-06,186,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,RO,2023-08,176,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,RO,2023-09,174,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,RO,2023-10,176,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,RO,2023-11,177,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,RO,2023-12,164,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,RO,2024-01,190,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,RO,2024-02,177,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,RO,2024-03,175,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,RO,2024-04,179,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,RO,2024-05,193,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,RO,2024-06,181,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SE,2023-08,233,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SE,2023-09,239,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SE,2023-10,215,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SE,2023-11,214,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SE,2023-12,236,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SE,2024-01,221,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SE,2024-02,210,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SE,2024-03,237,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SE,2024-04,229,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SE,2024-05,224,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SE,2024-06,232,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SI,2023-08,19,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SI,2023-09,19,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SI,2023-10,18,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SI,2023-11,17,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SI,2023-12,17,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SI,2024-01,18,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SI,2024-02,18,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SI,2024-03,18,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SI,2024-04,18,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SI,2024-05,18,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SI,2024-06,18,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SK,2023-08,79,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SK,2023-09,77,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SK,2023-10,75,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SK,2023-11,75,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SK,2023-12,76,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SK,2024-01,78,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SK,2024-02,79,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SK,2024-03,79,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SK,2024-04,78,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SK,2024-05,78,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,SK,2024-06,77,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,TR,2023-08,1481,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,TR,2023-09,1438,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,TR,2023-10,1352,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,TR,2023-11,1392,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,TR,2023-12,1439,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,TR,2024-01,1413,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,TR,2024-02,1375,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,TR,2024-03,1449,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,TR,2024-04,1357,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,TR,2024-05,1357,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,US,2023-08,2752,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,US,2023-09,2634,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,US,2023-10,2829,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,US,2023-11,2692,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,US,2023-12,2836,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,US,2024-01,2654,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,US,2024-02,3076,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,US,2024-03,3087,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,US,2024-04,2959,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,US,2024-05,2904,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,F,THS_PER,US,2024-06,3180,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,AT,2023-08,144,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,AT,2023-09,144,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,AT,2023-10,140,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,AT,2023-11,137,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,AT,2023-12,138,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,AT,2024-01,134,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,AT,2024-02,125,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,AT,2024-03,122,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,AT,2024-04,125,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,AT,2024-05,140,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,AT,2024-06,141,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,BE,2023-08,162,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,BE,2023-09,160,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,BE,2023-10,160,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,BE,2023-11,158,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,BE,2023-12,164,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,BE,2024-01,172,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,BE,2024-02,179,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,BE,2024-03,182,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,BE,2024-04,187,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,BE,2024-05,189,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,BE,2024-06,188,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,BG,2023-08,75,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,BG,2023-09,74,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,BG,2023-10,73,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,BG,2023-11,72,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,BG,2023-12,72,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,BG,2024-01,76,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,BG,2024-02,78,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,BG,2024-03,78,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,BG,2024-04,76,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,BG,2024-05,74,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,BG,2024-06,75,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CH,2023-08,96,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CH,2023-09,103,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CH,2023-10,108,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CH,2023-11,107,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CH,2023-12,106,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CH,2024-01,105,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CH,2024-02,105,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CH,2024-03,106,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CY,2023-08,16,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CY,2023-09,15,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CY,2023-10,15,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CY,2023-11,15,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CY,2023-12,15,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CY,2024-01,15,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CY,2024-02,13,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CY,2024-03,12,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CY,2024-04,10,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CY,2024-05,9,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CY,2024-06,10,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CZ,2023-08,65,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CZ,2023-09,66,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CZ,2023-10,66,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CZ,2023-11,64,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CZ,2023-12,67,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CZ,2024-01,69,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CZ,2024-02,66,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CZ,2024-03,67,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CZ,2024-04,67,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CZ,2024-05,70,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,CZ,2024-06,71,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,DE,2023-08,765,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,DE,2023-09,771,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,DE,2023-10,779,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,DE,2023-11,787,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,DE,2023-12,798,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,DE,2024-01,813,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,DE,2024-02,829,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,DE,2024-03,845,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,DE,2024-04,858,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,DE,2024-05,866,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,DE,2024-06,867,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,DK,2023-08,55,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,DK,2023-09,78,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,DK,2023-10,101,b
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,DK,2023-11,94,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,DK,2023-12,97,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,DK,2024-01,100,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,DK,2024-02,101,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,DK,2024-03,97,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,DK,2024-04,100,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,DK,2024-05,91,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,DK,2024-06,93,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,EA20,2023-08,5624,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,EA20,2023-09,5643,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,EA20,2023-10,5650,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,EA20,2023-11,5672,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,EA20,2023-12,5651,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,EA20,2024-01,5694,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,EA20,2024-02,5713,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,EA20,2024-03,5630,
ESTAT:TEILM010(1.0),16/08/24 11:00:00,M,SA,TOTAL,M,THS_PER,EA20,2024-04,5616,
