title,genre,popularity
A Love Song for Bobby Long,Drama,7.275
Curse of the Golden Flower,"Action,Drama,Fantasy",18.128
Steve Jobs,"Drama,History",14.802
In the Valley of Elah,"History,Drama,Thriller,Crime,Mystery",12.322
The Quake,"Action,Thriller",38.881
'71,"Thriller,Action,Drama,War",9.27
Metro,"Action,Thriller",6.369
Enchanted,"Comedy,Family,Fantasy,Romance",64.756
The Whistleblower,"Drama,Thriller,Crime",11.582
Black Beauty,"Adventure,Family",9.781
The Last Boy Scout,"Action,Thriller",21.476
"Mektoub, My Love: Canto Uno","Romance,Drama",10.699
The Madagascar Penguins in a Christmas Caper,"Animation,Comedy,Family",16.804
Fantastic Voyage,"Adventure,Science Fiction",6.875
Benedetta,"Drama,History,Romance",29.146
Opera,"Thriller,Horror,Mystery",7.128
Bridget Jones's Diary,"Comedy,Romance,Drama",19.579
Scream,"Horror,Mystery,Thriller",364.119
The Drop,"Drama,Crime",23.384
The Women on the 6th Floor,Comedy,5.712
7 and 8,Comedy,5.079
Legend of the Guardians: The Owls of Ga'Hoole,"Animation,Adventure,Family,Fantasy",22.952
Dark Water,"Horror,Mystery",9.561
Cat's Eye,"Horror,Thriller",23.816
Wendy and Lucy,Drama,6.159
The Spy Who Loved Me,"Adventure,Action,Thriller",20.177
Sun in Buckets,Comedy,5.692
The House at the End of Time,"Horror,Drama,Fantasy",13.759
The Trip,"Comedy,Drama",5.355
The Girl in the Fog,"Crime,Thriller,Mystery",12.821
Monster Hunter,"Action,Fantasy,Adventure",190.509
Demolition,"Comedy,Drama",14.745
DuckTales: The Movie - Treasure of the Lost Lamp,"Adventure,Animation,Family,Comedy,Fantasy",16.262
First Love,"Crime,Action,Comedy,Thriller",7.183
The Climb,"Comedy,Romance,Adventure",9.928
City of Angels,"Romance,Drama,Fantasy",19.364
Acrimony,Thriller,21.403
Teen Beach 2,"TV Movie,Family,Comedy,Fantasy",17.316
Tinker Bell and the Lost Treasure,"Animation,Family,Adventure,Fantasy",52.192
Barbie Fairytopia: Magic of the Rainbow,"Animation,Family,Fantasy,Romance",35.87
UHF,Comedy,6.707
High Tension,"Horror,Thriller,Mystery",15.482
Guava Island,"Comedy,Thriller",7.45
Hidden,"Thriller,Horror",81.183
Bottle Rocket,"Comedy,Crime,Drama",10.023
The Tiger and the Snow,"Comedy,Drama,Romance",8.437
X,"Horror,Mystery,Thriller",85.217
Breaking Surface,"Thriller,Drama,Action",27.67
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,"Adventure,Comedy,Drama",11.841
Return,Drama,6.618
Whip It,Drama,9.371
I'm for the Hippopotamus,"Action,Adventure,Comedy",12.571
Four Weddings and a Funeral,"Comedy,Drama,Romance",15.706
Coven,"Drama,History",7.153
Two Sons of Francisco,"Drama,History,Music",10.643
Il Ragazzo di Campagna,Comedy,6.615
Piglet's Big Movie,"Animation,Family",15.826
Scanners,"Science Fiction,Horror",12.728
Death Becomes Her,"Comedy,Fantasy,Horror",28.331
Leave No Trace,Drama,14.795
Last Flag Flying,"Drama,Comedy",6.237
The Clan,"Drama,History,Crime",7.814
He's All That,"Romance,Comedy",87.777
What We Did on Our Holiday,Comedy,10.259
Better Off Dead...,Comedy,10.576
Wyatt Earp,"Western,Drama,Action,Adventure",17.202
Rob Roy,"Adventure,History,War,Drama,Action",9.886
The Rescuers,"Fantasy,Family,Animation,Adventure",15.183
Waitress,"Drama,Comedy,Romance",8.861
Fletch,"Comedy,Crime,Mystery",7.918
The Italian Job,"Action,Crime",27.385
The Good Son,Thriller,18.449
Love Story,"Romance,Drama",12.211
21 Bridges,"Crime,Action,Drama",25.651
Night of the Creeps,"Horror,Comedy,Science Fiction",8.166
Westworld,"Adventure,Science Fiction,Western",21.113
Transformers,"Adventure,Science Fiction,Action",18.956
Camp X-Ray,Drama,34.649
We Bought a Zoo,"Drama,Comedy,Family",31.055
The World According to Garp,Drama,7.149
The Little Rascals,"Romance,Comedy,Family",30.931
Chopper,"Crime,Drama,Thriller",9.791
Den of Thieves,"Action,Thriller,Crime",54.509
99 Homes,Drama,9.851
Super 8,"Thriller,Science Fiction,Mystery",63.152
Up in Smoke,Comedy,12.375
The Square,Drama,11.171
Hush,"Horror,Thriller",18.94
Hot Summer Nights,"Drama,Comedy,Crime",15.943
The Harder They Fall,Western,118.079
Twitches Too,"Drama,Family,Fantasy,TV Movie",21.893
200 Pounds Beauty,"Drama,Comedy,Romance",19.928
"See No Evil, Hear No Evil","Comedy,Crime",12.437
My Brother Is an Only Child,"Comedy,Drama,History",10.276
Panic Room,"Crime,Drama,Thriller",17.552
Bad Samaritan,"Thriller,Crime,Horror",18.161
Anna Karenina,"Drama,Romance",18.271
The Beautician and the Beast,"Comedy,Romance",16.788
Romancing the Stone,"Adventure,Action,Comedy,Romance",21.445
Confessions of a Dangerous Mind,"Comedy,Crime,Drama,Romance,Thriller",9.063
The Unholy,"Horror,Mystery",268.732
Exam,"Thriller,Mystery",16.01
Hellboy II: The Golden Army,"Action,Adventure,Mystery,Fantasy",76.12
The Sadness,"Horror,Action,Thriller",227.808
In the Heart of the Sea,"Thriller,Drama,Adventure,Action,History",23.297
The Cooler,"Romance,Drama",6.941
Blade,"Horror,Action",50.193
Lock Up,"Action,Crime",16.374
Fallen,"Crime,Drama,Action,Thriller,Horror",13.033
Thunderbolt and Lightfoot,"Crime,Comedy,Action",11.156
Fantomas Unleashed,"Comedy,Crime,Adventure,Fantasy",9.673
Wild Child,"Comedy,Drama,Romance",50.883
Hannibal,"Crime,Drama,Thriller",9.185
Superman II,"Science Fiction,Action,Adventure",20.414
Frankie and Johnny,"Drama,Romance,Comedy",10.399
The Little Devil,"Comedy,Fantasy,Romance",5.639
Twitches,"Comedy,Drama,Family,Fantasy,TV Movie",22.933
Dragon Ball GT: A Hero's Legacy,"Animation,Family,Fantasy",184.956
The Rookie,"Drama,Family",13.887
The Year of Living Dangerously,"Drama,Romance,War",8.427
Michael Clayton,"Drama,Thriller",11.665
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,15.773
Run Hide Fight,"Action,Crime,Thriller",19.112
Sweet Girl,Action,103.327
Major Grom: Plague Doctor,"Action,Adventure",126.802
Mazinger Z: Infinity,"Action,Science Fiction,Animation",25.146
The Smurfs: A Christmas Carol,"Comedy,Family,Animation",14.602
Son of Rambow,Comedy,8.194
The 'Burbs,"Comedy,Horror,Thriller",10.116
Hearts in Atlantis,"Drama,Mystery",8.22
Fantomas vs. Scotland Yard,"Comedy,Crime,Adventure,Fantasy",11.849
The Good Dinosaur,"Adventure,Animation,Family",84.223
Arthur Christmas,"Drama,Animation,Family,Comedy",18.075
The Family Man,"Comedy,Drama,Romance,Fantasy",13.89
Spree,"Thriller,Horror,Comedy",86.156
Riki-Oh: The Story of Ricky,"Comedy,Action,Thriller",12.96
Tu la conosci Claudia?,Comedy,6.704
Dragon Ball Z: Super Android 13!,"Action,Animation,Science Fiction",136.279
The Firm,"Drama,Mystery,Thriller",17.67
Mickey and the Beanstalk,"Family,Animation,Adventure,Fantasy",9.461
Boiler Room,"Crime,Drama,Thriller",12.089
Ju-on: The Grudge,Horror,22.666
Far and Away,"Adventure,Drama,Romance,Western",12.608
The Highwaymen,"Crime,Drama,Thriller",14.256
Dora and the Lost City of Gold,"Adventure,Comedy,Family,Fantasy",47.142
Appleseed Alpha,"Animation,Science Fiction,Action",11.103
Kinky Boots,"Comedy,Drama,Music",8.485
Four Brothers,"Action,Crime",20.097
Border,"Fantasy,Drama,Crime",15.536
Special Forces,"Action,Drama,War",77.721
Stealing Beauty,"Drama,Romance",11.594
Slacker,"Comedy,Drama",4.913
Inside,Horror,11.513
Anna and the King,"Drama,Romance,History",9.623
The Royal Treatment,"Romance,Comedy",82.448
Invisible Sister,"Fantasy,Adventure,Comedy,TV Movie",21.825
Pawn Sacrifice,"Thriller,Drama",9.933
Resident Evil: Degeneration,"Animation,Horror,Action,Science Fiction",32.238
Body Double,"Crime,Mystery,Thriller",14.966
District B13,"Action,Thriller,Science Fiction",26.229
Yesterday,"Comedy,Fantasy,Music,Romance",21.415
Mermaid Down,"Horror,Fantasy,Mystery,Thriller",44.004
Uncle Drew,Comedy,23.442
The Boxer,"Drama,Romance",6.16
Police Story 3: Super Cop,"Action,Crime,Thriller",19.032
Emma,"Romance,Comedy,Drama",12.607
Long Shot,"Comedy,Romance",17.262
Peter Rabbit,"Animation,Adventure,Family",26.126
Puncture,"Drama,Mystery",7.645
Chaos Walking,Science Fiction,74.2
Chained,"Horror,Thriller,Crime",7.436
Ultimate Avengers 2: Rise of the Panther,"Adventure,Animation,Action,Science Fiction",26.129
All Dogs Go to Heaven,"Drama,Animation,Family,Comedy,Fantasy",14.061
Never Back Down,"Drama,Action",40.999
Multiverse,"Drama,Science Fiction",8.678
Enough Said,"Comedy,Drama,Romance",9.962
Batman: Mysteriet om Batkvinden,"Adventure,Fantasy,Animation,Action,Science Fiction",14.286
Mansfield Park,"Romance,Drama",10.204
Oliver Twist,"Crime,Drama,Family",12.609
Maze Runner: The Scorch Trials,"Science Fiction,Action,Thriller,Adventure",110.579
La matassa,Comedy,4.785
Rabbit Hole,Drama,10.519
Penelope,"Fantasy,Comedy,Romance",12.247
The Big Red One,"Drama,War",7.934
The Craft,"Horror,Drama,Fantasy",33.786
Black and Blue,"Drama,Action,Thriller",20.844
Hector and the Search for Happiness,"Adventure,Drama,Comedy",9.885
Purple Rain,"Drama,Music,Romance",8.22
Dog Soldiers,"Horror,Action,Thriller",9.599
Appleseed,"Animation,Action,Science Fiction",9.124
Jolt,"Action,Thriller",87.489
Escape Plan,"Action,Thriller",40.799
The Devil's Double,"Drama,Action,Thriller,Crime,War",12.571
The Little Bather,Comedy,7.495
Parenthood,Comedy,9.109
The Little Death,"Drama,Comedy,Romance",9.426
Charlotte's Web,"Family,Music,Animation,Drama,Comedy",10.023
Get Rich or Die Tryin',"Drama,Crime,Music",34.574
The Warlords,"Action,Drama,History",13.242
The Little Mermaid: Ariel's Beginning,"Family,Animation",4.687
Che: Part Two,"Drama,History,War",10.425
How the Grinch Stole Christmas,"Family,Comedy,Fantasy",85.117
Chicken Run,"Animation,Comedy,Family",46.643
A United Kingdom,"Drama,History",12.422
Phoenix,Drama,6.935
Quick Change,"Comedy,Crime",19.853
The Ghost and the Darkness,"Adventure,Horror",23.762
Lord of the Flies,"Thriller,Adventure,Drama",10.199
Sleepless in Seattle,"Comedy,Drama,Romance",15.091
Batman: Gotham by Gaslight,"Thriller,Action,Animation,Science Fiction",17.674
Get on Up,"Drama,Music",9.685
Get Low,"Comedy,Drama,Mystery",8.99
The Adjustment Bureau,"Science Fiction,Thriller,Romance",19.135
Valmont,"Drama,Romance",8.923
The Tree of Life,"Drama,Fantasy",16.596
Ice Age: Dawn of the Dinosaurs,"Animation,Comedy,Family,Adventure",105.289
Practical Magic,"Romance,Comedy,Fantasy",16.125
A Royal Christmas,"TV Movie,Romance,Family,Comedy",8.619
Local Hero,"Comedy,Drama",7.335
Logan Lucky,"Action,Comedy,Crime,Drama",30.906
She's Gotta Have It,"Comedy,Romance",7.416
Catch-22,"War,Comedy,Drama",7.778
Legally Blonde,Comedy,36.648
Thor: Love and Thunder,"Action,Adventure,Fantasy",8772.151
Motherless Brooklyn,"Drama,Thriller",13.434
One Kiss,"Romance,Comedy",6.146
Asterix in Britain,"Family,Animation,Adventure,Comedy",6.987
Tag,"Comedy,Action",25.904
In Her Name,"Drama,Crime",6.052
Sisters,"Horror,Mystery,Thriller",6.654
Superman: Doomsday,"Action,Animation,Science Fiction,Family",49.488
Saturday Night Fever,"Drama,Music",15.33
El Mariachi,"Action,Crime,Thriller",15.633
Tenacious D in The Pick of Destiny,"Comedy,Music",15.208
Ashfall,"Action,Adventure,Thriller",108.892
"Don't Worry, He Won't Get Far on Foot","Comedy,Drama",11.327
Before We Go,"Comedy,Drama,Romance",19.638
The Girl Next Door,"Comedy,Romance",38.95
Marvin's Room,Drama,10.864
Rising High,"Comedy,Drama",10.069
Trolls Holiday,"Adventure,Animation,Family,Fantasy",24.214
What If,"Drama,Comedy,Romance",12.864
Mr. Peabody & Sherman,"Animation,Adventure,Family",37.533
Tidal Wave,"Action,Drama,Thriller",16.722
Pollock,"Drama,Romance",5.194
Altered States,"Horror,Science Fiction,Thriller",15.439
Anchorman: The Legend of Ron Burgundy,Comedy,16.786
Life Is a Long Quiet River,Comedy,5.836
Days of Glory,"Drama,History,War",5.954
The Immortal,"Crime,Drama,Thriller",17.749
Zulu,"Crime,Drama,Thriller",7.492
The Brood,"Horror,Science Fiction",9.522
Repo Man,"Comedy,Science Fiction",11.788
The Da Vinci Code,"Thriller,Mystery",27.467
The Freshmen,"Comedy,Drama",17.454
Benvenuti al Sud,Comedy,10.755
Mongol: The Rise of Genghis Khan,"History,Adventure,War,Action",14.779
Oliver & Company,"Animation,Comedy,Family",18.61
The Stepford Wives,"Horror,Mystery,Science Fiction,Thriller",7.317
Silver Streak,"Comedy,Crime,Romance,Thriller",9.273
Barbie: A Fairy Secret,"Animation,Family,Fantasy",48.786
Made in Dagenham,"Comedy,Drama,History",8.631
How to Lose a Guy in 10 Days,"Comedy,Romance",23.987
An American Tail,"Drama,Family,Animation,Adventure",11.895
All Eyez on Me,"Music,Drama",25.89
Naked Weapon,"Action,Drama,Thriller",4.508
Elizabeth: The Golden Age,"Drama,History,Romance",17.502
Con Air,"Action,Thriller,Crime",28.628
The Thomas Crown Affair,"Drama,Crime,Romance",13.949
The Life Ahead,Drama,8.698
House of Gucci,"Drama,Crime,History",102.898
Kate,Action,69.889
Little White Lies 2,"Comedy,Drama",12.326
Purl,"Animation,Comedy",7.128
Overlord,"Horror,War,Science Fiction",30.619
Murder on the Orient Express,"Mystery,Crime,Drama",27.145
Goodbye Berlin,"Drama,Comedy",8.967
Bodyguards and Assassins,"Drama,Action,History",9.001
Batman: Gotham Knight,"Science Fiction,Animation,Action,Adventure",13.003
The Day After,"Science Fiction,Drama,TV Movie",9.274
Around the World in Eighty Days,"Adventure,Comedy,Family,Fantasy,Romance",14.578
Mission: Impossible III,"Adventure,Action,Thriller",31.062
Escape Room: Tournament of Champions,"Horror,Thriller,Mystery",174.4
Graduation,Drama,8.443
Free State of Jones,"Action,Drama,History,War",16.924
Sabrina the Teenage Witch,"TV Movie,Fantasy,Family,Comedy",10.842
Rock Star,"Music,Drama,Comedy",17.492
13 Going on 30,"Comedy,Fantasy,Romance",26.798
100 Things,Comedy,12.977
The Good Liar,Crime,16.081
Noelle,"Family,Comedy,Fantasy",11.669
Behind the Candelabra,"Drama,Romance",9.953
Three Fugitives,"Comedy,Crime",9.073
Young Guns,"Western,Crime,Action,Adventure",11.883
Bananas,Comedy,7.925
Lethal Weapon 3,"Adventure,Action,Comedy,Thriller,Crime",21.618
Fractured,Thriller,48.406
Loving,"Drama,Romance",14.409
Draft Day,Drama,14.954
Wayne's World,"Comedy,Music",11.832
A Bay of Blood,"Horror,Thriller",9.955
Bull Durham,"Comedy,Romance",9.028
Dolittle,"Family,Fantasy,Adventure",48.821
Bumblebee,"Action,Adventure,Science Fiction",51.225
Alone in Berlin,"War,Thriller,Drama",9.643
"Me, Myself and Mum",Comedy,5.322
Operation Finale,"Drama,History,Thriller",13.644
The Autopsy of Jane Doe,"Horror,Mystery",52.504
Cado dalle nubi,Comedy,5.218
King of New York,"Thriller,Crime",8.279
The Bounty,"Action,Drama,History",11.044
LEGO Star Wars Holiday Special,"Animation,Family,Adventure,Comedy,Science Fiction",26.435
We Are Your Friends,"Drama,Music,Romance,Comedy",32.984
Superman: Unbound,"Animation,Action,Adventure",14.839
Machine Gun Preacher,"Action,Thriller,Crime",65.088
The Matrix Revolutions,"Adventure,Action,Thriller,Science Fiction",35.205
Tron,"Science Fiction,Action,Adventure",24.912
Another Earth,"Drama,Science Fiction",9.457
Unthinkable,"Drama,Thriller",25.26
The Soloist,"Drama,Music",12.538
Kung Fu Panda: Secrets of the Furious Five,"Animation,Family,Action",23.748
Sabotage,"Drama,Thriller",11.312
Return to Me,"Romance,Comedy",8.628
Ocean's Thirteen,"Crime,Thriller",22.608
Woody Woodpecker,"Comedy,Family,Animation",55.606
The Wave,Thriller,28.675
Goodnight Mommy,"Drama,Horror,Thriller,Mystery",31.334
Miracle on 34th Street,"Fantasy,Drama,Family",11.645
The Blob,"Horror,Science Fiction",13.298
The Polar Express,"Animation,Family,Adventure,Fantasy,Comedy",50.722
River of No Return,"Action,Adventure,Drama,Music,Romance,Western",9.788
Pokémon the Movie: Hoopa and the Clash of Ages,"Family,Adventure,Animation,Action,Fantasy",71.865
The Sheltering Sky,"Adventure,Drama,Romance",6.853
Fifty Shades Freed,"Drama,Romance",150.36
X+Y,Drama,11.619
Rio,"Animation,Adventure,Comedy,Family",87.775
Kinsey,Drama,8.41
Cypher,"Thriller,Science Fiction",7.298
The First Wives Club,Comedy,12.442
Sergio,Drama,9.098
I Am Mother,"Science Fiction,Thriller",20.904
The Vanishing of Sidney Hall,"Mystery,Drama",8.94
Infinite,"Science Fiction,Action,Thriller",181.52
The Score,"Action,Crime,Thriller,Mystery",15.158
The Client,"Drama,Thriller,Crime,Mystery",14.871
Don Juan DeMarco,"Romance,Drama,Comedy",15.275
From Hell,"Horror,Mystery,Thriller",27.136
Trolls,"Family,Animation,Fantasy,Adventure,Comedy,Music",60.5
RED,"Action,Adventure,Comedy,Crime,Thriller",29.183
Fugitives,"Comedy,Crime",5.036
Barbie Mariposa,"Animation,Fantasy,Family",48.546
Shadow of the Vampire,"Drama,Horror",7.003
Frantic,"Thriller,Crime,Mystery",12.272
Basquiat,"Drama,History",5.132
Ma Rainey's Black Bottom,"Drama,Music",9.068
Tutta colpa di Freud,Comedy,5.131
The Last Man on Earth,"Horror,Science Fiction",13.408
Mad Max,"Adventure,Action,Thriller,Science Fiction",26.225
Dikkenek,Comedy,6.234
Bruce Almighty,"Fantasy,Comedy",45.43
The Night House,"Horror,Thriller,Mystery",21.278
Anna,"Thriller,Action",27.95
Green Lantern: Emerald Knights,"Action,Adventure,Animation,Science Fiction,Drama",49.369
Paul,"Adventure,Comedy,Science Fiction",70.765
Stuber,"Action,Comedy",19.941
Godard Mon Amour,"Drama,Romance,Comedy",6.751
Serial (Bad) Weddings,Comedy,14.169
Banana Joe,"Action,Comedy",9.537
"Corrina, Corrina","Comedy,Drama,Family,Romance",7.319
Step Up 2: The Streets,"Music,Drama,Romance",24.899
Dragon Ball Z: Broly – Second Coming,"Animation,Action,Science Fiction",164.989
Ruby & Quentin,"Comedy,Crime",8.713
The Voyeurs,Thriller,55.399
Saint Maud,"Drama,Horror,Mystery",17.015
My Week with Marilyn,"Drama,Romance",11.697
Falling in Love,"Drama,Romance",10.772
Angels & Demons,"Thriller,Mystery",78.551
The Skeleton Twins,Drama,6.634
Memphis Belle,"Drama,War,Action",9.726
Team America: World Police,"Adventure,Action,Comedy",11.337
The Gift,"Thriller,Mystery,Drama",11.676
Inferno,"Horror,Thriller",7.874
21,"Drama,Crime",28.538
Alan Partridge: Alpha Papa,Comedy,6.506
Better Watch Out,"Comedy,Horror,Thriller",18.313
The Tender Bar,Drama,38.86
Glass,"Thriller,Drama,Science Fiction",116.228
Husband & Wife,Comedy,6.068
Viceroy's House,"Drama,History",7.502
The Boys from Brazil,"Drama,Mystery,Science Fiction",7.85
A Good Year,"Comedy,Drama,Romance",10.19
2010,"Thriller,Science Fiction",19.061
The Fog,Horror,15.168
Haunt,"Horror,Thriller",23.082
Perfect Strangers,"Drama,Comedy",18.052
Kung Fu Jungle,"Action,Thriller,Crime",22.51
The Lego Movie 2: The Second Part,"Action,Adventure,Animation,Comedy,Family",38.562
Veronica Guerin,"Drama,Crime,Thriller",8.44
Red Joan,"Thriller,History",13.47
Lords of Chaos,"Drama,Music,Horror,Thriller",13.142
Green Room,"Horror,Crime,Thriller",16.435
Your Friend the Rat,"Animation,Family",11.685
Pokemon the Movie: Mewtwo Strikes Back - Evolution,"Animation,Adventure,Fantasy,Action,Family",171.857
Tag,"Thriller,Comedy,Action,Horror",12.643
Ti ricordi di me?,"Romance,Comedy",5.101
Troll Hunter,"Fantasy,Horror",24.372
Detroit Rock City,"Comedy,Music",12.561
I Am All Girls,"Crime,Drama,Mystery,Thriller",44.808
The Last Days of American Crime,"Action,Crime,Thriller",10.095
The Ides of March,Drama,12.077
Godzilla: King of the Monsters,"Science Fiction,Action",83.702
The Wild One,Drama,8.105
Stir of Echoes,Horror,8.335
Patriot Games,"Drama,Action,Thriller,Crime",14.272
Halloween Kills,"Horror,Thriller",260.686
Peppermint,"Action,Thriller",29.657
Mr. Morgan's Last Love,"Drama,Comedy",6.261
Beaches,"Comedy,Drama",7.241
The Kingdom,"Thriller,Action,Drama",14.225
The Transporter,"Action,Crime,Thriller",39.001
A Family Man,Drama,19.024
The Student and Mister Henri,"Drama,Comedy",6.416
Dumbo,"Family,Fantasy,Adventure",31.664
Jurassic World,"Action,Adventure,Science Fiction,Thriller",212.653
Exotica,"Drama,Mystery",10.855
We Own the Night,"Drama,Crime,Thriller",11.159
Infinitely Polar Bear,"Drama,Comedy",6.781
Frozen River,Drama,8.091
48 Hrs.,"Thriller,Action,Comedy,Crime,Drama",13.811
The Angel,"Action,Drama,History,Thriller,War",8.333
UglyDolls,"Family,Animation,Music",20.586
Going in Style,"Crime,Comedy",25.09
Balto III: Wings of Change,"Family,Adventure,Animation",11.069
Eye for an Eye,"Drama,Thriller,Crime",8.135
Kursk,"Drama,History,Thriller,Action",13.728
May God Save Us,"Thriller,Crime,Action",11.147
Their Finest,"Romance,War,Drama",9.109
Hysteria,"Comedy,Romance",10.769
Brotherhood of the Wolf,"Adventure,Horror,Action,History",18.844
Rush Hour 2,"Action,Comedy,Crime",49.466
Backdraft,"Crime,Drama,Thriller",16.89
Ice Age: The Meltdown,"Animation,Family,Comedy,Adventure",83.46
The Trip,"Action,Comedy,Thriller,Horror",58.155
Pig,"Drama,Thriller",13.756
Summertime,"Comedy,Drama,Romance",12.889
Hours,"Drama,Thriller",11.942
Insidious: Chapter 2,"Horror,Thriller",79.348
Barbie: A Perfect Christmas,"Animation,Family",23.199
Tristan & Isolde,"Drama,Romance,Adventure,Action",9.999
Disturbia,"Thriller,Drama,Mystery",19.246
Ransom,"Action,Thriller",16.012
The Amazing Spider-Man,"Action,Adventure,Fantasy",166.854
Home Alone 2: Lost in New York,"Comedy,Family,Adventure",53.061
Florence Foster Jenkins,"Comedy,Drama",7.466
White God,Drama,6.701
Pokémon: Mewtwo Returns,"Animation,Family,Action,Adventure,Drama,Fantasy",21.59
The Mirror Has Two Faces,"Comedy,Drama,Romance",9.776
Blast from the Past,"Science Fiction,Drama,Romance,Comedy",21.239
Black '47,"Drama,Western",8.267
The Boxtrolls,"Animation,Comedy,Family,Fantasy",23.474
Mr. Mom,"Comedy,Drama",7.971
Chances Are,"Fantasy,Comedy,Romance",10.679
Monos,"Drama,War",13.909
Kill the Messenger,"Crime,Drama,Mystery,Thriller",8.84
The Loved Ones,Horror,10.062
Julie & Julia,"Romance,Drama",10.722
Fast & Furious,"Action,Crime,Drama,Thriller",27.545
Beautiful Girls,"Comedy,Drama,Romance",6.219
Swallow,"Drama,Horror,Thriller",13.761
The Cat o' Nine Tails,"Horror,Mystery,Thriller",8.006
White Fang,"Action,Adventure,Drama,Family",14.454
Mr. & Mrs. Smith,"Action,Comedy,Drama,Thriller",31.913
"As Above, So Below","Horror,Thriller",86.809
One Chance,"Drama,Comedy,Music",7.687
The First Great Train Robbery,"Thriller,Adventure,Drama,Crime",9.421
NiNoKuni,"Animation,Action,Adventure,Family,Fantasy,Romance",13.955
Germinal,"Drama,Romance",9.033
Public Enemies,"Action,Crime",87.792
Quigley Down Under,Western,11.993
Charlie Bartlett,"Comedy,Drama",8.622
Big Bad Wolves,"Comedy,Crime,Thriller,Horror",6.787
Antichrist,"Drama,Horror,Thriller",22.848
The Hitchhiker's Guide to the Galaxy,"Adventure,Comedy,Science Fiction",18.892
Hairspray,"Comedy,Romance,Drama",16.683
The Matrix Resurrections,"Science Fiction,Action,Adventure",292.502
Overboard,"Romance,Comedy",52.272
Our Souls at Night,"Romance,Drama",10.234
Slow West,"Western,Action,Thriller,Drama",11.4
Return of the Living Dead III,"Science Fiction,Horror",28.838
Welcome to the Sticks,"Comedy,Drama,Romance",17.52
Meet the Parents,"Comedy,Romance",24.353
"Where'd You Go, Bernadette","Drama,Comedy",13.577
Matinee,"Comedy,Drama",7.571
Wuthering Heights,"Drama,Romance",11.632
Snake Eyes: G.I. Joe Origins,"Action,Adventure",186.134
Joseph: King of Dreams,"Family,Animation",45.875
*batteries not included,"Science Fiction,Comedy,Family,Fantasy",12.281
Foxcatcher,"Drama,Thriller",8.163
I Still See You,"Thriller,Fantasy",14.041
The Grand Seduction,Comedy,12.213
Fantozzi Against the Wind,Comedy,6.345
Caddyshack,Comedy,14.835
Hamlet,"Drama,History",9.913
The 13th Warrior,"Adventure,History,Action",21.789
The Island,"Action,Thriller,Science Fiction,Adventure",21.65
Lost Bullet,"Action,Thriller,Crime",11.556
The Holiday Calendar,"Romance,Comedy,Family",8.887
Elle,"Drama,Thriller",15.253
The Purge: Anarchy,"Horror,Thriller",61.446
Friends with Benefits,"Romance,Comedy",56.284
Empire Records,"Music,Comedy,Drama",11.107
Half Nelson,Drama,10.65
Life,"Comedy,Crime",18.78
Operation Mincemeat,"War,History,Drama",44.29
A Perfect Day,"Comedy,Drama,War",7.686
The Red Baron,"Action,Adventure,Drama,History,War",7.693
The Bodyguard,"Thriller,Action,Drama,Music,Romance",26.515
Comet,"Science Fiction,Comedy,Romance",6.518
Demolition Man,"Crime,Action,Science Fiction",24.389
Igby Goes Down,"Comedy,Drama",6.774
Loro,Drama,7.523
The Hunt,"Action,Thriller,Horror",32.808
The Warriors Gate,"Action,Adventure",14.709
Iron Will,"Adventure,Family",9.506
A Nightmare on Elm Street 3: Dream Warriors,"Horror,Thriller",18.551
Out of Sight,"Romance,Comedy,Crime",14.795
Help! I'm a Fish,"Adventure,Animation,Comedy",13.716
The Salton Sea,"Crime,Drama,Mystery,Thriller",11.022
1408,"Horror,Mystery",24.316
Marie Antoinette,"Drama,History",19.223
Project Almanac,"Science Fiction,Thriller,Drama",58.224
Just Go with It,"Comedy,Romance",96.688
Unknown,"Action,Mystery,Thriller",84.486
White Men Can't Jump,"Comedy,Drama",11.936
Footloose,"Drama,Romance",20.088
When the Game Stands Tall,Drama,6.835
Gimme Shelter,Drama,7.76
Red Rock West,"Crime,Drama,Thriller",8.83
Spanish Affair,"Comedy,Romance",11.652
Of Gods and Men,"Drama,History",15.419
Tinker Bell and the Great Fairy Rescue,"Animation,Adventure,Family,Fantasy",43.308
The Girl Next Door,"Thriller,Crime,Drama,Horror",18.51
JCVD,"Drama,Action,Comedy,Crime",11.123
Signs,"Drama,Thriller,Science Fiction,Mystery",34.601
Jingle Jangle: A Christmas Journey,"Family,Fantasy,Music",28.626
The Ash Lad: In the Hall of the Mountain King,"Adventure,Fantasy",28.659
The Princess Diaries 2: Royal Engagement,"Comedy,Drama,Family,Romance",47.713
The Limey,"Crime,Drama,Mystery",5.566
Brother Bear 2,"Adventure,Animation,Family",54.485
The Lookout,"Crime,Drama,Thriller",9.501
Hellboy,"Fantasy,Action",77.202
Sex and Lucía,"Drama,Romance",36.708
The Shiny Shrimps,Comedy,7.574
Ben Is Back,Drama,8.976
Heaven Is for Real,Drama,46.632
Martha Marcy May Marlene,"Drama,Thriller",11.866
Goal!,Drama,15.141
Cloverfield,"Action,Thriller,Science Fiction",46.755
Russian Dolls,"Comedy,Drama,Romance",10.849
About a Boy,"Drama,Comedy,Romance",11.183
Absolute Power,"Crime,Drama,Action",15.452
