title,genre,popularity
Nomadland,Drama,24.905
RoboCop,"Action,Thriller,Science Fiction",29.421
The Outsiders,"Crime,Drama",19.426
The Painted Veil,"Romance,Drama",10.165
Marathon Man,Thriller,9.517
In the House,"Comedy,Drama,Mystery,Thriller",9.501
The Illusionist,"Animation,Drama",9.92
Naruto Shippuden the Movie: The Will of Fire,"Action,Adventure,Comedy,Drama,Fantasy,Animation",104.246
Carrie,"Horror,Thriller",24.805
Bridge to Terabithia,"Adventure,Drama,Family",52.369
Memory,"Action,Thriller,Crime",1035.835
"Fala Sério, Mãe!","Comedy,Family",4.09
Zombieland,"Comedy,Horror",87.126
And Now for Something Completely Different,Comedy,8.008
The Goldfinch,Drama,34.548
The Age of Shadows,"Action,Drama,Thriller",10.039
Cleveland Abduction,"Drama,Crime,TV Movie",30.575
Wadjda,Drama,5.577
Argo,"Drama,Thriller",16.977
I Am a Hero,"Action,Science Fiction,Fantasy,Horror",22.119
The Hurt Locker,"Drama,Thriller,War",30.773
The Last Metro,"Drama,Romance,War",8.962
Whale Rider,"Drama,Family",9.607
The Salesman,"Drama,Thriller",11.679
13 Hours: The Secret Soldiers of Benghazi,"War,Action,History,Thriller,Drama",69.096
Coherence,"Thriller,Science Fiction",22.289
The Sunset Limited,"Drama,TV Movie",7.823
(500) Days of Summer,"Comedy,Drama,Romance",62.545
Pleasantville,"Fantasy,Comedy,Drama",14.937
The Rider,Drama,8.304
One Piece Film: GOLD,"Action,Animation,Adventure,Comedy",103.399
Upside-Down Magic,"Fantasy,Family,TV Movie",71.498
Frozen,"Animation,Family,Adventure,Fantasy",135.79
Red Dog,"Drama,Comedy,Family",15.917
F9,"Action,Crime,Thriller",238.641
Eddie Murphy Raw,Comedy,6.916
Betty Blue,"Drama,Romance",14.866
Roma,"Comedy,Drama",9.176
The Boondock Saints,"Action,Thriller,Crime",15.451
Man on the Moon,"Comedy,Drama,History",9.275
Irreversible,"Drama,Thriller,Crime,Mystery",32.829
Batman: Death in the Family,"Animation,Action",70.9
Stranger Than Fiction,"Comedy,Drama,Fantasy,Romance",8.971
Maria Full of Grace,"Drama,Thriller,Crime",8.864
Collateral Beauty,"Drama,Romance",29.826
Standing Tall,Drama,4.583
Begin Again,"Comedy,Music,Romance,Drama",13.722
Victor/Victoria,"Comedy,Music,Romance",8.219
Smoke,"Comedy,Drama",8.812
Green Street Hooligans,"Crime,Drama",14.794
Notting Hill,"Romance,Comedy,Drama",22.352
Ip Man 4: The Finale,"Action,Drama,History",18.619
"Everything, Everything","Drama,Romance",30.059
"Crazy, Stupid, Love.","Comedy,Drama,Romance",32.858
The Boat That Rocked,"Drama,Comedy",10.733
Donkey Skin,"Music,Fantasy,Drama,Comedy,Romance",9.374
Ferdinand,"Animation,Family,Adventure,Comedy",59.9
Leaving Las Vegas,"Drama,Romance",18.861
Driving Miss Daisy,Drama,13.964
After We Collided,"Romance,Drama",239.275
Cape Fear,"Thriller,Crime",13.44
Race,"Drama,History",10.05
Fast Five,"Action,Thriller,Crime",16.443
Biutiful,Drama,6.074
Official Secrets,"Thriller,History,Drama",13.217
Safe Haven,"Romance,Thriller",11.647
The House of the Laughing Windows,"Mystery,Thriller,Horror",5.934
Vagabond,Drama,8.288
The Last Song,"Drama,Family,Romance",18.45
Dolores Claiborne,"Crime,Drama,Mystery",11.783
Stardust,"Adventure,Fantasy,Romance,Family",18.727
Monster,"Crime,Drama",19.244
The Shape of Water,"Drama,Fantasy,Romance",37.864
Great Expectations,"Romance,Drama",9.135
Vera Drake,Drama,7.448
Hereditary,"Horror,Mystery,Thriller",50.529
Queen of Katwe,Drama,9.535
Tyrannosaur,"Drama,Romance",5.63
Dragon Ball Z: Broly – The Legendary Super Saiyan,"Animation,Science Fiction,Action",256.092
"Planes, Trains and Automobiles",Comedy,10.917
Spider-Man,"Fantasy,Action",122.994
Mirai,"Animation,Family,Fantasy,Adventure,Drama",52.562
Wonder Woman,"Action,Adventure,Fantasy",76.675
Clue,"Comedy,Thriller,Crime,Mystery",22.152
The Many Adventures of Winnie the Pooh,"Animation,Family",40.268
North Face,"Adventure,Drama,Action,History,Thriller",7.404
Furious 7,"Action,Thriller,Crime,Adventure",105.399
Jane Eyre,"Drama,Romance",11.779
Bicentennial Man,"Science Fiction,Comedy,Drama",19.273
The Dreamers,"Drama,Romance",27.236
G.O.R.A.,"Adventure,Comedy,Science Fiction",7.601
The Hedgehog,"Comedy,Drama",8.98
Naruto: Ninja Clash in the Land of Snow,"Comedy,Action,Animation,Adventure",57.921
Picnic at Hanging Rock,"Drama,Mystery",8.32
Once Upon a Time in China,"Action,Drama",9.472
In the Mouth of Madness,"Horror,Mystery,Thriller",16.326
Chinese Take-Away,Comedy,8.032
Pat Garrett & Billy the Kid,Western,13.706
Sissi: The Fateful Years of an Empress,"Romance,Drama,History",10.9
Blade Runner: Black Out 2022,"Action,Animation,Science Fiction",12.919
Shutter,"Fantasy,Horror,Mystery,Thriller",39.394
Queen Margot,"Drama,History,Romance",11.395
The Sword in the Stone,"Animation,Family",64.383
The Ladykillers,"Comedy,Crime",8.686
The Diary of Anne Frank,"Drama,History",18.242
The Wing or the Thigh?,Comedy,11.812
Superman: Man of Tomorrow,"Animation,Action,Science Fiction",30.865
To the Bone,Drama,16.123
5 to 7,"Comedy,Romance",7.213
Robot Chicken: Star Wars,"Animation,Comedy,Science Fiction",10.66
The Young Victoria,"Drama,History,Romance",14.95
Like Water for Chocolate,"Drama,Romance",24.905
Juice,"Crime,Drama,Thriller",11.886
Angela's Ashes,Drama,12.453
Brother Bear,"Adventure,Animation,Family",97.86
Broadway Danny Rose,Comedy,7.363
National Lampoon's Christmas Vacation,Comedy,15.369
Bagdad Cafe,"Comedy,Drama",7.355
Fear and Loathing in Las Vegas,"Adventure,Drama,Comedy",16.68
Breakfast on Pluto,"Drama,Comedy",9.77
A Monster Calls,"Drama,Fantasy",54.144
Songs from the Second Floor,"Drama,Comedy",6.003
The Edge of Heaven,Drama,6.408
Crash,Drama,16.253
Meet Joe Black,"Fantasy,Drama,Romance",36.098
It,"Horror,Fantasy",95.827
The Alamo,Western,11.583
Life Itself,"Drama,Romance",11.784
It's Only the End of the World,Drama,17.222
Rudderless,"Music,Drama,Comedy",7.282
Arizona Dream,"Fantasy,Comedy,Drama,Romance",7.276
Jumanji,"Adventure,Fantasy,Family",22.658
Moneyball,Drama,19.91
Village of the Damned,"Horror,Science Fiction",9.28
The Road to El Dorado,"Family,Adventure,Animation,Comedy,Fantasy",49.972
Die Hard: With a Vengeance,"Action,Thriller",34.76
Eighth Grade,"Comedy,Drama",11.671
Every Day,"Fantasy,Romance",31.327
American Splendor,"Comedy,Drama",5.611
Pirates of the Caribbean: At World's End,"Adventure,Fantasy,Action",159.732
The Ten Commandments: The Movie,Drama,54.885
Dragons: Dawn Of The Dragon Racers,"Animation,Family,Adventure,Comedy,Fantasy",57.642
The Bird with the Crystal Plumage,"Horror,Mystery,Thriller",6.646
The Unknown Woman,Thriller,7.473
The Orphanage,"Horror,Drama,Thriller",36.139
Rang De Basanti,"Comedy,Drama,History",8.472
Marnie,"Crime,Drama,Mystery,Romance,Thriller",13.952
Tenet,"Action,Thriller,Science Fiction",75.61
Partysaurus Rex,"Family,Animation,Comedy,Fantasy",12.886
Detour,"Drama,Thriller",8.206
The Great Debaters,Drama,9.267
Barbie as the Island Princess,"Animation,Family",43.597
Peter Pan,"Animation,Family,Adventure,Fantasy",72.012
Ralph Breaks the Internet,"Family,Animation,Comedy,Adventure",92.997
Steel Magnolias,"Comedy,Drama",11.311
Shoot the Piano Player,"Drama,Thriller,Crime",7.867
Matthias & Maxime,Drama,12.735
Vanishing Point,"Action,Drama",10.332
Pusher 3,"Action,Thriller,Crime",7.892
Batman vs. Robin,"Science Fiction,Action,Adventure,Animation",16.831
The King and I,"Drama,Romance,Adventure,Music",13.447
War of the Buttons,"Comedy,Drama",5.095
Batman: Bad Blood,"Science Fiction,Action,Animation",20.327
Despicable Me,"Family,Animation,Comedy,Crime",162.569
Big Trouble in Little China,"Action,Adventure,Comedy,Fantasy",21.039
Peter Rabbit 2: The Runaway,"Family,Comedy,Adventure,Animation,Fantasy",130.318
Bridge of Spies,"Thriller,Drama",15.705
The Equalizer,"Thriller,Action,Crime",77.937
McCabe & Mrs. Miller,"Western,Drama",6.949
The Concert,"Drama,Comedy",8.07
Girl,Drama,14.475
I Am Dragon,"Fantasy,Romance",14.612
Violent Cop,"Action,Crime,Drama",8.718
In America,Drama,6.588
A Fish Called Wanda,"Comedy,Crime",14.45
Loro 2,Drama,4.737
The Vow,"Drama,Romance",29.344
Barbie in A Mermaid Tale,"Animation,Family,Fantasy",51.31
Crazy About Her,"Comedy,Romance",27.672
Toy Story of Terror!,"Adventure,Animation,Comedy,Family,Fantasy,TV Movie",1.974
Murder by Death,"Comedy,Crime,Mystery,Thriller",10.997
Secondhand Lions,"Family,Comedy",12.524
Jo,Comedy,7.518
The Aviator,Drama,25.068
The Transformers: The Movie,"Animation,Science Fiction,Action,Adventure,Family",11.883
Rocky II,Drama,36.887
The Northman,"Action,Adventure,Fantasy",949.779
The Naked Gun: From the Files of Police Squad!,"Comedy,Crime",22.904
The Purity of Vengeance,"Crime,Thriller,Mystery,Drama",9.301
Woman at War,"Drama,Thriller,Comedy",5.945
Spider-Man 2,"Action,Adventure,Fantasy",37.736
The In Between,"Romance,Science Fiction,Drama",191.054
As the Gods Will,"Thriller,Horror,Comedy",25.136
The Old Guard,"Action,Fantasy",21.039
Nappily Ever After,"Comedy,Romance",7.621
A Cinderella Story: If the Shoe Fits,"Comedy,Family,Fantasy,Music",45.587
Nowhere Boy,Drama,7.569
Django,"Action,Western",11.561
Never Rarely Sometimes Always,Drama,10.201
On Body and Soul,"Drama,Romance,Fantasy",7.285
Barbie: A Fashion Fairytale,"Family,Animation",61.415
Tootsie,"Comedy,Romance",14.926
A Bridge Too Far,"Drama,History,War",13.679
The Battleship Island,"Action,History,Drama",26.637
Reality,Comedy,5.511
Superman/Batman: Apocalypse,"Science Fiction,Action,Adventure,Animation,Family",20.678
How Green Was My Valley,"Drama,History,Family",6.647
The Trip Across Paris,Comedy,4.735
CJ7,"Comedy,Drama,Family,Fantasy,Science Fiction",82.793
Watership Down,"Adventure,Animation,Drama",11.868
Open Range,Western,18.68
Skyfall,"Action,Adventure,Thriller",64.669
Breaking Away,"Drama,Comedy",5.695
Doubt,Drama,10.88
Cadillac Records,"Drama,History,Music",9.856
Don't Look Up,"Comedy,Drama,Science Fiction",129.063
Ballerina,"Animation,Adventure,Comedy,Family",50.564
The Player,"Comedy,Mystery,Drama,Crime",6.775
The Prince of Egypt,"Adventure,Animation,Drama,Family",38.895
Out of Africa,"History,Romance,Drama",14.159
The Lego Batman Movie,"Animation,Action,Comedy,Family",36.201
Star Trek IV: The Voyage Home,"Science Fiction,Adventure",14.185
Invasion of the Body Snatchers,"Horror,Mystery,Science Fiction",15.267
North Country,Drama,10.903
Batman,"Fantasy,Action",50.563
Melancholia,"Drama,Science Fiction",14.25
Felon,"Action,Crime,Drama,Mystery",12.524
Knife in the Water,Drama,5.306
The Last Temptation of Christ,Drama,21.955
The Flight of the Phoenix,Adventure,10.614
The Lodger: A Story of the London Fog,"Drama,Thriller",11.135
2046,"Fantasy,Drama,Science Fiction,Romance",19.426
"South Park: Bigger, Longer & Uncut","Animation,Comedy",26.832
The NeverEnding Story,"Adventure,Fantasy,Family,Drama",53.465
The Gruffalo,"Animation,Family",13.816
Marley & Me,"Comedy,Family",54.887
Stranger Than Paradise,"Comedy,Drama",7.49
Scooby-Doo! and the Legend of the Vampire,"Family,Animation,Comedy,Fantasy,Music,Mystery",13.059
Infernal Affairs II,"Drama,Action,Thriller,Crime",10.218
Broken Embraces,"Drama,Romance,Thriller",13.218
Good Time,"Thriller,Crime,Drama",18.12
No,"Drama,History",10.674
The Cutting Edge,"Romance,Comedy,Drama",9.126
Babette's Feast,"Comedy,Drama",7.118
Kung Fu Panda,"Action,Adventure,Animation,Family,Comedy",109.24
Marrowbone,"Thriller,Horror,Drama,Mystery",15.046
The Healer,"Family,Drama,Comedy",21.119
Labyrinth of Lies,"Drama,History",7.741
K-PAX,"Science Fiction,Drama",12.869
Little Boy,"Comedy,Drama,War",9.375
Baaria,"Drama,Comedy,Romance",7.276
Project A,"Action,Comedy,Adventure",16.614
Alita: Battle Angel,"Action,Science Fiction,Adventure",63.954
Inside Llewyn Davis,"Drama,Music",11.997
The Long Good Friday,"Crime,Drama,Mystery",8.332
3:10 to Yuma,"Western,Drama,Thriller",6.606
The Thief of Bagdad,"Action,Adventure,Family,Fantasy",7.836
28 Days Later,"Horror,Thriller,Science Fiction",51.382
A Touch of Sin,"Drama,Crime,Action",8.745
Children Who Chase Lost Voices,"Animation,Adventure,Drama,Fantasy",20.706
Heartbeats,"Drama,Romance",6.766
Frequency,"Science Fiction,Thriller",18.817
Intolerance: Love's Struggle Throughout the Ages,"Drama,History",7.756
After the Storm,Drama,11.265
Sweeney Todd: The Demon Barber of Fleet Street,"Drama,Horror",26.843
The Big Boss,Action,17.556
Thank You for Smoking,"Comedy,Drama",10.455
The French Dispatch,"Comedy,Drama,Romance",42.61
Ghost,"Fantasy,Drama,Thriller,Mystery,Romance",41.205
Burlesque,"Drama,Romance",14.303
Five Easy Pieces,Drama,8.102
My Mother's Castle,"Adventure,Comedy,Drama,Romance",10.675
The Haunting,Horror,9.077
Short Cuts,"Comedy,Drama",12.041
Beverly Hills Cop,"Action,Comedy,Crime",17.175
Batman vs. Teenage Mutant Ninja Turtles,"Animation,Action,Family",20.568
The Choice,"Drama,Romance",15.842
Rust and Bone,"Drama,Romance",8.901
Bedevilled,"Thriller,Crime,Drama,Horror",12.225
Sherlock Holmes,"Action,Adventure,Crime,Mystery",36.369
Living in Oblivion,"Drama,Comedy",6.14
I Am Legend,"Drama,Science Fiction,Thriller",84.36
The Intern,Comedy,30.991
The Caine Mutiny,Drama,7.769
Collateral,"Drama,Crime,Thriller",23.712
Shrek 2,"Animation,Family,Comedy,Fantasy,Adventure",159.915
The Professor and the Madman,"History,Drama,Mystery,Thriller",10.576
The Town,"Crime,Drama,Thriller",121.07
Invictus,"Drama,History",17.82
Alice in Wonderland,"Animation,Family,Fantasy,Adventure",88.9
A Walk in the Clouds,"Drama,Romance",17.996
Midnight Run,"Adventure,Comedy,Crime,Action",10.975
Superbad,Comedy,88.867
Wall Street,"Crime,Drama",14.041
Pokémon: Arceus and the Jewel of Life,"Family,Animation,Adventure,Fantasy",29.432
The Producers,Comedy,8.742
Barbie and the Three Musketeers,"Animation,Family",47.613
After the Wedding,Drama,9.117
Contempt,Drama,5.623
The Broken Hearts Gallery,"Comedy,Romance",13.324
The Forever Purge,"Horror,Action,Thriller",195.692
Scoob!,"Animation,Family,Comedy,Adventure",54.053
Belle,Drama,13.048
Compagni di scuola,Comedy,4.279
La Bamba,"Drama,Music",16.359
3:10 to Yuma,Western,21.617
Reign Over Me,Drama,8.837
The Map of Tiny Perfect Things,"Fantasy,Romance",17.884
The Man Without Gravity,"Fantasy,Drama,Comedy",8.007
The Return of the Living Dead,"Comedy,Horror",36.689
Kiss Kiss Bang Bang,"Comedy,Crime,Mystery,Thriller",10.721
Red Nose Day Actually,"TV Movie,Comedy,Romance",8.677
Romanzo Criminale,"Crime,Drama",8.58
Peter Pan,"Adventure,Fantasy,Family",31.563
P.S. I Love You,"Drama,Romance",22.722
Time to Hunt,"Drama,Action,Thriller",19.073
This Beautiful Fantastic,"Comedy,Drama,Fantasy,Romance",17.802
Jack and the Cuckoo-Clock Heart,"Animation,Romance,Adventure,Drama,Fantasy",18.252
Dragon Ball Z: Wrath of the Dragon,"Animation,Action,Science Fiction",204.124
Black Sabbath,Horror,9.267
Naruto Shippuden the Movie,"Animation,Action,Fantasy",327.165
Dead Man's Shoes,"Drama,Thriller,Crime",7.709
The Man Who Knew Infinity,Drama,15.246
Reality,"Drama,Comedy",5.124
Barbara,Drama,7.977
Carnage,"Comedy,Drama",7.969
The Cat Returns,"Adventure,Fantasy,Animation,Drama,Family",34.124
White Christmas,"Comedy,Music,Romance",9.209
The Last Unicorn,"Fantasy,Animation,Family,Adventure",14.125
Pillow Talk,"Comedy,Romance",6.256
Fahrenheit 451,"Drama,Science Fiction",7.762
Mrs. Doubtfire,"Comedy,Drama,Family",21.637
Dracula,"Horror,Drama,Fantasy",11.361
Eddie the Eagle,"Comedy,Drama,History,Adventure",12.428
Ovosodo,"Comedy,Drama",6.27
Beanpole,Drama,6.403
The House That Jack Built,"Drama,Horror,Crime,Thriller",17.764
The Hunger Games,"Science Fiction,Adventure,Fantasy",54.169
Mortal Kombat,"Action,Fantasy,Adventure",365.254
My King,"Drama,Romance",7.795
Identity,"Mystery,Thriller",19.558
What Happened to Monday,"Science Fiction,Thriller,Drama,Mystery,Action",67.506
SLC Punk,"Comedy,Drama,Crime,Music",7.061
Belfast,Drama,19.343
A Girl Like Her,Drama,5.301
Set It Off,"Crime,Drama,Thriller",10.854
Trading Places,Comedy,20.223
The Lincoln Lawyer,"Crime,Drama,Thriller",14.74
Black Dynamite,"Comedy,Action",6.875
Stargate: The Ark of Truth,"Adventure,Science Fiction,TV Movie",15.327
Elizabeth,"Drama,History",9.25
The Express,Drama,8.836
Kiss of the Spider Woman,Drama,8.355
The Talented Mr. Ripley,"Thriller,Crime,Drama",14.549
Bullitt,"Action,Crime,Drama,Thriller",15.369
Barbie and the Secret Door,"Animation,Family",17.012
Hugo,"Adventure,Drama,Family",21.904
Bad Boys for Life,"Thriller,Action,Crime",82.693
Kiss Me Deadly,"Mystery,Thriller",6.499
The Darjeeling Limited,"Adventure,Drama,Comedy",11.56
Downton Abbey,"Drama,Romance,History",25.669
Gangs of Wasseypur - Part 1,"Action,Thriller,Crime",7.416
The Animatrix,"Animation,Science Fiction",25.29
Murder on the Orient Express,"Drama,Thriller,Mystery",14.798
The Nightingale,"Drama,Thriller",26.228
Mission: Impossible - Rogue Nation,"Action,Adventure",49.447
Aloha Scooby-Doo!,"Mystery,Family,Animation,Adventure,Comedy",28.977
Polytechnique,"Crime,Drama,History",10.039
Thief,"Crime,Thriller,Action",10.88
Rosetta,Drama,6.877
Drugstore Cowboy,"Drama,Crime",7.386
Vicky and Her Mystery,"Adventure,Family,Drama",96.467
My Little Pony: The Movie,"Family,Animation,Music,Adventure,Fantasy",21.056
The Master,Drama,10.315
Limitless,"Thriller,Mystery,Science Fiction",60.56
Following,"Drama,Thriller",6.717
Murder in the First,"Crime,Drama",9.213
The China Syndrome,"Drama,Thriller",9.537
The Maze Runner,"Action,Mystery,Science Fiction,Thriller",233.384
A Star Is Born,"Drama,Music,Romance",10.005
Children of the Sea,"Animation,Fantasy,Adventure,Mystery",18.257
The Edge of Seventeen,"Comedy,Drama",35.037
Naruto Shippuden the Movie: Blood Prison,"Thriller,Animation,Action,Comedy,Horror,Mystery",167.574
Sissi: The Young Empress,"Drama,Comedy,Romance",13.61
Minnal Murali,"Action,Adventure,Comedy",60.858
Bullhead,"Crime,Drama",6.779
Adam's Rib,"Comedy,Drama,Romance",7.611
Mean Girls,Comedy,57.04
Crimson Tide,"War,Thriller,Action,Drama",17.089
Pale Rider,Western,15.186
Dangerous Beauty,"Drama,Romance",12.198
Brothers,"Drama,Thriller,War",479.777
The Way,"Adventure,Comedy,Drama",7.757
Across the Universe,"Drama,Romance,Fantasy",11.536
Babel,Drama,13.322
Men in Black,"Action,Adventure,Comedy,Science Fiction",46.249
The English Patient,"Drama,Romance,War",12.943
Fluke,"Drama,Adventure,Family",9.064
Keith,"Drama,Family,Romance",6.64
What Dreams May Come,"Drama,Fantasy,Romance",17.413
A Simple Plan,"Crime,Thriller",9.564
A History of Violence,"Drama,Thriller,Crime",17.241
After,"Romance,Drama",245.024
Brigsby Bear,"Comedy,Drama",7.203
The American Friend,"Drama,Thriller",5.624
The Muppet Movie,"Comedy,Adventure,Music,Family",11.396
House of Sand and Fog,Drama,8.237
[REC],"Horror,Mystery",37.64
Salvador,"Drama,History,Thriller",7.072
"Lust, Caution","Action,Drama,Romance,Thriller",24.833
In Your Eyes,"Drama,Romance,Science Fiction",9.531
In a Better World,Drama,9.214
Pooh's Grand Adventure: The Search for Christopher Robin,"Animation,Family,Adventure",18.004
The Karate Kid,"Action,Family,Drama",24.187
The Goddess of Fortune,Drama,6.814
English Vinglish,"Comedy,Drama,Family",6.019
War of the Arrows,"Drama,Action,History,Thriller",27.082
Naruto Shippuden the Movie: Bonds,"Fantasy,Animation,Action",127.441
The King,"Drama,History,War",24.068
Pusher II,"Crime,Drama,Thriller",6.872
A League of Their Own,"Comedy,Drama",13.551
Dead Ringers,"Thriller,Horror",11.094
Gravity,"Science Fiction,Thriller,Drama",22.584
300,"Action,Adventure,War",50.968
Seven Years in Tibet,"Adventure,Drama,History",15.501
Honey Boy,Drama,10.272
Riley's First Date?,"Animation,Family",19.259
Trumbo,Drama,8.056
Diaz - Don't Clean Up This Blood,"Drama,History",6.634
Ace of Aces,"Adventure,Comedy",6.626
The Wrong Man,"Crime,Drama,Mystery",8.079
One Hundred and One Dalmatians,"Adventure,Animation,Comedy,Family",75.461
The Great Race,"Comedy,Romance,Adventure,Family",8.551
Welcome to the Dollhouse,"Comedy,Drama",8.643
Les Misérables,"Crime,Drama,History,Romance",10.42
Shiva Baby,"Comedy,Drama",13.108
The Forgotten Battle,"War,History,Drama",38.304
The Captain,"War,Drama,History",10.817
Bomb City,"Drama,Crime",8.19
Justice League: Gods and Monsters,"Action,Animation,Fantasy",38.318
The Chase,"Crime,Drama,Thriller",12.623
Red Cliff,"Action,Adventure,Drama,War",14.205
Quills,Drama,15.087
By the Grace of God,Drama,7.857
Tora! Tora! Tora!,"Drama,History,War",11.876
High Fidelity,"Comedy,Drama,Romance,Music",14.125
Secret Magic Control Agency,"Animation,Comedy,Fantasy",51.999
Sapphire Blue,"Fantasy,Romance,Science Fiction,Drama,Adventure,Family",9.65
9,"Animation,Science Fiction",6.791
Pom Poko,"Adventure,Animation,Fantasy",22.161
Queen & Slim,"Drama,Romance,Crime",10.918
Salyut-7,"Action,Drama,Adventure",12.303
The Bucket List,"Drama,Comedy",18.102
The Half of It,"Comedy,Romance,Drama",19.97
Greenland,"Action,Thriller,Drama",71.499
"The Good, the Bad, the Weird","Action,Adventure,Comedy,Western",10.21
Sophie Scholl: The Final Days,"Drama,History",7.399
The Phantom of the Opera,"Drama,Horror",9.875
Banana,"Animation,Family,Comedy",44.356
"Ciao, Professore!",Comedy,4.795
Magnum Force,"Drama,Crime,Action",16.195
West Side Story,"Drama,Romance,Crime",86.601
Sully,"Drama,History",28.72
The Siege of Jadotville,"War,Drama,Thriller",14.391
Yellow Submarine,"Music,Animation,Adventure,Comedy,Fantasy",10.259
The Dark Crystal,"Adventure,Family,Fantasy",12.892
Doctor Sleep,"Horror,Thriller",29.84
Gallipoli,"War,Drama,Adventure,History",7.668
The Patriot,"Drama,History,War,Action",32.592
Straw Dogs,"Crime,Drama,Thriller",18.07
After We Fell,"Romance,Drama",336.696
Love & Mercy,"Drama,Music,History",9.606
Remember Sunday,"TV Movie,Romance,Drama",6.684
The Secret Life of Walter Mitty,"Adventure,Comedy,Drama,Fantasy",28.408
The Vikings,"Action,Adventure,History",14.974
Searching for Bobby Fischer,Drama,7.797
Lars and the Real Girl,"Comedy,Drama,Romance",11.423
The Driver,"Action,Crime,Drama,Thriller",10.606
The Mad Women's Ball,"Drama,Thriller,History",39.598
22 July,"History,Drama,Thriller,Crime",26.329
Vacation Friends,Comedy,49.764
Midway,"War,History,Action,Drama",39.242
Mamma Mia! Here We Go Again,"Comedy,Romance",21.169
The Princess and the Frog,"Romance,Family,Animation",109.371
La Grande Bouffe,"Drama,Comedy",8.839
The Poseidon Adventure,"Action,Adventure,Thriller",11.216
The Life Aquatic with Steve Zissou,"Adventure,Comedy,Drama",10.441
Space Sweepers,"Drama,Fantasy,Science Fiction",67.829
Molly's Game,"Crime,Drama",22.848
A Coffee in Berlin,"Drama,Comedy",5.448
Kiss Me,"Romance,Drama",13.38
Where the Heart Is,"Comedy,Drama,Romance",44.369
Hustle & Flow,"Music,Drama",11.496
The Invisible Man,"Thriller,Science Fiction,Horror",32.194
Midsommar,"Horror,Drama,Mystery",61.223
Tinker Bell and the Legend of the NeverBeast,"Adventure,Animation,Family",57.544
Sleepy Hollow,"Drama,Fantasy,Thriller,Mystery,Horror",46.628
Poltergeist,Horror,32.322
The Ballad of Buster Scruggs,"Western,Comedy,Drama",25.782
OSS 117: Lost in Rio,"Crime,Action,Comedy",8.242
Take the Money and Run,"Comedy,Crime",6.549
Operation Petticoat,"Action,Comedy,Romance",9.577
Son of Saul,"War,Drama,Thriller",8.057
50/50,"Comedy,Drama",23.038
Bullets Over Broadway,"Comedy,Thriller",8.256
Candy,"Drama,Romance",9.24
Big,"Fantasy,Drama,Comedy,Romance,Family",16.577
The Angry Birds Movie 2,"Animation,Comedy,Adventure,Family",60.078
Fun Is Beautiful,Comedy,6.467
High Heels,"Comedy,Drama,Romance",8.673
Chip 'n Dale: Rescue Rangers,"Animation,Family,Comedy,Adventure,Mystery",419.018
A Hidden Life,"Drama,War,History",14.18
Fathers and Daughters,Drama,12.168
The Parent Trap,"Comedy,Family",18.364
The Shootist,"Western,Drama",6.946
Ghost World,"Comedy,Drama",7.13
The Lion King,"Adventure,Family,Animation,Drama",132.729
Uncharted,"Action,Adventure",957.479
The Wolf Man,"Horror,Drama",9.638
El Topo,"Action,Adventure,Drama,Western",9.18
United 93,"Drama,History,Crime,Thriller,Action",12.206
Reign of the Supermen,"Science Fiction,Animation,Action",17.411
War for the Planet of the Apes,"Drama,Science Fiction,War",56.227
Tangled Ever After,"Animation,Comedy,Action,Family",48.952
Welcome,"Drama,Romance",5.428
if....,Drama,7.383
The Fox and the Hound,"Adventure,Animation,Drama,Family",55.254
Zabriskie Point,"Drama,Romance",7.93
The Wild Child,"Drama,History",6.192
My Boyfriend's Meds,Comedy,11.439
Frenzy,"Crime,Thriller,Horror",8.743
The Glass Castle,Drama,20.132
Boy A,"Crime,Drama",7.64
The Visitor,"Crime,Drama,Music",7.927
Life as a House,Drama,8.055
Friday,Comedy,32.367
Stepmom,"Drama,Romance,Comedy",22.237
Final Fantasy VII: Advent Children,"Animation,Action,Adventure,Fantasy,Science Fiction",19.696
While at War,"Drama,History,War",7.274
The Last Black Man in San Francisco,Drama,7.604
A Ghost Story,"Drama,Fantasy",16.71
Chicago,"Comedy,Crime,Drama",13.025
The Old Ways,"Horror,Fantasy",11.687
Penguin Bloom,Drama,19.156
Suicide Squad: Hell to Pay,"Science Fiction,Action,Animation",40.675
Matilda,"Comedy,Family,Fantasy",57.707
Death and the Maiden,"Drama,Thriller,Mystery",9.171
A Tale of Two Sisters,"Drama,Horror,Mystery",50.555
Angel Heart,"Horror,Mystery",16.19
The Upside,"Comedy,Drama",19.701
Jason and the Argonauts,"Adventure,Family,Fantasy",23.428
The Parent Trap,"Comedy,Family",144.091
Two Brothers,"Adventure,Drama,Family",16.601
Munich,"Drama,Action,History,Thriller",13.103
Wonder Woman: Bloodlines,"Science Fiction,Animation,Action,Fantasy",26.145
The Magnificent One,"Action,Comedy,Romance",6.985
Baby Boy,"Crime,Drama,Romance,Thriller",10.768
Casualties of War,"Drama,History,War",14.478
Unbreakable,"Thriller,Drama,Mystery",59.574
The Willoughbys,"Animation,Comedy,Family",22.017
Silence,"Drama,History",25.022
Whatever Works,"Comedy,Romance",9.703
Barefoot in the Park,"Comedy,Romance",8.752
Dirty Rotten Scoundrels,"Crime,Comedy",12.898
Mean Streets,"Drama,Crime",10.791
Bound,"Drama,Thriller",14.582
