job_title,work_year,salary_in_usd,company_location,company_size
Data Engineer,2024,87550,US,M
Data Engineer,2024,87550,US,M
Data Analyst,2023,87500,US,M
Data Analyst,2023,87500,US,M
Data Analyst,2023,87500,US,M
Data Analyst,2023,87500,US,M
Data Specialist,2023,87500,US,M
Business Intelligence Analyst,2023,87500,US,M
Data Specialist,2023,87500,US,M
Data Analyst,2023,87500,US,M
Data Analyst,2024,87400,US,M
Research Analyst,2023,87400,US,M
Data Scientist,2024,87300,US,M
Data Scientist,2023,87300,US,M
BI Analyst,2023,87200,US,M
Data Scientist,2024,87000,US,M
Data Analyst,2024,87000,US,M
Data Analyst,2024,87000,US,M
ML Engineer,2024,108750,GB,S
Data Engineer,2023,87000,CA,M
Analytics Engineer,2023,87000,US,M
Data Analyst,2023,87000,US,M
Machine Learning Engineer,2023,87000,US,M
Head of Data,2021,102839,SI,L
Lead Data Analyst,2020,87000,US,L
Data Science,2024,86900,US,M
Data Specialist,2023,86900,US,M
Data Scientist,2024,86800,US,M
Data Scientist,2024,86800,US,M
Data Analyst,2023,86720,US,M
Data Scientist,2023,86700,US,L
Data Scientist,2024,86600,US,M
Data Analyst,2024,86600,US,M
Data Analyst,2023,86600,US,M
Data Scientist,2023,86600,US,M
Data Engineer,2024,86500,US,M
AI Engineer,2023,86500,US,M
Data Analyst,2023,86500,US,L
Data Analyst,2023,86466,US,M
Data Engineer,2024,86424,US,M
Data Analyst,2023,86400,US,M
Data Engineer,2023,86250,US,M
Data Scientist,2024,86218,CA,M
Data Analyst,2024,95717,NL,M
BI Analyst,2023,86100,US,M
Data Analyst,2024,86078,US,M
Data Analyst,2024,95584,DE,M
Research Engineer,2024,86000,US,M
Research Scientist,2024,86000,US,M
Business Intelligence Analyst,2024,86000,US,M
Business Intelligence Analyst,2024,86000,US,M
Data Science,2024,86000,US,M
Data Analyst,2024,86000,US,M
Data Science,2024,86000,US,M
Data Science,2024,86000,US,M
Data Scientist,2024,86000,US,M
Data Analyst,2024,86000,US,M
Data Scientist,2024,86000,US,M
Data Architect,2024,86000,US,M
Data Science,2024,86000,US,M
Data Engineer,2024,86000,US,M
Data Engineer,2024,86000,US,M
Research Scientist,2024,86000,US,M
Data Engineer,2023,86000,US,M
Data Science,2023,86000,US,M
Data Scientist,2023,86000,US,M
Data Analyst,2023,86000,US,M
Data Strategist,2023,86000,US,M
Data Analyst,2023,86000,US,M
Data Strategist,2023,86000,US,M
Data Strategist,2023,86000,US,M
Data Strategist,2023,86000,US,M
Data Manager,2023,86000,US,M
Data Engineer,2022,86000,US,L
Data Analyst,2024,85900,MX,M
Data Engineer,2023,85800,US,M
Data Engineer,2024,85750,US,M
Machine Learning Engineer,2024,85700,US,M
Data Analyst,2023,85700,US,M
Data Analyst,2023,85700,US,M
Data Analyst,2023,85700,US,M
Data Analyst,2023,85700,US,M
Data Analyst,2023,85700,US,M
Data Analyst,2022,85700,US,M
Data Manager,2023,85600,US,M
BI Developer,2023,85600,US,M
Data Scientist,2023,85600,US,M
Data Analyst,2024,85500,US,M
Data Analyst,2024,85500,US,M
Data Analyst,2024,85500,US,M
Analytics Engineer,2023,85500,US,M
Data Developer,2023,85500,US,M
Data Analyst,2023,85500,US,M
Data Analyst,2023,85500,US,M
Data Analyst,2023,85500,US,M
Research Scientist,2024,85469,US,M
Research Engineer,2023,85445,US,M
Research Engineer,2023,85445,US,M
Data Analyst,2024,85420,US,M
Business Intelligence,2024,85393,US,M
Data Engineer,2023,85300,CA,M
Data Analyst,2023,85256,US,M
Data Scientist,2024,85000,US,M
Data Developer,2024,85000,US,M
Business Intelligence Manager,2024,106250,GB,M
AI Engineer,2024,85000,US,M
Data Engineer,2024,85000,US,M
Data Analyst,2024,85000,US,M
Data Engineer,2024,85000,US,M
BI Analyst,2024,85000,US,M
Business Intelligence Analyst,2024,85000,US,M
Data Analyst,2024,85000,US,M
Data Management Consultant,2024,85000,US,M
BI Analyst,2024,85000,US,M
Data Analyst,2024,85000,US,M
Data Engineer,2024,106250,GB,M
Data Engineer,2024,106250,GB,M
Data Analyst,2024,85000,US,M
Data Strategist,2024,85000,US,M
Machine Learning Engineer,2024,85000,US,M
Data Analyst,2024,85000,US,M
Machine Learning Engineer,2024,85000,AR,M
Business Intelligence Engineer,2024,85000,US,M
Data Analyst,2024,85000,US,M
Data Analyst,2024,85000,US,M
Data Scientist,2024,85000,US,M
Data Scientist,2024,85000,US,M
Data Analyst,2024,85000,US,M
Data Quality Analyst,2024,85000,LB,M
Data Analyst,2024,85000,US,M
Machine Learning Engineer,2024,94444,IE,M
Data Analyst,2023,85000,US,M
Data Analyst,2023,85000,US,M
Data Specialist,2023,85000,US,M
Data Analyst,2023,85000,US,M
Business Intelligence Analyst,2023,85000,US,M
Data Analyst,2023,85000,US,M
Data Analyst,2023,85000,US,M
Data Scientist,2023,85000,US,M
Data Product Owner,2023,104584,GB,M
Data Engineer,2023,85000,US,M
Data Analyst,2023,85000,US,M
Data Analyst,2023,85000,US,M
Data Engineer,2023,85000,US,M
Data Analyst,2023,85000,US,M
Data Engineer,2023,85000,US,M
Data Analyst,2023,85000,US,M
Data Analyst,2023,85000,US,M
ML Engineer,2023,85000,US,M
Data Analyst,2023,85000,US,M
ML Engineer,2023,85000,US,M
Data Architect,2023,104584,GB,M
Data Analyst,2023,85000,US,M
Data Analyst,2023,85000,US,M
Data Strategist,2023,85000,US,M
Data Integration Specialist,2023,85000,CA,M
Data Analyst,2023,85000,US,M
Data Integration Specialist,2023,85000,CA,M
Data Analytics Lead,2023,104584,GB,M
Data Analyst,2023,85000,US,M
BI Data Analyst,2023,85000,US,M
Principal Data Engineer,2023,91773,ES,M
Data Engineer,2023,104584,GB,M
Data Engineer,2023,85000,US,M
Data Analyst,2023,85000,US,M
Data Specialist,2023,85000,US,M
Data Analyst,2023,85000,US,M
Data Analyst,2023,85000,US,M
Data Scientist,2023,85000,US,M
Data Scientist,2023,85000,US,M
Data Scientist,2023,85000,US,M
Data Architect,2023,104584,GB,M
Data Engineer,2023,85000,US,M
Data Analyst,2023,85000,US,M
Data Engineer,2023,85000,US,M
Data Analyst,2023,85000,US,M
Data Engineer,2023,85000,US,M
Data Engineer,2023,85000,US,M
Data Engineer,2023,85000,US,M
Data Analyst,2023,85000,US,M
Data Analyst,2023,85000,US,M
Data Analyst,2023,85000,US,M
Data Analytics Specialist,2023,85000,US,M
Data Engineer,2023,104584,GB,M
Data Analyst,2023,85000,US,M
Data Analyst,2023,85000,US,M
Data Analyst,2023,85000,US,M
Data Scientist,2022,85000,US,M
Data Analyst,2023,85000,US,M
Research Scientist,2023,85000,US,M
Data Engineer,2023,85000,US,M
Data Analyst,2023,85000,US,M
Data Engineer,2022,85000,US,M
Analytics Engineer,2022,104663,GB,M
Machine Learning Engineer,2022,104663,GB,M
Data Scientist Lead,2022,89306,AT,L
Data Scientist,2022,85000,US,M
Data Analyst,2022,85000,US,M
Analytics Engineer,2022,85000,US,M
Data Engineer,2022,85000,US,M
Data Engineer,2022,85000,US,M
Data Engineer,2022,85000,US,M
Data Scientist,2022,89306,NL,M
Data Engineer,2022,85000,US,M
Machine Learning Engineer,2022,85000,US,M
Data Engineer,2022,104663,GB,M
Data Analyst,2022,85000,CA,M
Research Scientist,2022,89306,FR,L
Head of Data Science,2021,85000,RU,M
Big Data Engineer,2020,109024,GB,M
Machine Learning Engineer,2021,85000,DE,S
Data Analyst,2020,85000,US,L
Data Scientist,2021,116914,GB,L
Data Engineer,2022,104611,GB,M
Data Analyst,2022,84900,US,M
Data Analyst,2024,84870,US,M
Data Analyst,2023,84870,US,M
Data Analyst,2023,84870,US,M
Data Analyst,2023,84870,US,M
Data Analyst,2023,84870,US,M
Data Engineer,2023,84800,US,M
Data Engineer,2023,84800,US,M
Business Intelligence,2024,84750,US,M
Data Science,2023,84750,US,M
Business Intelligence Analyst,2023,84750,US,M
Business Intelligence Analyst,2024,84700,US,M
Data Science Lead,2023,84700,US,M
Business Intelligence Engineer,2023,84600,US,M
Research Scientist,2023,104055,GB,M
Data Engineer,2024,84533,US,M
Data Architect,2024,84500,US,M
Data Architect,2024,84500,US,M
Machine Learning Scientist,2024,84500,US,M
Data Scientist,2024,84500,US,M
Data Analyst,2023,84400,US,M
Data Analyst,2024,84105,US,M
Research Analyst,2024,84068,US,M
Data Analyst,2024,84000,US,M
Data Analyst,2024,84000,US,M
Data Engineer,2024,84000,US,M
Machine Learning Engineer,2024,93333,DE,M
Data Scientist,2024,84000,US,M
Data Analytics Lead,2023,84000,US,M
Machine Learning Engineer,2023,84000,VN,M
Data Engineer,2023,84000,US,M
Analytics Engineer,2023,84000,US,M
Data Engineer,2023,84000,US,M
Analytics Engineer,2023,84000,US,M
Analytics Engineer,2023,84000,US,M
Data Analyst,2023,84000,CO,M
Data Scientist,2022,88256,GB,L
Data Scientist,2023,84000,US,M
Data Scientist,2023,84000,US,M
Analytics Engineer,2022,103432,GB,M
Data Scientist,2022,84000,BR,M
ML Engineer,2022,84000,US,M
Data Engineer,2023,90599,DE,M
Data Scientist,2024,83900,US,M
Data Engineer,2024,83900,US,M
Machine Learning Engineer,2024,93222,ES,M
AI Engineer,2024,83900,US,M
Data Visualization Specialist,2024,83900,US,M
Data Science Practitioner,2024,83900,US,M
Data Science Practitioner,2023,83900,US,M
Data Engineer,2023,83900,US,M
Data Visualization Specialist,2023,83900,US,M
Data Visualization Engineer,2023,83900,US,M
Data Science Practitioner,2023,83900,US,M
AI Engineer,2023,83900,US,M
AI Engineer,2023,83900,US,M
Data Analyst,2023,83700,US,M
Data Analyst,2024,83646,CA,M
Data Analyst,2024,83576,US,M
Data Engineer,2023,83500,US,M
Data Analyst,2023,83500,US,M
Analytics Engineer,2024,104220,GB,M
Data Analyst,2023,102586,GB,M
Analytics Engineer,2022,102663,GB,M
Business Intelligence Analyst,2023,83339,US,M
Data Analyst,2024,83300,US,M
Data Manager,2024,83300,US,M
Data Manager,2024,83300,US,M
Data Analyst,2024,83300,US,M
Data Analyst,2024,83300,US,M
Data Manager,2024,83300,US,M
Data Analyst,2023,83300,US,M
Machine Learning Engineer,2023,102492,GB,M
Data Engineer,2023,102492,GB,M
Data Scientist,2023,61699,CA,L
Data Scientist,2023,83270,US,M
Research Analyst,2024,83200,US,M
Product Data Analyst,2023,83200,US,S
Data Engineer,2024,92248,NL,M
Data Analyst,2024,83000,US,M
Data Analyst,2024,83000,US,M
Data Analyst,2023,83000,US,M
Data Analyst,2023,83000,US,M
Data Analyst,2023,83000,US,M
Research Analyst,2023,83000,US,M
Data Analyst,2023,83000,US,M
Data Scientist,2022,102200,GB,M
Machine Learning Engineer,2022,83000,US,L
Analytics Engineer,2023,82920,US,M
Data Scientist,2023,82920,US,M
Data Scientist,2024,82915,US,M
Data Scientist,2024,82915,US,M
Data Scientist,2024,82915,US,M
Data Engineer,2023,82900,IN,M
Data Engineer,2022,82900,US,M
Data Visualization Specialist,2023,82800,US,M
Data Engineer,2023,82673,US,M
Data Analyst,2024,82620,US,M
Data Engineer,2024,82500,US,M
Business Intelligence Analyst,2024,82500,US,M
Data Analyst,2023,82500,US,M
Data Engineer,2023,82500,CA,M
Data Engineer,2023,82500,CA,M
Data Analyst,2023,82500,US,M
Data Manager,2023,82500,US,M
Data Scientist,2021,82500,US,S
Data Engineer,2021,113476,GB,M
Data Engineer,2023,82452,US,L
Data Analyst,2023,82400,US,M
Data Engineer,2024,82365,US,M
Data Engineer,2023,82365,US,M
Data Scientist,2023,82365,US,M
Data Scientist,2023,82365,US,M
Data Scientist,2023,82365,US,M
Data Analyst,2023,82200,US,M
Data Analyst,2024,82000,US,M
Robotics Engineer,2024,82000,US,M
Cloud Database Engineer,2024,82000,US,M
Data Analyst,2024,82000,US,M
Data Analyst,2024,82000,US,M
Data Analyst,2023,82000,US,M
Data Operations Analyst,2023,82000,US,M
Data Quality Analyst,2023,82000,US,M
Data Engineer,2023,82000,US,M
Data Quality Analyst,2023,82000,US,M
Data Scientist,2022,82000,US,L
Data Scientist,2024,81960,US,M
Data Analyst,2023,81900,US,M
Data Analyst,2023,81900,US,M
Data Analyst,2023,81900,US,M
Data Architect,2024,81800,US,M
Data Architect,2024,81800,US,M
Data Specialist,2023,81800,US,M
Data Engineer,2023,81800,US,M
Data Engineer,2023,81800,US,M
Data Architect,2023,81800,US,M
Data Engineer,2023,81800,US,M
Data Architect,2023,81800,US,M
Data Analyst,2023,81800,US,M
Data Analyst,2023,81800,GB,M
Data Analyst,2024,81713,US,M
Data Analyst,2023,81666,US,M
Data Analyst,2023,81666,US,M
Data Analyst,2023,81666,US,M
Data Analyst,2023,81666,US,M
Data Analyst,2022,81666,US,M
Data Analyst,2022,81666,US,M
Data Analyst,2022,81666,US,M
Data Analyst,2022,81666,US,M
Data Analyst,2022,81666,US,M
Data Analyst,2022,81666,US,M
Data Analyst,2022,81666,US,M
Data Analyst,2024,81650,US,M
Data Analyst,2024,81650,US,M
Data Scientist,2024,81536,US,M
Data Scientist,2023,81536,US,M
Data Management Specialist,2024,81530,CA,M
Data Manager,2024,81500,US,M
Data Manager,2024,81500,US,M
Data Manager,2024,81500,US,M
Data Analytics Manager,2024,81500,US,M
Data Science,2024,81500,US,M
Data Engineer,2024,81500,US,M
Data Engineer,2024,81500,US,M
Research Scientist,2024,81500,US,M
Data Scientist,2023,81500,US,M
Data Scientist,2023,81500,US,M
Data Engineer,2023,81500,US,M
Data Scientist,2023,81500,US,M
Data Scientist,2023,81500,US,M
Data Engineer,2023,81500,US,M
Data Engineer,2023,81500,US,M
BI Developer,2023,81500,US,M
Data Analyst,2023,81500,US,M
BI Developer,2023,81500,US,M
BI Developer,2023,81500,US,M
BI Developer,2023,81500,US,M
Data Engineer,2023,81500,US,M
Data Engineer,2023,81500,US,M
Data Engineer,2023,81500,US,M
Data Engineer,2023,81500,US,M
Data Engineer,2023,81500,US,M
Data Engineer,2023,81500,US,M
Data Engineer,2023,81500,US,M
Data Engineer,2023,81500,US,M
Data Engineer,2023,81500,US,M
Data Engineer,2023,81500,US,M
Data Scientist,2022,81500,US,M
Data Architect,2022,81500,US,M
Data Scientist,2024,81410,CA,M
Data Scientist,2024,81410,CA,M
Research Analyst,2023,81400,US,M
Data Analyst,2024,81200,US,M
Data Engineer,2024,81000,US,L
Data Engineer,2023,81000,US,L
Data Operations Analyst,2022,81000,US,M
Computer Vision Software Engineer,2021,95746,US,S
Machine Learning Engineer,2021,81000,US,S
Data Analyst,2023,80850,US,M
Data Science,2024,80845,US,M
Data Engineer,2024,80800,US,M
Data Analyst,2023,80800,US,M
Data Analyst,2023,80800,US,M
Business Intelligence Analyst,2023,80750,CA,M
Business Intelligence Analyst,2023,80505,CA,M
Data Scientist,2024,80500,US,M
Data Engineer,2024,80420,US,M
BI Developer,2024,80420,US,M
ML Engineer,2024,80420,US,M
Data Engineer,2024,80420,US,M
Data Engineer,2023,80420,US,M
Data Analyst,2024,80080,US,M
Data Science,2024,100000,GB,M
Data Science,2024,100000,GB,M
Data Analyst,2024,80000,US,M
Research Analyst,2024,80000,US,M
Data Analyst,2024,80000,US,M
Business Intelligence Analyst,2024,80000,US,M
Data Engineer,2024,80000,US,M
Data Scientist,2024,100000,GB,M
Data Analyst,2024,80000,US,M
Data Analyst,2024,80000,US,M
Data Analyst,2024,80000,US,M
Data Specialist,2024,80000,AU,M
Data Quality Analyst,2024,100000,GB,M
Data Analyst,2024,80000,US,M
BI Analyst,2024,80000,US,M
Data Engineer,2024,80000,US,M
AI Research Scientist,2024,88888,DE,L
Data Engineer,2024,80000,US,M
Research Analyst,2024,100000,GB,M
Business Intelligence Developer,2024,80000,US,M
Data Science,2024,80000,US,M
Data Analyst,2024,80000,US,M
Data Management Analyst,2024,80000,US,M
Data Analyst,2024,80000,US,M
Data Engineer,2024,80000,US,M
Analytics Engineer,2024,80000,US,M
Data Engineer,2024,80000,US,M
Data Analyst,2024,80000,US,M
Data Analyst,2024,80000,IE,M
Data Science,2024,80000,US,M
Research Engineer,2024,80000,US,M
Data Science,2024,80000,US,M
Data Scientist,2024,80000,US,M
Data Operations Analyst,2024,80000,US,M
Business Intelligence Engineer,2024,80000,US,M
Data Analyst,2024,80000,US,M
Data Science Consultant,2024,80000,US,M
Data Specialist,2024,80000,US,M
Data Analyst,2024,80000,US,M
Data Analyst,2024,80000,US,M
BI Developer,2024,80000,IN,M
Data Engineer,2024,80000,US,M
Data Science Consultant,2024,80000,US,M
Business Intelligence Developer,2024,80000,US,M
Research Analyst,2023,80000,US,M
Data Science,2023,80000,US,M
Research Engineer,2023,80000,US,M
Research Engineer,2023,80000,US,M
BI Developer,2023,80000,US,M
Data Scientist,2023,80000,US,M
Business Intelligence Analyst,2023,80000,US,M
Data Analyst,2023,80000,US,M
Data Analyst,2023,80000,PL,M
Data Analyst,2023,80000,US,M
Business Intelligence Analyst,2023,80000,US,M
Data Specialist,2023,80000,US,M
Data Analyst,2023,80000,US,M
Data Scientist,2023,80000,US,M
Analytics Engineer,2023,80000,US,M
Data Analyst,2023,80000,US,M
Machine Learning Engineer,2023,80000,US,M
Business Intelligence Analyst,2023,80000,US,M
Research Analyst,2023,80000,US,M
Data Analyst,2023,80000,US,M
Machine Learning Engineer,2023,80000,US,M
Data Manager,2023,80000,US,M
Data Manager,2023,80000,US,M
Data Analyst,2023,80000,US,M
Data Analyst,2023,80000,US,M
Data Manager,2023,80000,US,M
Data Analyst,2023,80000,US,M
Data Engineer,2023,98432,GB,M
Data Analyst,2023,80000,US,M
Data Manager,2023,80000,US,M
Data Manager,2023,80000,US,M
Data Analyst,2023,80000,US,M
Data Analyst,2023,80000,US,M
Data Scientist,2023,98432,GB,M
Data Analyst,2023,80000,US,M
Data Engineer,2023,98432,GB,M
BI Developer,2023,98432,GB,M
Data Analyst,2023,80000,US,M
Data Analyst,2023,80000,US,M
Machine Learning Scientist,2022,80000,US,S
Data Lead,2023,80000,US,M
Data Analyst,2023,80000,US,M
Data Engineer,2023,86374,SE,L
Data Analyst,2023,80000,US,M
Data Architect,2023,80000,US,M
Data Engineer,2023,80000,US,M
Data Engineer,2023,80000,US,M
Data Analyst,2023,80000,US,M
Data Engineer,2023,80000,US,M
Data Engineer,2023,80000,US,M
Data Engineer,2023,80000,US,M
Data Engineer,2023,98432,GB,M
Data Engineer,2023,80000,US,M
Data Analyst,2023,80000,US,M
Data Analyst,2023,80000,US,M
Data Analyst,2023,80000,US,M
Data Analyst,2023,98432,GB,M
Data Analyst,2023,80000,US,M
Data Analyst,2023,80000,US,M
Data Analyst,2023,80000,US,M
Analytics Engineer,2023,80000,CA,M
Data Engineer,2023,80000,AR,M
Principal Data Scientist,2023,86374,ES,L
Data Quality Analyst,2023,80000,US,M
Data Analyst,2023,80000,US,M
Data Quality Analyst,2023,80000,US,M
Data Specialist,2023,80000,US,M
Data Analyst,2023,80000,US,M
Data Analyst,2023,80000,US,M
Data Analyst,2023,80000,US,M
AI Developer,2023,80000,SE,M
Data Analyst,2023,98432,GB,M
Research Engineer,2023,86374,DE,S
Data Engineer,2023,80000,US,M
Data Analyst,2023,80000,US,S
Data Analyst,2023,80000,US,M
Data Analyst,2023,80000,US,M
Machine Learning Engineer,2023,98432,GB,M
Machine Learning Engineer,2022,84053,FR,L
Data Analyst,2023,80000,US,M
Data Analyst,2023,80000,US,M
Applied Data Scientist,2023,80000,KE,S
Data Engineer,2023,80000,ES,M
Data Analyst,2023,80000,US,M
Data Analyst,2023,80000,US,M
Data Engineer,2022,80000,US,M
Data Analyst,2022,80000,US,L
Data Engineer,2022,80000,US,M
Data Scientist,2022,80000,US,M
Data Analyst,2022,80000,US,M
Data Analyst,2022,80000,US,M
Data Scientist,2022,80000,US,L
Research Scientist,2022,84053,DE,S
Data Engineer,2022,80000,US,M
Data Engineer,2022,84053,GR,M
Data Engineer,2022,98506,GB,M
Data Engineer,2022,84053,ES,M
Data Engineer,2022,80000,US,L
Data Engineer,2022,98506,GB,M
Data Scientist,2022,84053,BE,L
Research Scientist,2022,84053,NL,L
Data Engineer,2022,80000,US,L
Machine Learning Engineer,2022,84053,DE,M
Data Engineer,2022,84053,ES,M
Data Engineer,2022,98506,GB,M
Data Engineer,2022,84053,GR,M
Data Scientist,2022,80000,US,M
Data Scientist,2022,98506,GB,M
Data Analyst,2022,80000,US,M
Data Engineer,2022,80000,US,M
Data Scientist,2021,80000,US,M
Lead Machine Learning Engineer,2022,84053,DE,M
Applied Data Scientist,2021,110037,GB,L
Data Engineer,2021,80000,US,L
Data Analyst,2021,80000,US,S
Data Analyst,2021,80000,US,M
Machine Learning Engineer,2021,94564,DE,L
Data Analyst,2021,80000,US,L
Research Scientist,2021,63810,CA,M
Data Scientist,2020,91237,AT,S
Data Analyst,2024,79900,US,M
Business Intelligence Analyst,2023,79700,US,M
Data Analyst,2024,79645,US,M
Business Intelligence Engineer,2024,79600,US,L
Business Intelligence Engineer,2024,79600,US,L
Business Intelligence Engineer,2024,79600,US,L
Business Intelligence Engineer,2024,79600,US,L
Business Intelligence Engineer,2024,79600,US,L
Business Intelligence Engineer,2024,79600,US,L
Business Intelligence Engineer,2024,79600,US,L
Business Intelligence Engineer,2023,79600,US,L
Business Intelligence Engineer,2023,79600,US,L
Business Intelligence Engineer,2023,79600,US,L
Business Intelligence Engineer,2023,79600,US,L
Business Intelligence Engineer,2023,79600,US,L
Business Intelligence Engineer,2023,79600,US,L
Business Intelligence Engineer,2023,79600,US,L
Business Intelligence Engineer,2023,79600,US,L
Business Intelligence Engineer,2023,79600,US,L
Business Intelligence Engineer,2023,79600,US,L
Business Intelligence Engineer,2023,79600,US,L
Business Intelligence Engineer,2023,79600,US,L
Business Intelligence Engineer,2023,79600,US,L
Business Intelligence Engineer,2023,79600,US,L
Business Intelligence Engineer,2023,79600,US,L
Business Intelligence Engineer,2023,79600,US,L
Business Intelligence Engineer,2023,79600,US,L
Business Intelligence Engineer,2023,79600,US,L
Business Intelligence Engineer,2023,79600,US,L
Business Intelligence Engineer,2023,79600,US,L
Business Intelligence Engineer,2023,79600,US,L
Data Analyst,2023,79350,US,M
Data Scientist,2023,79350,US,M
Research Analyst,2024,79300,US,M
Analytics Engineer,2024,79200,US,M
Data Specialist,2024,79200,US,M
Data Developer,2024,79000,US,M
Research Analyst,2024,79000,US,M
Data Analyst,2024,79000,US,M
Data Analyst,2023,79000,US,M
Data Analyst,2023,79000,US,M
Data Analyst,2023,79000,US,M
Data Analyst,2023,79000,US,M
Data Analyst,2022,79000,US,M
Data Engineer,2024,78900,US,M
Business Intelligence Engineer,2024,78800,US,M
Business Intelligence Engineer,2024,78800,US,M
Business Intelligence Engineer,2024,78800,US,M
Business Intelligence Engineer,2024,78800,US,M
Business Intelligence Engineer,2024,78800,US,M
Business Intelligence Engineer,2024,78800,US,M
Data Analytics Specialist,2024,78800,MT,M
Business Intelligence Engineer,2023,78800,US,M
Business Intelligence Engineer,2023,78800,US,M
Business Intelligence Analyst,2023,78800,US,M
Data Analyst,2024,78575,US,M
Data Analyst,2023,78400,US,L
Research Analyst,2024,78308,CA,M
Business Intelligence Analyst,2024,78300,US,M
Data Analytics Consultant,2024,78100,US,M
Analytics Engineer,2024,78000,US,M
Analytics Engineer,2024,78000,US,M
Data Analyst,2024,78000,US,M
Data Scientist,2024,78000,US,M
Data Analyst,2024,78000,CA,M
Data Analyst,2023,78000,CA,M
Data Analyst,2023,78000,US,M
Data Analyst,2023,78000,US,M
Business Data Analyst,2023,78000,US,L
Data Engineer,2023,78000,US,M
Data Analyst,2023,78000,US,M
Data Engineer,2023,78000,US,M
Data Scientist,2023,78000,US,M
Data Scientist,2023,78000,US,M
Data Analyst,2023,78000,US,M
Data Engineer,2023,78000,US,M
Data Analyst,2023,78000,US,M
Data Engineer,2023,78000,US,M
Data Scientist,2023,78000,US,M
Data Analyst,2023,18160,IN,L
Data Engineer,2022,78000,US,M
Data Engineer,2022,78000,US,M
Data Scientist,2022,78000,US,M
Analytics Engineer,2022,78000,BR,M
Data Engineer,2022,78000,BR,M
BI Analyst,2022,78000,BR,M
Data Scientist,2022,78000,US,M
Data Scientist,2023,77900,US,M
Business Intelligence Developer,2024,77826,US,M
Research Analyst,2024,77400,US,M
Data Engineer,2024,77400,US,M
Data Manager,2022,77300,US,M
Data Analyst,2024,77280,US,M
Data Analyst,2024,77265,US,M
Data Scientist,2024,85600,LV,M
Data Analyst,2024,77000,US,M
Data Manager,2024,77000,US,M
Data Product Manager,2024,96250,US,M
Data Analyst,2024,77000,US,M
Data Analyst,2024,77000,US,M
Data Analyst,2024,77000,US,M
Data Engineer,2024,77000,US,M
Data Analyst,2023,77000,US,M
Data Operations Analyst,2023,77000,GB,M
BI Data Analyst,2022,53368,AU,M
Data Scientist,2024,96125,GB,M
Data Scientist,2021,90734,DE,L
Data Scientist,2021,90734,DE,L
Data Engineer,2024,76500,US,M
Data Analyst,2024,76500,US,M
Business Intelligence Developer,2023,76500,CA,M
Business Intelligence Developer,2023,76500,CA,M
Data Scientist,2024,76300,US,M
Data Scientist,2024,76300,US,M
Business Intelligence Developer,2024,76300,US,M
BI Developer,2024,76300,US,M
Data Architect,2024,76300,US,M
Business Intelligence Developer,2024,76300,US,M
BI Developer,2023,76300,US,M
Data Scientist,2023,76300,US,M
BI Developer,2023,76300,US,M
Data Analyst,2024,76095,US,M
Data Management Analyst,2024,76050,US,M
Data Management Analyst,2024,76050,US,M
Data Engineer,2023,76050,US,M
Data Engineer,2023,76050,ZA,M
Data Operations Analyst,2024,76000,US,M
Data Scientist,2024,76000,US,M
Data Analyst,2024,76000,US,M
Data Analyst,2023,76000,US,M
Research Scientist,2023,76000,US,M
ML Engineer,2023,76000,US,L
Data Engineer,2023,76000,US,M
BI Analyst,2022,76000,US,L
Data Analyst,2024,75800,US,M
Research Analyst,2023,75753,US,M
Data Scientist,2024,75705,US,M
Data Analyst,2024,75700,US,M
Data Engineer,2024,75500,US,M
Data Engineer,2022,79178,LT,M
Data Analyst,2024,75300,US,M
Data Analyst,2024,75065,US,M
Data Analyst,2024,75065,US,M
Data Analyst,2024,75065,US,M
Data Analyst,2023,75065,US,M
Data Analyst,2023,75065,US,M
Data Analyst,2023,75065,US,M
Data Analyst,2023,75065,US,M
Data Integration Specialist,2024,93750,GB,M
Data Management Analyst,2024,75000,US,M
Data Integration Specialist,2024,93750,GB,M
Data Engineer,2024,75000,US,M
Data Analyst,2024,75000,US,M
Data Analyst,2024,75000,US,M
Analytics Engineer,2024,75000,US,M
Business Intelligence Analyst,2024,75000,US,M
Data Engineer,2024,75000,US,M
Data Analyst,2024,75000,US,M
Data Analyst,2024,75000,US,M
Data Engineer,2024,75000,US,M
Analytics Engineer,2024,75000,US,M
Data Integration Specialist,2024,93750,GB,M
Data Analyst,2024,75000,US,M
Data Analyst,2024,93750,GB,M
Data Analyst,2024,83333,FR,M
Data Analyst,2024,75000,US,M
Data Analyst,2024,93750,GB,M
Data Scientist,2024,75000,US,M
Data Specialist,2024,75000,US,M
Data Analyst,2024,75000,US,M
Data Scientist,2024,75000,US,M
Data Analyst,2024,75000,US,M
Data Scientist,2024,75000,US,M
Analytics Engineer,2024,75000,US,M
Data Analyst,2024,75000,US,M
Research Scientist,2024,75000,US,M
Head of Data,2023,92280,GB,M
Data Specialist,2023,75000,US,M
Data Scientist,2023,75000,US,M
Data Analyst,2023,75000,US,M
Data Analyst,2023,75000,US,M
Data Engineer,2023,92280,GB,M
Data Analyst,2023,75000,US,M
Data Engineer,2023,75000,US,M
Data Analyst,2023,75000,US,M
Data Analyst,2023,92280,GB,M
Data Analyst,2023,92280,GB,M
Data Analyst,2023,75000,US,M
Data Analyst,2023,75000,US,M
Data Analyst,2023,92280,GB,M
Data Analyst,2023,92280,GB,M
Data Analyst,2023,75000,US,M
