Title,Average Rating,Worldwide Gross
Wong Fei Hung II: Nam yee tung chi keung,7.3,"$3,924,438"
Reconstruction,7.3,"$471,107"
Yuva,7.3,"$567,746"
Ben X,7.3,"$2,744,414"
Bread and Tulips,7.3,"$9,735,211"
Vier Minuten,7.3,"$9,315,125"
Gold,7.3,"$505,385"
Soaked in Bleach,7.3,
Grzeli nateli dgeebi,7.3,"$97,236"
Jallikattu,7.3,"$248,800"
Dear Comrade,7.3,"$164,714"
The Sucker,7.3,
Sulla mia pelle,7.3,"$657,690"
Bala,7.3,"$1,447,766"
Talk to Me,7.3,"$4,778,376"
El Bola,7.3,"$100,957"
Gates of Heaven,7.3,
Kevin Hart: Laugh at My Pain,7.3,"$7,706,436"
Ajami,7.3,"$1,331,651"
Ni na bian ji dian,7.3,"$265,477"
Pohwasogeuro,7.2,"$20,967,660"
Return to Space,7.3,
Le couperet,7.3,"$4,885,946"
Way Down East,7.3,
Milky Way,7.3,"$2,893"
Pek Yakinda,7.3,"$10,769,798"
Jersey,7.3,"$2,156,815"
Gadar: Ek Prem Katha,7.3,
Lost in La Mancha,7.3,"$1,407,019"
Mardaani,7.3,"$5,172,149"
Majili,7.3,"$157,784"
Shei xian ai shang ta de,7.3,
A Brief History of Time,7.3,"$2,279,692"
Karafuru,7.3,"$3,921,769"
Trailer Park Boys: Countdown to Liquor Day,7.3,
Afsaid,7.3,"$561,692"
Raining Stones,7.3,"$90,602"
Bad Seeds,7.3,"$3,067,893"
Kelebekler,7.3,"$352,082"
Bears,7.3,"$21,316,745"
Ek Chalis Ki Last Local,7.3,"$698,960"
Billa,7.3,"$964,432"
Hong gao liang,7.3,"$108,371"
Le Hérisson,7.3,"$14,695,775"
Mayis Sikintisi,7.3,
L'emploi du temps,7.3,"$1,213,913"
Aravindha Sametha Veera Raghava,7.3,"$428,762"
Ishqiya,7.3,"$4,122,090"
Eyes Wide Open,7.3,"$276,576"
City Lights,7.3,"$1,229,108"
Obsluhoval jsem anglického krále,7.3,"$7,354,478"
Geograf globus propil,7.3,"$4,459,303"
Ikimono no kiroku,7.3,"$46,961"
Gertrud,7.3,
I Am Heath Ledger,7.3,"$479,054"
Running Out of Time,7.3,
21 Years: Quentin Tarantino,7.3,"$101,346"
Etz Limon,7.3,"$7,387,488"
Shirkers,7.3,
Neadekvatnye lyudi,7.3,"$638,726"
Sieranevada,7.3,"$247,196"
O Cheiro do Ralo,7.3,"$786,460"
The Anthem of the Heart,7.3,"$8,852,989"
Salmer fra kjøkkenet,7.3,"$2,823,472"
Riding Alone for Thousands of Miles,7.3,"$3,752,325"
Anjali CBI,7.3,"$231,368"
Nói albinói,7.3,"$1,342,010"
Trailer Park Boys: Don't Legalize It,7.3,
A Dirty Carnival,7.3,"$10,371,998"
"Objective, Burma!",7.3,
A fost sau n-a fost?,7.3,"$523,703"
Walk on Water,7.3,"$4,444,265"
Seducing Doctor Lewis,7.3,"$13,743,316"
Händler der vier Jahreszeiten,7.3,"$8,148"
Hitchcock/Truffaut,7.3,"$386,471"
Gupt: The Hidden Truth,7.3,
Sivi kamion crvene boje,7.3,
Shiny_Flakes: The Teenage Drug Lord,7.3,
Race Gurram,7.3,
Ji Jie Hao,7.3,"$34,786,960"
O Ano em Que Meus Pais Saíram de Férias,7.3,"$3,218,370"
Wang-ui namja,7.3,"$74,539,870"
Bana Masal Anlatma,7.3,"$6,740,968"
Hasta la vista,7.3,"$2,723,330"
Soorma,7.3,"$6,579,645"
Honsla Rakh,7.3,"$2,977,700"
Pozitia copilului,7.3,"$994,126"
Dasavatharam,7.3,"$16,356,962"
Sameblod,7.3,"$442,416"
Cesare deve morire,7.3,"$1,567,339"
Gunda,7.3,
The Dark House,7.3,"$1,222,530"
Vendhu Thanindhathu Kaadu,7.3,"$3,235,913"
Iftarlik Gazoz,7.3,"$4,227,648"
Orphans of the Storm,7.3,
Anlat Istanbul,7.3,"$739,855"
Spark: L.I.F.E,7.3,
2 Coelhos,7.3,"$1,647,168"
Zoku Miyamoto Musashi: Ichijôji no kettô,7.3,
Hum Hain Rahi Pyar Ke,7.3,
Jerusalema,7.3,"$421,593"
Der Junge muss an die frische Luft,7.3,"$31,920,159"
Shaurya: It Takes Courage to Make Right... Right,7.3,"$187,666"
Goodbye Solo,7.3,"$942,209"
Mirchi,7.3,"$5,676"
Welad el-Amm,7.3,"$327,101"
Yennai Arindhaal,7.3,"$841,040"
Baska Dilde Ask,7.3,"$775,930"
Terms and Conditions May Apply,7.3,"$55,824"
Blackpink: Light Up the Sky,7.3,
Page 3,7.3,
Stromberg - Der Film,7.3,"$14,641,000"
Knock Down the House,7.3,
Solino,7.3,"$3,034,779"
Julayi,7.3,
Atharintiki Daaredi,7.3,
Vali,7.3,"$2,371,977"
The U.S. vs. John Lennon,7.3,"$1,408,065"
Drogówka,7.3,"$6,322,254"
Heretic,7.2,"$34,546,205"
Alien: Romulus,7.2,"$350,865,342"
Dungeons & Dragons: Honor Among Thieves,7.2,"$205,187,763"
The Hunger Games,7.2,"$695,220,619"
Mission: Impossible,7.2,"$457,696,391"
Where the Crawdads Sing,7.2,"$144,353,965"
The Descent,7.2,"$57,130,027"
Don't Look Up,7.2,"$791,863"
The Menu,7.2,"$79,628,200"
Grease,7.2,"$396,271,103"
The Equalizer,7.2,"$192,330,738"
Gosford Park,7.2,"$87,754,044"
Notting Hill,7.2,"$363,992,308"
The Great Gatsby,7.2,"$353,660,028"
The Patriot,7.2,"$215,294,342"
The Little Mermaid,7.2,"$569,626,289"
The Suicide Squad,7.2,"$168,717,425"
GoldenEye,7.2,"$352,194,034"
Now You See Me,7.2,"$351,723,989"
Fantastic Beasts and Where to Find Them,7.2,"$816,037,575"
Shame,7.2,"$19,126,823"
Encanto,7.2,"$261,286,178"
Meet Joe Black,7.2,"$142,940,100"
From Dusk Till Dawn,7.2,"$25,837,754"
His Three Daughters,7.2,
Closer,7.2,"$115,518,219"
Mother and Child,7.2,"$5,621,971"
The Ballad of Buster Scruggs,7.2,
The Age of Adaline,7.2,"$65,663,276"
Red Dragon,7.2,"$209,196,298"
Chicago,7.2,"$306,777,366"
The Phantom of the Opera,7.2,"$154,674,241"
Dr. No,7.2,"$16,120,643"
The Man from U.N.C.L.E.,7.2,"$110,045,109"
Mask,7.2,"$48,230,162"
The Passion of the Christ,7.2,"$612,060,372"
21 Jump Street,7.2,"$201,585,556"
Tremors,7.2,"$16,668,790"
The Virgin Suicides,7.2,"$10,411,722"
The Lost Boys,7.2,"$32,521,337"
They Live,7.2,"$13,450,603"
I Am Legend,7.2,"$585,410,052"
8 Mile,7.2,"$242,875,078"
Magical City Terabithia,7.2,"$137,587,063"
The Matrix Reloaded,7.2,"$741,847,937"
Willow,7.2,"$57,270,852"
The Prince of Egypt,7.2,"$218,613,188"
The School of Rock,7.2,"$131,098,967"
Coherence,7.2,"$139,745"
The Road,7.2,"$27,639,579"
Natural Born Killers,7.2,"$50,287,182"
Sunshine,7.2,"$38,903,511"
A.I.,7.2,"$235,926,635"
Vice,7.2,"$76,073,488"
A Quiet Place Part II,7.2,"$297,372,261"
Dawn of the Dead,7.2,"$102,280,154"
American Hustle,7.2,"$251,171,807"
Insomnia,7.2,"$113,759,177"
Friday Night Lights,7.2,"$61,950,770"
Manhunter,7.2,"$8,624,009"
10 Cloverfield Lane,7.2,"$110,216,998"
The Birdcage,7.2,"$185,260,553"
Michael Clayton,7.2,"$92,991,835"
The Outfit,7.2,"$4,032,313"
King Kong,7.2,"$556,906,378"
The Bank Job,7.2,"$64,828,421"
Teenage Mutant Ninja Turtles: Mutant Mayhem,7.2,"$181,848,832"
Cold Mountain,7.2,"$173,013,509"
Fracture,7.2,"$92,011,561"
Unbroken,7.2,"$161,459,297"
The Princess and the Frog,7.2,"$267,056,816"
Caddyshack,7.2,"$39,918,650"
A Bug's Life,7.2,"$363,258,859"
The Crying Game,7.2,"$62,548,947"
Friday,7.2,"$28,215,918"
Top Secret!,7.2,"$20,458,340"
Murder on the Orient Express,7.2,"$27,659,517"
Five Feet Apart,7.2,"$92,559,910"
Silverado,7.2,"$32,192,570"
Ant-Man,7.2,"$519,311,965"
Moonstruck,7.2,"$80,644,712"
Treasure Planet,7.2,"$110,041,363"
A.R.M,7.2,"$1,950,747"
The Book of Life,7.2,"$99,783,556"
Rise of the Guardians,7.2,"$306,941,670"
Big Trouble in Little China,7.2,"$11,106,699"
Videodrome,7.2,"$2,127,188"
Lawless,7.2,"$55,404,207"
The Age of Innocence,7.2,"$32,255,953"
Enter the Void,7.2,"$806,517"
Hostiles,7.2,"$35,669,017"
Silence,7.2,"$23,834,809"
The Founder,7.2,"$24,121,245"
We Were Soldiers,7.2,"$115,374,915"
The Rainmaker,7.2,"$45,916,769"
Fences,7.2,"$64,414,761"
Monsters University,7.2,"$743,559,645"
Chocolat,7.2,"$152,700,626"
D.O.A.,7.2,
Mean Streets,7.2,"$61,676"
Go,7.2,"$28,451,622"
Wild at Heart,7.2,"$14,572,846"
"Good Luck to You, Leo Grande",7.2,"$9,795,364"
The Butler,7.2,"$177,313,795"
The SpongeBob SquarePants Movie,7.2,"$141,067,695"
A Beautiful Day in the Neighborhood,7.2,"$67,925,733"
Slap Shot,7.2,"$28,000,000"
The Fountain,7.2,"$16,468,343"
Easy Rider,7.2,"$124,600"
Angel Heart,7.2,"$17,185,954"
Ronin,7.2,"$41,616,262"
Papillon,7.2,"$10,060,903"
The Post,7.2,"$193,764,664"
Belfast,7.2,"$49,158,709"
Frailty,7.2,"$17,423,030"
The Doors,7.2,"$34,494,884"
A Dog's Purpose,7.2,"$205,035,819"
The Courier,7.2,"$26,001,227"
Team America: World Police,7.2,"$50,826,898"
RocknRolla,7.2,"$25,742,207"
Finding Dory,7.2,"$1,029,266,989"
A Room with a View,7.2,"$21,049,238"
Strange Days,7.2,"$7,959,291"
Bitter Moon,7.2,"$1,862,805"
Somewhere in Time,7.2,"$9,709,597"
An American Crime,7.2,"$1,306,875"
Quills,7.2,"$17,989,227"
Origin,7.2,"$4,837,596"
Only Lovers Left Alive,7.2,"$7,710,933"
The Full Monty,7.2,"$257,938,649"
War Horse,7.2,"$177,584,879"
Steve Jobs,7.2,"$34,441,873"
Swingers,7.2,"$4,555,020"
Star Trek VI: The Undiscovered Country,7.2,"$96,888,996"
Woman on the Run,7.2,
Belfast,7.2,"$3,062,178"
The Life Aquatic with Steve Zissou,7.2,"$34,811,819"
Transformers,7.2,"$5,862,568"
The Fox and the Hound,7.2,"$63,456,988"
Living,7.2,"$12,377,310"
Born on the Fourth of July,7.2,"$161,001,698"
August: Osage County,7.2,"$74,188,937"
"Sex, Lies, and Videotape",7.2,"$24,742,453"
The Parent Trap,7.2,"$29,650,385"
La mariée était en noir,7.2,"$45,263"
Hitcher,7.2,"$5,844,868"
Drugstore Cowboy,7.2,"$4,729,626"
Phantom Lady,7.2,
Election,7.2,"$14,902,280"
State of Grace,7.2,"$1,911,542"
Sleeping Beauty,7.2,"$51,600,485"
Major League,7.2,"$49,797,148"
Crazy Heart,7.2,"$47,405,566"
The Ghost Writer,7.2,"$60,331,447"
Speak,7.2,
The Best Exotic Marigold Hotel,7.2,"$150,501,815"
Re-Animator,7.2,"$2,025,014"
The Darjeeling Limited,7.2,"$35,082,468"
A River Runs Through It,7.2,"$43,440,294"
Force Majeure,7.2,"$4,094,339"
Magnum Force,7.2,"$39,768,000"
Dead Ringers,7.2,"$8,038,722"
Ruby Sparks,7.2,"$9,368,803"
Chasing Amy,7.2,"$12,021,272"
An Education,7.2,"$26,096,852"
The Light Between Oceans,7.2,"$25,975,621"
"Merry Christmas, Mr. Lawrence",7.2,"$2,344,954"
The Hudsucker Proxy,7.2,"$2,816,518"
Ringu,7.2,"$150,893"
Stuck in Love.,7.2,"$977,671"
The Dead Zone,7.2,"$20,766,616"
The Italian Job,7.2,"$122,108"
Them!,7.2,
Men of Honor,7.2,"$82,343,495"
Spirit: Stallion of the Cimarron,7.2,"$122,563,539"
About Schmidt,7.2,"$105,834,556"
The Wife,7.2,"$19,978,189"
Pay It Forward,7.2,"$55,707,411"
Christopher Robin,7.2,"$197,744,825"
Eve's Bayou,7.2,"$14,842,388"
Mirage,7.2,
Compartment No 6,7.2,"$2,669,654"
Animal Kingdom,7.2,"$7,216,359"
Breakfast on Pluto,7.2,"$3,942,254"
The Report,7.2,"$232,305"
Love & Basketball,7.2,"$27,743,596"
Coffin for a Gunfighter,7.2,"$30,323"
Naanum Rowdydhaan,7.2,"₹550,000,000"
Vanishing Point,7.2,"$12,443,192"
"20,000 Leagues Under the Sea",7.2,$547
Muriel's Wedding,7.2,"$15,489,542"
Testament of Youth,7.2,"$5,851,758"
Angst,7.2,
The Professor and the Madman,7.2,"$5,098,627"
In the Line of Fire,7.2,"$176,997,168"
Anthropoid,7.2,"$5,079,219"
Bad Boys,7.2,"$9,190,819"
Bees' Secret Life,7.2,"$39,952,437"
St. Vincent,7.2,"$54,837,234"
The War Zone,7.2,"$254,441"
"Paris, je t'aime",7.2,"$17,489,601"
Runaway Train,7.2,"$7,683,620"
Mongol,7.2,"$26,527,510"
The Misfits,7.2,$217
A Mighty Wind,7.2,"$18,750,246"
The Man Who Knew Infinity,7.2,"$12,252,684"
Meng Long Guo Jiang,7.2,
Candy,7.2,"$2,105,096"
Dracula,7.2,
Sin-gwa Ham-kke: Jwi-wa Beol,7.2,"$109,393,162"
Mejjorpelicul Mi FavoritA,7.2,
Wish Dragon,7.2,"$21,120,000"
Cactus Flower,7.2,
The Great Race,7.2,
Viva Zapata!,7.2,
Fahrenheit 451,7.2,$581
The Mole,7.2,"$161,267"
Rescued by Ruby,7.2,
Bhakshak,7.2,
Dope,7.2,"$17,986,781"
The Outlaws,7.2,"$52,946,454"
Nightwatch,7.2,
Till,7.2,"$11,498,884"
Black Box,7.2,"$9,738,741"
The Young Victoria,7.2,"$29,196,409"
A Soldier's Story,7.2,"$21,821,347"
Arlington Road,7.2,"$41,067,311"
Dumbo,7.2,"$3,890"
Shallow Grave,7.2,"$8,418,797"
Anomalisa,7.2,"$5,659,286"
Mientras Duermes,7.2,"$8,791,590"
Columbus,7.2,"$1,094,217"
Summer of '42,7.2,
Strictly Ballroom,7.2,"$11,757,444"
Toivon tuolla puolen,7.2,"$4,282,973"
Quadrophenia,7.2,"$2,258"
The Siege of Jadotville,7.2,
Defending Your Life,7.2,"$16,371,596"
The Last of Sheila,7.2,$535
Pump Up the Volume,7.2,"$11,541,758"
Pat Garrett and Billy the Kid,7.2,"$7,717"
Brian Banks,7.2,"$4,376,819"
Honey Boy,7.2,"$3,400,977"
Kamikaze Pizza,7.2,"$454,026"
Los Abrazos Rotos,7.2,"$37,473,982"
The Beguiled,7.2,"$1,113,069"
Leo,7.2,"$6,978,436"
The Andromeda Strain,7.2,$411
The Physician,7.2,"$57,284,237"
Fist of Fury,7.2,
The Sessions,7.2,"$10,656,155"
The Tale,7.2,
Conviction,7.2,"$11,104,555"
Wonder Boys,7.2,"$33,426,588"
She Wore a Yellow Ribbon,7.2,
The Mighty,7.2,"$2,652,246"
Avanti!,7.2,"$22,792"
Cid,7.2,
Arizona Dream,7.2,"$112,547"
The Witcher: Nightmare of the Wolf,7.2,
Harry Brown,7.2,"$10,371,451"
Secretariat,7.2,"$60,321,861"
Eight Men Out,7.2,"$5,680,515"
Glory Road,7.2,"$42,938,449"
Old Yeller,7.2,$91
Sedmikrásky,7.2,"$14,191"
Beginners,7.2,"$14,311,701"
Little Women,7.2,"$12,905,600"
The Bridge,7.2,"$205,724"
The Brave Little Toaster,7.2,
Smoke Signals,7.2,"$6,745,362"
Certified Copy,7.2,"$7,736,632"
The Wolf Man,7.2,$420
The End of the Tour,7.2,"$3,072,991"
Dolemite Is My Name,7.2,
The Man from Snowy River,7.2,"$20,708,426"
The Ipcress File,7.2,"$10,507"
Super Size Me,7.2,"$20,645,757"
Rye Lane,7.2,"$1,569,407"
Polytechnique,7.2,
J'accuse,7.2,"$18,925,109"
Nuovo Olimpo,7.2,
First They Killed My Father,7.2,
Julius Caesar,7.2,"$10,831"
Far from the Madding Crowd,7.2,
Maharshi,7.2,"$595,200"
Scarecrow,7.2,
Desk Set,7.2,
Yamawatta,7.2,"$755,878"
"Batman: The Long Halloween, Part One",7.2,
Manderlay,7.2,"$674,918"
Frances,7.2,
Mutiny on the Bounty,7.2,
In the Valley of Elah,7.2,"$29,541,790"
Avalon,7.2,"$15,779,578"
My All-American,7.2,"$2,246,000"
Two-lane Blacktop,7.2,$115
Toofan,7.2,"$54,228"
The Madness of King George,7.2,"$15,238,689"
Death and the Maiden,7.2,"$3,103,716"
Operation Petticoat,7.2,
Dogman,7.2,"$5,080,147"
Sutorîto faitâ II gekijô-ban,7.2,
Peaceful Warrior,7.2,"$4,326,927"
On Dangerous Ground,7.2,
Broken,7.2,
Fahrenheit 11/9,7.2,"$6,674,168"
L'été meurtrier,7.2,
Insomnia,7.2,"$227,569"
Calamity Jane,7.2,"$2,923"
Words on Bathroom Walls,7.2,"$3,151,849"
Hahah Price,7.2,
Joheunnom Nabbeunnom Isanghannom,7.2,"$44,261,209"
The Bells of St. Mary's,7.2,"$21,337,978"
Viy,7.2,
Street Fighter,7.2,
Cat People,7.2,
Marshland,7.2,"$9,014,591"
Reversal of Fortune,7.2,"$15,445,131"
Truly Madly Deeply,7.2,"$1,554,742"
Babyteeth,7.2,"$1,146,327"
De battre mon coeur s'est arrêté,7.2,"$11,757,109"
Beasts of the Southern Wild,7.2,"$21,107,746"
They Were Expendable,7.2,
Kvinden I Buret,7.2,"$13,656,380"
The Cincinnati Kid,7.2,
Stan & Ollie,7.2,"$24,420,923"
Of Gods and Men,7.2,"$43,803,417"
Salinjaui Gieokbeob,7.2,"$19,015,346"
Soul Kitchen,7.2,"$18,164,139"
The Man in the White Suit,7.2,"$8,933"
The Science of Sleep,7.2,"$15,116,179"
An Unmarried Woman,7.2,
"Same Time, Next Year",7.2,"$19,703,082"
L'histoire d'Adèle H.,7.2,$509
Girl,7.2,"$4,179,737"
American Murder: The Family Next Door,7.2,
Dheepan,7.2,"$5,562,575"
They Drive by Night,7.2,
Private Life,7.2,
Chipamank Saahasik,7.2,"$6,804,312"
Deep End,7.2,$454
Bedevilled,7.2,"$1,129,687"
Children of a Lesser God,7.2,"$31,853,080"
Dirty Pretty Things,7.2,"$13,904,766"
Me and You and Everyone We Know,7.2,"$8,012,838"
Mrs Brown,7.2,"$9,229,808"
Giant Little Ones,7.2,"$181,507"
A Fortunate Man,7.2,
Birdy,7.2,"$1,455,096"
Shirley Valentine,7.2,"$6,056,912"
Emperor of the North Pole,7.2,
Metropolis,7.2,"$4,035,369"
La Cage Aux Folles,7.2,"$20,424,259"
Sweet and Lowdown,7.2,"$4,525,794"
Wild Hearts Can't Be Broken,7.2,"$7,294,835"
Chor Nikal Ke Bhaga,7.2,
A Match Made in Heaven,7.2,"$29,914,469"
The Ghost and Mr. Chicken,7.2,
The Uninvited,7.2,$6
BRASSED Off,7.2,"$2,589,012"
Barbara,7.2,"$6,908,277"
R.M.N.,7.2,"$738,520"
True Stories,7.2,"$2,545,459"
Fei ying gai wak,7.2,"$10,405,394"
Hawaii,7.2,
Mauvais sang,7.2,"$70,105"
Russkiy kovcheg,7.2,"$8,691,860"
The Buddy Holly Story,7.2,"$14,363,400"
De grønne slagtere,7.2,"$3,783"
The Ballad of Cable Hogue,7.2,
Joshû 701-gô: Sasori,7.2,
House of Games,7.2,"$2,585,639"
I Confess,7.2,$372
The Draughtsman's Contract,7.2,"$2,283,233"
A Fantastic Woman,7.2,"$3,839,364"
Apollo 10 1/2: A Space Age Childhood,7.2,
Peyton Place,7.2,
Gentleman's Agreement,7.2,
Michael Jackson's This Is It,7.2,"$267,983,588"
Nicholas and Alexandra,7.2,
Thirty Seconds Over Tokyo,7.2,
The Paper Chase,7.2,
Trick,7.2,"$2,087,228"
The Spanish Prisoner,7.2,"$9,593,903"
The Country Girl,7.2,
The Yakuza,7.2,
The Dead,7.2,"$4,370,078"
Dveselu putenis,7.2,"$8,750"
Il divo,7.2,"$11,260,366"
The Apostle,7.2,"$19,868,354"
Le Havre,7.2,"$12,959,706"
Rurôni Kenshin: Sai shûshô - the Final,7.2,"$36,964,978"
Wong Fei-Hung,7.2,"$3,826,459"
Fat City,7.2,
Utøya 22. juli,7.2,"$3,738,618"
Le grand blond avec une chaussure noire,7.2,
Butterflies Are Free,7.2,
Sink the Bismarck!,7.2,
Vadh,7.2,"$13,276"
The Fourth Man,7.2,
The Go-Between,7.2,"$3,379"
Red Dust,7.2,
Sällskapsresan eller Finns det svenskt kaffe på grisfesten,7.2,
Flammen & Citronen,7.2,"$10,186,084"
The Night of the Generals,7.2,
Qala,7.2,
The Tiger,7.2,"$11,132,086"
Little Women,7.2,
Love with the Proper Stranger,7.2,
The Ruling Class,7.2,
Stardust Memories,7.2,"$10,389,003"
The Fortune Cookie,7.2,
Rosewood,7.2,"$13,130,349"
The General,7.2,"$1,214,198"
Sour Grapes,7.2,"$25,147"
Fyre,7.2,
Spare Parts,7.2,"$3,701,325"
Talk Radio,7.2,"$3,468,572"
American Pop,7.2,
"Batman: The Long Halloween, Part Two",7.2,
Talaash,7.2,"$5,277,766"
... continuavano a chiamarlo Trinità,7.2,
The Naked Kiss,7.2,
Educating Rita,7.2,"$14,648,076"
Facing Window,7.2,"$15,535,312"
Heidi,7.2,
Our Man in Havana,7.2,
The Inventor: Out for Blood in Silicon Valley,7.2,
Quand on a 17 ans,7.2,"$2,050,766"
"In weiter Ferne, so nah!",7.2,"$810,455"
How to Succeed in Business Without Really Trying,7.2,
Little Caesar,7.2,
Stromboli (Terra di Dio),7.2,"$17,532"
Death Note - Desu nôto: The Last Name,7.2,"$47,919,757"
Some Came Running,7.2,"$28,594"
Pamela: A Love Story,7.2,
"Ieri, oggi, domani",7.2,
Loin des hommes,7.2,"$1,141,433"
A Better Life,7.2,"$1,863,506"
Mr. Blandings Builds His Dream House,7.2,
Beanpole,7.2,"$1,591,621"
Kkeut-kka-ji-gan-da,7.2,"$26,488,847"
Whores' Glory,7.2,"$197,932"
La Odisea De Los Giles,7.2,"$7,365,986"
La femme d'à côté,7.2,$509
The Unbelievable Truth,7.2,
Driveways,7.2,
Born Free,7.2,$143
Gunga Din,7.2,
The Agony and the Ecstasy,7.2,
Lantana,7.2,"$15,747,450"
Shadows,7.2,"$2,729"
Minnie and Moskowitz,7.2,"$2,296"
Veloce Come Il Vento,7.2,"$2,412,312"
L'âge d'or,7.2,"$32,712"
By the Grace of God,7.2,"$7,755,652"
The Dish,7.2,"$16,578,157"
"The Prize Winner of Defiance, Ohio",7.2,"$750,212"
Modigliani,7.2,"$1,547,008"
Topper,7.2,
Tere Naam,7.2,"$2,663,172"
Tape,7.2,"$515,900"
"Fratello Sole, Sorella Luna",7.2,
Champions,7.2,"$27,344,401"
Branded to Kill,7.2,
The Day the Earth Caught Fire,7.2,
Edipo Re,7.2,"$2,364"
Hanyo,7.2,
The Express,7.2,"$9,808,124"
L'aile ou la cuisse,7.2,
Tsotsi,7.2,"$9,891,303"
Wild Bill,7.2,"$194,099"
In Which We Serve,7.2,$247
Loose Cannons,7.2,"$15,340,429"
Céline et Julie vont en bateau: Phantom Ladies Over Paris,7.2,"$31,452"
The Lovers,7.2,
The Black Balloon,7.2,"$2,136,663"
Dead End,7.2,
The League of Gentlemen,7.2,
Dinner Rush,7.2,"$933,740"
Pariah,7.2,"$769,552"
Raw Deal,7.2,
"Vamos a matar, compañeros",7.2,
They Died with Their Boots On,7.2,
Jigureul jikyeora!,7.2,"$15,516"
A Werewolf Boy,7.2,"$46,282,588"
Another Woman,7.2,"$1,562,749"
Conte d'hiver,7.2,"$52,431"
Take the Money and Run,7.2,
Virupaksha,7.2,"$88,527"
Kurz und schmerzlos,7.2,"$20,244"
Mannen på taket,7.2,
The Three Faces of Eve,7.2,
It's All Gone Pete Tong,7.2,"$1,635,056"
Raat Akeli Hai,7.2,
"Black God, White Devil",7.2,"$7,826"
Night Train to Munich,7.2,
Without Limits,7.2,"$777,423"
Amen.,7.2,"$8,419,052"
Mom,7.2,"$20,642,399"
April and the Extraordinary World,7.2,"$495,879"
Paddleton,7.2,
Bend of the River,7.2,"$5,194"
Savior,7.2,"$14,328"
Proof,7.2,"$524,895"
Table No.21,7.2,"$77,621"
The Bachelor and the Bobby-Soxer,7.2,
El club,7.2,"$541,515"
Shin seiki Evangelion Gekijô-ban: Shito shinsei,7.2,"$15,877"
Bound for Glory,7.2,
Angel Face,7.2,
The Scapegoat,7.2,
Le sang d'un poète,7.2,
Salute 7,7.2,"$3,138,431"
Born to Kill,7.2,
Romanzo criminale,7.2,"$8,116,128"
Amsal,7.2,"$96,119,773"
Angrezi Medium,7.2,"$1,301,330"
The Hunchback of Notre Dame,7.2,
Tai gik Cheung Sam Fung,7.2,"$652,527"
Astérix et Cléopâtre,7.2,"$1,090,041"
Hell in the Pacific,7.2,
The Inn of the Sixth Happiness,7.2,
The Adventures of Sherlock Holmes,7.2,
'A' gai wak,7.2,
You Only Live Once,7.2,
Il giardino dei Finzi Contini,7.2,
Laal Kaptaan,7.2,"$338,088"
That Hamilton Woman,7.2,
Billy Liar,7.2,"$29,153"
Cidade dos Homens,7.2,"$2,589,732"
Lola Montès,7.2,"$303,175"
Ved,7.2,
Bella Martha,7.2,"$9,852,022"
Nelly & Monsieur Arnaud,7.2,"$955,708"
Jolly LLB 2,7.2,"$24,214,186"
Il Capitale Umano,7.2,"$9,113,941"
The Scarlet Claw,7.2,
Den brysomme mannen,7.2,"$379,331"
Caro diario,7.2,"$173,277"
Mulk,7.2,"$205,009"
Les deux Anglaises et le continent,7.2,$509
God of Gamblers,7.2,"$4,751,175"
The Yearling,7.2,
"Der Golem, wie er in die Welt kam",7.2,
Force of Evil,7.2,"$1,165,000"
Saajan,7.2,
¿Quién puede matar a un niño?,7.2,
Johnny Stecchino,7.2,"$626,057"
De zaak Alzheimer,7.2,"$712,387"
Batla House,7.2,"$13,098,981"
Mad Love,7.2,
What the Health,7.2,"$3,187"
I Wake Up Screaming,7.2,
Rhapsody in August,7.2,"$517,538"
Ghulam,7.2,"$5,859,949"
Rogue Male,7.2,
Shanghai,7.2,
Murder at the Gallop,7.2,
D-Day,7.2,"$65,536"
Shadow of the Thin Man,7.2,
Theeb,7.2,"$768,449"
The Spacewalker,7.2,"$9,677,311"
Ittefaq,7.2,"$2,520,487"
Aimée & Jaguar,7.2,"$927,107"
23 - Nichts ist so wie es scheint,7.2,
Gimme Danger,7.2,"$950,040"
Mou gaan dou II,7.2,"$3,244,410"
Limbo,7.2,"$921,894"
I Hired a Contract Killer,7.2,
Sugar,7.2,"$1,144,438"
Muhammad: The Messenger of God,7.2,"$1,440,044"
71 Fragmente einer Chronologie des Zufalls,7.2,
Broken Blossoms or The Yellow Man and the Girl,7.2,
Good Vibrations,7.2,"$500,168"
Boudu Saved from Drowning,7.2,"$2,805"
Berlin Calling,7.2,"$598,894"
Chandramukhi,7.2,"₹750,000,000"
Ying hung boon sik II,7.2,
Killer of Sheep,7.2,"$468,460"
Team Foxcatcher,7.2,
The Vaccine War,7.2,"$38,286"
Ponniyin Selvan: Part II,7.2,"$5,035,633"
IB 71,7.2,"$26,330"
Starbuck,7.2,"$6,509,940"
Mission Raniganj: The Great Bharat Rescue,7.2,"$263,527"
A Zed & Two Noughts,7.2,
Toilet - Ek Prem Katha,7.2,"$35,978,876"
Sik san,7.2,
Pyaar Ka Punchnama 2,7.2,"$12,983,721"
Before I Disappear,7.2,"$10,078"
Boys Town,7.2,
Fong juk,7.2,"$1,230,135"
Shaitan,7.2,
Shimotsuma monogatari,7.2,"$5,290,748"
Kenny,7.2,"$6,732,176"
Hrútar,7.2,"$1,826,583"
