lyric,album_title,year,track_title,track_number
The ticktock of time allows me to see,Nightwish,1996,The Forever Moments,1
An authent to an echo,Nightwish,1996,The Forever Moments,1
New butterfly to a cocoon,Nightwish,1996,The Forever Moments,1
The swan to ugly duckling,Nightwish,1996,The Forever Moments,1
The lake to an ocean,Nightwish,1996,The Forever Moments,1
The deep times awake,Nightwish,1996,The Forever Moments,1
As I can calm myself to yesterday,Nightwish,1996,The Forever Moments,1
The flower has fallen its petals,Nightwish,1996,The Forever Moments,1
Out of the petals a cradle I will,Nightwish,1996,The Forever Moments,1
My cradle rocks with the waves of time,Nightwish,1996,The Forever Moments,1
The time of beauty will never be the same,Nightwish,1996,The Forever Moments,1
Falling again has no man's knowing,Nightwish,1996,The Forever Moments,1
"Please take me, take me with thee",Nightwish,1996,The Forever Moments,1
Now I hear my mother from the deep,Nightwish,1996,The Forever Moments,1
Sing me a lullaby of eternal sleep,Nightwish,1996,The Forever Moments,1
With thou replant the plaster call,Nightwish,1996,The Forever Moments,1
This and silence we seek to reborn,Nightwish,1996,The Forever Moments,1
"Oh, setting Sun,",Nightwish,1996,Nightwish,2
Thy red rays maketh me cry.,Nightwish,1996,Nightwish,2
They remind me of the one,Nightwish,1996,Nightwish,2
Whose slumber wakes me in the sky.,Nightwish,1996,Nightwish,2
The bridal bed awaits us both,Nightwish,1996,Nightwish,2
After the landscape of death I have crossed.,Nightwish,1996,Nightwish,2
"Before my sorrows I must die,",Nightwish,1996,Nightwish,2
Nightwish I send through the starlit sky.,Nightwish,1996,Nightwish,2
"The voice of nightly winds has awakened me,",Nightwish,1996,Nightwish,2
Amidst all the grief they embrace me with relief.,Nightwish,1996,Nightwish,2
Beneath my dreams and wishes,Nightwish,1996,Nightwish,2
I long for thy caresses.,Nightwish,1996,Nightwish,2
"The bridal bed awaits us both,",Nightwish,1996,Nightwish,2
After the landscape of death I have crossed.,Nightwish,1996,Nightwish,2
"Before my sorrows I must die,",Nightwish,1996,Nightwish,2
Nightwish I send through the starlit sky.,Nightwish,1996,Nightwish,2
"""Passed away in silence",Nightwish,1996,Nightwish,2
The flute from the realm unseen,Nightwish,1996,Nightwish,2
Empties its heart,Nightwish,1996,Nightwish,2
Making love to me,Nightwish,1996,Nightwish,2
With its enchanting melody.,Nightwish,1996,Nightwish,2
"Light of Orion,",Nightwish,1996,Nightwish,2
"Shadow of Andromeda,",Nightwish,1996,Nightwish,2
Call of the dancing Universe.,Nightwish,1996,Nightwish,2
The labyrinth I must enter,Nightwish,1996,Nightwish,2
Before thou can blame my soul,Nightwish,1996,Nightwish,2
"With an age of peace""",Nightwish,1996,Nightwish,2
[Instrumental],Nightwish,1996,Etiäinen,3
The sheltering shade of the forest,Angels Fall First,1997,Elvenpath,1
Calling come in silence,Angels Fall First,1997,Elvenpath,1
Accompanied only by the full moon,Angels Fall First,1997,Elvenpath,1
Howling of a night wolf,Angels Fall First,1997,Elvenpath,1
And the path under my bare feet,Angels Fall First,1997,Elvenpath,1
The elvenpath,Angels Fall First,1997,Elvenpath,1
Hearing music from the deepest forest,Angels Fall First,1997,Elvenpath,1
Songs as a seduction of sirens,Angels Fall First,1997,Elvenpath,1
The elf-folk is calling me,Angels Fall First,1997,Elvenpath,1
"Tapio, Bearking, Ruler of the forest",Angels Fall First,1997,Elvenpath,1
"Mielikki, Bluecloak, Healer of the ill and sad",Angels Fall First,1997,Elvenpath,1
Open the gate and let me follow the uncarven path,Angels Fall First,1997,Elvenpath,1
[Chorus:],Angels Fall First,1997,Elvenpath,1
The way to the lands,Angels Fall First,1997,Elvenpath,1
Where as a hero I stand,Angels Fall First,1997,Elvenpath,1
The path where Beauty met the Beast,Angels Fall First,1997,Elvenpath,1
Elvenpath,Angels Fall First,1997,Elvenpath,1
It's the honesty of these worlds,Angels Fall First,1997,Elvenpath,1
Ruled by magic and mighty swords,Angels Fall First,1997,Elvenpath,1
That makes my soul long for the past,Angels Fall First,1997,Elvenpath,1
Elvenpath,Angels Fall First,1997,Elvenpath,1
The moon witch took me to a ride on a broomstick,Angels Fall First,1997,Elvenpath,1
Introduced me to her old friend Home Gnome,Angels Fall First,1997,Elvenpath,1
Told me to keep the sauna warm for him,Angels Fall First,1997,Elvenpath,1
At the grove I met the rest—the folk of my fantasies,Angels Fall First,1997,Elvenpath,1
"Bilbo, Sparhawk, goblins and pixies,",Angels Fall First,1997,Elvenpath,1
"Snowman, Willow, trolls and the seven dwarfs",Angels Fall First,1997,Elvenpath,1
The path goes forever on,Angels Fall First,1997,Elvenpath,1
[Repeat chorus],Angels Fall First,1997,Elvenpath,1
"Long ago,",Angels Fall First,1997,Elvenpath,1
"In the early years of the second age,",Angels Fall First,1997,Elvenpath,1
The great elven-smiths forged the Rings of Power.,Angels Fall First,1997,Elvenpath,1
As I return to my room,Angels Fall First,1997,Elvenpath,1
And as sleep takes me by my hand,Angels Fall First,1997,Elvenpath,1
Madrigals from the woods,Angels Fall First,1997,Elvenpath,1
Carry me to neverland,Angels Fall First,1997,Elvenpath,1
In this spellbound night,Angels Fall First,1997,Elvenpath,1
The world's an elvish sight,Angels Fall First,1997,Elvenpath,1
In this spellbound night,Angels Fall First,1997,Elvenpath,1
The world's an elvish sight,Angels Fall First,1997,Elvenpath,1
"But then the dark lord learned the craft of ring-making,",Angels Fall First,1997,Elvenpath,1
And made the Master Ring.,Angels Fall First,1997,Elvenpath,1
Ah ah ah,Angels Fall First,1997,Elvenpath,1
Remember the first dance we shared?,Angels Fall First,1997,Beauty And The Beast,2
Recall the night you melted my uglyness away?,Angels Fall First,1997,Beauty And The Beast,2
The night you left with a kiss so kind,Angels Fall First,1997,Beauty And The Beast,2
Only a scent of beauty left behind,Angels Fall First,1997,Beauty And The Beast,2
"Ah, dear friend I remember the night",Angels Fall First,1997,Beauty And The Beast,2
The moon and the dreams we shared,Angels Fall First,1997,Beauty And The Beast,2
Your trembling paw in my hand,Angels Fall First,1997,Beauty And The Beast,2
Dreaming of that northern land,Angels Fall First,1997,Beauty And The Beast,2
Touching me with a kiss of a beast,Angels Fall First,1997,Beauty And The Beast,2
I know my dreams are made of you,Angels Fall First,1997,Beauty And The Beast,2
Of you and only for you,Angels Fall First,1997,Beauty And The Beast,2
Your ocean pulls me under,Angels Fall First,1997,Beauty And The Beast,2
Your voice tears me asunder,Angels Fall First,1997,Beauty And The Beast,2
Love me before the last petal falls,Angels Fall First,1997,Beauty And The Beast,2
As a world without a glance,Angels Fall First,1997,Beauty And The Beast,2
Of the ocean's fair expanse,Angels Fall First,1997,Beauty And The Beast,2
Such the world would be,Angels Fall First,1997,Beauty And The Beast,2
If no love did flow in thee,Angels Fall First,1997,Beauty And The Beast,2
But as my heart is occupied,Angels Fall First,1997,Beauty And The Beast,2
Your love to me now has to die,Angels Fall First,1997,Beauty And The Beast,2
"Forgive me, I need more than you can offer me",Angels Fall First,1997,Beauty And The Beast,2
Didn't you read the tale,Angels Fall First,1997,Beauty And The Beast,2
Where happily ever after was to kiss a frog?,Angels Fall First,1997,Beauty And The Beast,2
Don't you know this tale,Angels Fall First,1997,Beauty And The Beast,2
In which all I ever wanted,Angels Fall First,1997,Beauty And The Beast,2
I'll never have,Angels Fall First,1997,Beauty And The Beast,2
For who could ever learn to love a beast?,Angels Fall First,1997,Beauty And The Beast,2
However cold the wind and rain,Angels Fall First,1997,Beauty And The Beast,2
I'll be there to ease up your pain,Angels Fall First,1997,Beauty And The Beast,2
However cruel the mirrors of sin,Angels Fall First,1997,Beauty And The Beast,2
"Remember, beauty is found within",Angels Fall First,1997,Beauty And The Beast,2
...Forever shall the wolf in me desire the sheep in you...,Angels Fall First,1997,Beauty And The Beast,2
Who are you?,Angels Fall First,1997,The Carpenter,3
Man condemned to shine a salvation,Angels Fall First,1997,The Carpenter,3
throughout the centuries,Angels Fall First,1997,The Carpenter,3
Why ?,Angels Fall First,1997,The Carpenter,3
Was the wine of the grail,Angels Fall First,1997,The Carpenter,3
too sour for man to drink,Angels Fall First,1997,The Carpenter,3
The carpenter,Angels Fall First,1997,The Carpenter,3
carved his anchor,Angels Fall First,1997,The Carpenter,3
on the dying souls of mankind,Angels Fall First,1997,The Carpenter,3
On the tomb of this unknown soldier,Angels Fall First,1997,The Carpenter,3
lay the tools of the one,Angels Fall First,1997,The Carpenter,3
who for us had died,Angels Fall First,1997,The Carpenter,3
Tools of the carpenter,Angels Fall First,1997,The Carpenter,3
The one they lick,Angels Fall First,1997,The Carpenter,3
The same old sick,Angels Fall First,1997,The Carpenter,3
dream of their precious saviour,Angels Fall First,1997,The Carpenter,3
Kiss them deep and,Angels Fall First,1997,The Carpenter,3
make them weep,Angels Fall First,1997,The Carpenter,3
over promises of eternal peace,Angels Fall First,1997,The Carpenter,3
The carpenter,Angels Fall First,1997,The Carpenter,3
carved his anchor,Angels Fall First,1997,The Carpenter,3
on the dying souls of mankind,Angels Fall First,1997,The Carpenter,3
On the tomb of this unknown soldier,Angels Fall First,1997,The Carpenter,3
lay the tools of the one,Angels Fall First,1997,The Carpenter,3
who for us has died,Angels Fall First,1997,The Carpenter,3
Tools of the carpenter,Angels Fall First,1997,The Carpenter,3
I hear you,Angels Fall First,1997,The Carpenter,3
through the symphonic voices of nature,Angels Fall First,1997,The Carpenter,3
- the purity I could never doubt,Angels Fall First,1997,The Carpenter,3
They tell me to lie on the grass,Angels Fall First,1997,The Carpenter,3
and observe my saviour,Angels Fall First,1997,The Carpenter,3
The one crucified to the chirping of birds,Angels Fall First,1997,The Carpenter,3
The carpenter,Angels Fall First,1997,The Carpenter,3
carved his anchor,Angels Fall First,1997,The Carpenter,3
on the dying souls of mankind,Angels Fall First,1997,The Carpenter,3
On the tomb of this unknown soldier,Angels Fall First,1997,The Carpenter,3
lay the tools of the one,Angels Fall First,1997,The Carpenter,3
who for us has died,Angels Fall First,1997,The Carpenter,3
Tools of the carpenter,Angels Fall First,1997,The Carpenter,3
A nocturnal concerto,Angels Fall First,1997,Astral Romance,4
candlelight whispers me where to go,Angels Fall First,1997,Astral Romance,4
Hymn of gathering stars as my guide,Angels Fall First,1997,Astral Romance,4
whilst I wander on this path of the night,Angels Fall First,1997,Astral Romance,4
Embroidery of the stars,Angels Fall First,1997,Astral Romance,4
undress my feelings for this earth,Angels Fall First,1997,Astral Romance,4
Send me your salva to heal my scars,Angels Fall First,1997,Astral Romance,4
and let this nakedness be my birth,Angels Fall First,1997,Astral Romance,4
Macrocosm poured its powers on me,Angels Fall First,1997,Astral Romance,4
And the hopes of this world I now must leave,Angels Fall First,1997,Astral Romance,4
The nightwish I sent you centuries ago,Angels Fall First,1997,Astral Romance,4
has been heard by those who dwelled in a woe,Angels Fall First,1997,Astral Romance,4
The distance of our bridal bed,Angels Fall First,1997,Astral Romance,4
Await for me to be dead,Angels Fall First,1997,Astral Romance,4
Dust of the galaxies take my hand,Angels Fall First,1997,Astral Romance,4
Lead me to my beloved's land,Angels Fall First,1997,Astral Romance,4
Departed by the guillotine of death,Angels Fall First,1997,Astral Romance,4
I received a letter from the depth,Angels Fall First,1997,Astral Romance,4
The dream of my lover it carried inside,Angels Fall First,1997,Astral Romance,4
Caressed by the sharpest knife,Angels Fall First,1997,Astral Romance,4
I asked you to be my wife,Angels Fall First,1997,Astral Romance,4
Rays of the setting sun,Angels Fall First,1997,Astral Romance,4
were my tears wept upon promises undone,Angels Fall First,1997,Astral Romance,4
Come to me,Angels Fall First,1997,Astral Romance,4
Make me believe,Angels Fall First,1997,Astral Romance,4
to you and your love again,Angels Fall First,1997,Astral Romance,4
Above the universe,Angels Fall First,1997,Astral Romance,4
Beneath the Great Eye,Angels Fall First,1997,Astral Romance,4
I shall desire you forevermore,Angels Fall First,1997,Astral Romance,4
An angel face smiles to me,Angels Fall First,1997,Angels Fall First,5
Under a headline of tragedy,Angels Fall First,1997,Angels Fall First,5
That smile used to give me warmth,Angels Fall First,1997,Angels Fall First,5
Farewell - no words to say,Angels Fall First,1997,Angels Fall First,5
beside the cross on your grave,Angels Fall First,1997,Angels Fall First,5
and those forever burning candles,Angels Fall First,1997,Angels Fall First,5
[Chorus:],Angels Fall First,1997,Angels Fall First,5
Needed elsewhere,Angels Fall First,1997,Angels Fall First,5
to remind us of the shortness of our time,Angels Fall First,1997,Angels Fall First,5
Tears laid for them,Angels Fall First,1997,Angels Fall First,5
"Tears of love, tears of fear",Angels Fall First,1997,Angels Fall First,5
"Bury my dreams, dig up my sorrows",Angels Fall First,1997,Angels Fall First,5
"Oh, Lord why",Angels Fall First,1997,Angels Fall First,5
the angels fall first,Angels Fall First,1997,Angels Fall First,5
Not relieved by thoughts of Shangri-La,Angels Fall First,1997,Angels Fall First,5
Nor enlightened by the lessons of Christ,Angels Fall First,1997,Angels Fall First,5
I'll never understand the meaning of the right,Angels Fall First,1997,Angels Fall First,5
Ignorance lead me into the light,Angels Fall First,1997,Angels Fall First,5
[Chorus],Angels Fall First,1997,Angels Fall First,5
Sing me a song,Angels Fall First,1997,Angels Fall First,5
of your beauty,Angels Fall First,1997,Angels Fall First,5
of your kingdom,Angels Fall First,1997,Angels Fall First,5
Let the melodies of your harps,Angels Fall First,1997,Angels Fall First,5
caress those whom we still need,Angels Fall First,1997,Angels Fall First,5
Yesterday we shook hands,Angels Fall First,1997,Angels Fall First,5
My friend,Angels Fall First,1997,Angels Fall First,5
Today a moonbeam lightens my path,Angels Fall First,1997,Angels Fall First,5
My guardian,Angels Fall First,1997,Angels Fall First,5
As the sun sets beyond the pyramids,Angels Fall First,1997,Tutankhamen,6
To greet me with its rays,Angels Fall First,1997,Tutankhamen,6
I place my hand on my forehead,Angels Fall First,1997,Tutankhamen,6
To see your chariots' flames,Angels Fall First,1997,Tutankhamen,6
Watch me kneel before you,Angels Fall First,1997,Tutankhamen,6
Hear the cats meowing in the temple,Angels Fall First,1997,Tutankhamen,6
They yearn the milk you cascaded,Angels Fall First,1997,Tutankhamen,6
As I yearn that promised treasure,Angels Fall First,1997,Tutankhamen,6
Treasure of,Angels Fall First,1997,Tutankhamen,6
Tutankhamen,Angels Fall First,1997,Tutankhamen,6
I am the one it is,Angels Fall First,1997,Tutankhamen,6
Take me with you,Angels Fall First,1997,Tutankhamen,6
through the stargate,Angels Fall First,1997,Tutankhamen,6
To the valley of the kings,Angels Fall First,1997,Tutankhamen,6
Sacrifice me,Angels Fall First,1997,Tutankhamen,6
Tutankhamen,Angels Fall First,1997,Tutankhamen,6
And let me be your queen,Angels Fall First,1997,Tutankhamen,6
Take me,Angels Fall First,1997,Tutankhamen,6
Tonight and always,Angels Fall First,1997,Tutankhamen,6
We'll breed to fill all earth,Angels Fall First,1997,Tutankhamen,6
Three milleniums it took me to guard your rest,Angels Fall First,1997,Tutankhamen,6
Your slumber in mighty Phoenix's nest,Angels Fall First,1997,Tutankhamen,6
But tonight the darkness in the tomb has perished,Angels Fall First,1997,Tutankhamen,6
For Carter has come to free my beloved,Angels Fall First,1997,Tutankhamen,6
[Repeat chorus],Angels Fall First,1997,Tutankhamen,6
The scent of a woman was not mine...,Angels Fall First,1997,Nymphomaniac Fantasia,7
"Welcome home, darling",Angels Fall First,1997,Nymphomaniac Fantasia,7
Did you miss me?,Angels Fall First,1997,Nymphomaniac Fantasia,7
Wish to dwell in dear love?,Angels Fall First,1997,Nymphomaniac Fantasia,7
Touch my milklike skin,Angels Fall First,1997,Nymphomaniac Fantasia,7
Feel the ocean,Angels Fall First,1997,Nymphomaniac Fantasia,7
Lick my deepest,Angels Fall First,1997,Nymphomaniac Fantasia,7
Hear the starry choir,Angels Fall First,1997,Nymphomaniac Fantasia,7
Rip off this lace,Angels Fall First,1997,Nymphomaniac Fantasia,7
that keeps me imprisoned,Angels Fall First,1997,Nymphomaniac Fantasia,7
But beware the enchantment,Angels Fall First,1997,Nymphomaniac Fantasia,7
for my eroticism is your oblivion,Angels Fall First,1997,Nymphomaniac Fantasia,7
"Old love lies deep, you said",Angels Fall First,1997,Nymphomaniac Fantasia,7
Deeper shall be the wound between your legs,Angels Fall First,1997,Nymphomaniac Fantasia,7
What does the free fall feel like?,Angels Fall First,1997,Know Why The Nightingale Sings?,8
Asks the boy with a spark in his eye,Angels Fall First,1997,Know Why The Nightingale Sings?,8
Know why the nightingale sings?,Angels Fall First,1997,Know Why The Nightingale Sings?,8
Is the answer to everything,Angels Fall First,1997,Know Why The Nightingale Sings?,8
Taking a step to a world unbound,Angels Fall First,1997,Know Why The Nightingale Sings?,8
Spinning my fantasies all around,Angels Fall First,1997,Know Why The Nightingale Sings?,8
Freed from the gravital leash,Angels Fall First,1997,Know Why The Nightingale Sings?,8
I swear the heaven's in my reach,Angels Fall First,1997,Know Why The Nightingale Sings?,8
Dancing with the spirit of the air,Angels Fall First,1997,Know Why The Nightingale Sings?,8
In this ocean so open and fair,Angels Fall First,1997,Know Why The Nightingale Sings?,8
Making love to the gods above,Angels Fall First,1997,Know Why The Nightingale Sings?,8
On my maiden voyage so bold,Angels Fall First,1997,Know Why The Nightingale Sings?,8
Landing safely to the blue lagoon,Angels Fall First,1997,Know Why The Nightingale Sings?,8
Don't know if this is the earth or the moon,Angels Fall First,1997,Know Why The Nightingale Sings?,8
Joy of living is no more a mask,Angels Fall First,1997,Know Why The Nightingale Sings?,8
The Eden I found will forever last,Angels Fall First,1997,Know Why The Nightingale Sings?,8
Migrating with the geese,Angels Fall First,1997,Know Why The Nightingale Sings?,8
My soul has finally found peace,Angels Fall First,1997,Know Why The Nightingale Sings?,8
Doesn't matter that man has no wings,Angels Fall First,1997,Know Why The Nightingale Sings?,8
As long as I hear the nightingale sing...,Angels Fall First,1997,Know Why The Nightingale Sings?,8
[1 Erämaajärvi],Angels Fall First,1997,Lappi (Lapland),9
Kautta erämaajärven,Angels Fall First,1997,Lappi (Lapland),9
matkaa kulkuri yksinäinen,Angels Fall First,1997,Lappi (Lapland),9
Näkee lammella joutsenparven,Angels Fall First,1997,Lappi (Lapland),9
vapauttaan itkevän,Angels Fall First,1997,Lappi (Lapland),9
Kaipuu menneisyyden,Angels Fall First,1997,Lappi (Lapland),9
kiirii ilmassa huutoina kotkien,Angels Fall First,1997,Lappi (Lapland),9
Ikijärveltä turvatuulta,Angels Fall First,1997,Lappi (Lapland),9
käy matka vuorten taa,Angels Fall First,1997,Lappi (Lapland),9
[2 Witchdrums],Angels Fall First,1997,Lappi (Lapland),9
[3 This Moment is Eternity],Angels Fall First,1997,Lappi (Lapland),9
Day posesses no key here,Angels Fall First,1997,Lappi (Lapland),9
where moon sheds the cold twilight,Angels Fall First,1997,Lappi (Lapland),9
This moment is eternity,Angels Fall First,1997,Lappi (Lapland),9
"Land of beauty,",Angels Fall First,1997,Lappi (Lapland),9
cold and cruel,Angels Fall First,1997,Lappi (Lapland),9
"Fjeld chants echoing,",Angels Fall First,1997,Lappi (Lapland),9
reflecting the melancholy...,Angels Fall First,1997,Lappi (Lapland),9
Trust the wind,Angels Fall First,1997,Lappi (Lapland),9
Trust the fires,Angels Fall First,1997,Lappi (Lapland),9
Call for the hermit of the night,Angels Fall First,1997,Lappi (Lapland),9
Land of raven and bear,Angels Fall First,1997,Lappi (Lapland),9
Land of eagle and wolverine,Angels Fall First,1997,Lappi (Lapland),9
Dismal are the mirrors of a wolf,Angels Fall First,1997,Lappi (Lapland),9
[4 Etiäinen],Angels Fall First,1997,Lappi (Lapland),9
[bonus track],Angels Fall First,1997,Once Upon A Troubadour,10
A lonely bard wandering across the lands am I,Angels Fall First,1997,Once Upon A Troubadour,10
Singing dancing finding answers to every why,Angels Fall First,1997,Once Upon A Troubadour,10
"The taverns are full and one crosses my path, too",Angels Fall First,1997,Once Upon A Troubadour,10
I just might reward myself with a beer or two,Angels Fall First,1997,Once Upon A Troubadour,10
This inn the place of many romantic tales,Angels Fall First,1997,Once Upon A Troubadour,10
On the loft women offer their sales,Angels Fall First,1997,Once Upon A Troubadour,10
But my eyes they catch a girl beat by everyone,Angels Fall First,1997,Once Upon A Troubadour,10
A slave she is but for me a rose undone,Angels Fall First,1997,Once Upon A Troubadour,10
Hear me sing,Angels Fall First,1997,Once Upon A Troubadour,10
Watch me dance,Angels Fall First,1997,Once Upon A Troubadour,10
Play that lute of thine,Angels Fall First,1997,Once Upon A Troubadour,10
And share with me this dance,Angels Fall First,1997,Once Upon A Troubadour,10
As she danced my eyes began to shine,Angels Fall First,1997,Once Upon A Troubadour,10
There she was the maiden so divine,Angels Fall First,1997,Once Upon A Troubadour,10
How could I approach her with my outlook so poor,Angels Fall First,1997,Once Upon A Troubadour,10
Her beauty being much more than I could endure,Angels Fall First,1997,Once Upon A Troubadour,10
So I asked if I could sing a chanson,Angels Fall First,1997,Once Upon A Troubadour,10
With a language of ancient and of lore,Angels Fall First,1997,Once Upon A Troubadour,10
Gathered the men around us me and the girl in rags,Angels Fall First,1997,Once Upon A Troubadour,10
Soon were the melodies heard by everyone,Angels Fall First,1997,Once Upon A Troubadour,10
Hear us sing,Angels Fall First,1997,Once Upon A Troubadour,10
Watch us dance,Angels Fall First,1997,Once Upon A Troubadour,10
Sing with us this tale,Angels Fall First,1997,Once Upon A Troubadour,10
With a clap of hands,Angels Fall First,1997,Once Upon A Troubadour,10
The stories long-forgotten we still know,Angels Fall First,1997,Once Upon A Troubadour,10
Performing our skills wherever we go,Angels Fall First,1997,Once Upon A Troubadour,10
I end my story as I receive a kiss,Angels Fall First,1997,Once Upon A Troubadour,10
From my girl the dearest Beatrice,Angels Fall First,1997,Once Upon A Troubadour,10
Hear us sing,Angels Fall First,1997,Once Upon A Troubadour,10
Watch us dance,Angels Fall First,1997,Once Upon A Troubadour,10
Sing with us the tales,Angels Fall First,1997,Once Upon A Troubadour,10
Which the music will keep alive,Angels Fall First,1997,Once Upon A Troubadour,10
[bonus track],Angels Fall First,1997,A Return To The Sea,11
A star falls down from the darkened sky,Angels Fall First,1997,A Return To The Sea,11
Where new worlds are born and die,Angels Fall First,1997,A Return To The Sea,11
Kingdom Animalia watches its approaching glow,Angels Fall First,1997,A Return To The Sea,11
What it means is soon to be known,Angels Fall First,1997,A Return To The Sea,11
Beneath the lovely birch,Angels Fall First,1997,A Return To The Sea,11
honeymakers build their nest in peace,Angels Fall First,1997,A Return To The Sea,11
On the savannah a lion licks a wounded gnu,Angels Fall First,1997,A Return To The Sea,11
To honor this moment even the heavens cease,Angels Fall First,1997,A Return To The Sea,11
Giant spiders learn how to swim,Angels Fall First,1997,A Return To The Sea,11
With whales they form a united kin,Angels Fall First,1997,A Return To The Sea,11
Snakes say hello to the rats on the ground,Angels Fall First,1997,A Return To The Sea,11
In the meadows play merrily the fox and the hound,Angels Fall First,1997,A Return To The Sea,11
Trilobite & Anymalocharis,Angels Fall First,1997,A Return To The Sea,11
The prey and the hunter,Angels Fall First,1997,A Return To The Sea,11
Survival of the fittest,Angels Fall First,1997,A Return To The Sea,11
Fall of Man,Angels Fall First,1997,A Return To The Sea,11
Seadrops foam all empty human skulls,Angels Fall First,1997,A Return To The Sea,11
Those on the shores of Atlantis,Angels Fall First,1997,A Return To The Sea,11
Darwin's resurrection is witnessed,Angels Fall First,1997,A Return To The Sea,11
By turtles he used to play with,Angels Fall First,1997,A Return To The Sea,11
Healed and happy She oversees,Angels Fall First,1997,A Return To The Sea,11
The Mother,Angels Fall First,1997,A Return To The Sea,11
The tyrant's return to the sea,Angels Fall First,1997,A Return To The Sea,11
A grand oasis in the vastness of gloom,Oceanborn,1998,Stargazers,1
"Child of dew-spangled cobweb, Mother to the Moon",Oceanborn,1998,Stargazers,1
Constellations beholders of the 3rd vagrant,Oceanborn,1998,Stargazers,1
Theater for the play of life,Oceanborn,1998,Stargazers,1
Tragedienne of heavens,Oceanborn,1998,Stargazers,1
Watching the eyes of the night,Oceanborn,1998,Stargazers,1
Sailing the virgin oceans,Oceanborn,1998,Stargazers,1
A Planetride for Mother and Child,Oceanborn,1998,Stargazers,1
Floating upon the quiet hydrogen lakes,Oceanborn,1998,Stargazers,1
In this ambrosial merry-go-round they will gaze,Oceanborn,1998,Stargazers,1
Ephemeral life touched by a billion-year-show,Oceanborn,1998,Stargazers,1
Separating the poet from the woe,Oceanborn,1998,Stargazers,1
[Repeat chorus],Oceanborn,1998,Stargazers,1
Oracle of the Delfian Domine,Oceanborn,1998,Stargazers,1
Witness of Adam's frailty,Oceanborn,1998,Stargazers,1
Seer of the master prophecy,Oceanborn,1998,Stargazers,1
The stellar world her betrothed,Oceanborn,1998,Stargazers,1
Wanderers in cosmic caravan,Oceanborn,1998,Stargazers,1
Universal bond - The Starborn,Oceanborn,1998,Stargazers,1
A son in search for the truth,Oceanborn,1998,Stargazers,1
Following the pages of Almagest,Oceanborn,1998,Stargazers,1
Discovering the origin of dreams,Oceanborn,1998,Stargazers,1
Stargazers ride through the ancient realms,Oceanborn,1998,Stargazers,1
[Repeat chorus],Oceanborn,1998,Stargazers,1
"Toll no bell for me, Father",Oceanborn,1998,Gethsemane,2
But let this cup of suffering pass from me,Oceanborn,1998,Gethsemane,2
Send me no shepherd to heal my world,Oceanborn,1998,Gethsemane,2
But the Angel - the dream foretold,Oceanborn,1998,Gethsemane,2
Prayed more than thrice for You to see,Oceanborn,1998,Gethsemane,2
The wolf of loneliness in me,Oceanborn,1998,Gethsemane,2
...not my own will but Yours be done...,Oceanborn,1998,Gethsemane,2
"You wake up, where's the tomb?",Oceanborn,1998,Gethsemane,2
"Will Easter come, enter my room?",Oceanborn,1998,Gethsemane,2
The lord weeps with me,Oceanborn,1998,Gethsemane,2
But my tears fall for you,Oceanborn,1998,Gethsemane,2
Another beauty,Oceanborn,1998,Gethsemane,2
Loved by a Beast,Oceanborn,1998,Gethsemane,2
Another tale of infinitely dreams,Oceanborn,1998,Gethsemane,2
Your eyes they were my paradise,Oceanborn,1998,Gethsemane,2
Your smile made my sun rise,Oceanborn,1998,Gethsemane,2
"Forgive me, for I don't know what I gain",Oceanborn,1998,Gethsemane,2
Alone in this garden of pain,Oceanborn,1998,Gethsemane,2
Enchantment has but one truth:,Oceanborn,1998,Gethsemane,2
I weep to have what I fear to lose,Oceanborn,1998,Gethsemane,2
[Repeat chorus],Oceanborn,1998,Gethsemane,2
"""I knew you never before",Oceanborn,1998,Gethsemane,2
I see you never more,Oceanborn,1998,Gethsemane,2
"But the love, the pain, the hope, O beautiful one",Oceanborn,1998,Gethsemane,2
"Have made you mine, 'till all my years are done""",Oceanborn,1998,Gethsemane,2
Without you,Oceanborn,1998,Gethsemane,2
The poetry within me is dead,Oceanborn,1998,Gethsemane,2
A snowy owl above the haunted waters,Oceanborn,1998,Devil & The Deep Dark Ocean,3
poet of ancient gods,Oceanborn,1998,Devil & The Deep Dark Ocean,3
Cries to tell the neverending story,Oceanborn,1998,Devil & The Deep Dark Ocean,3
prophecy of becoming floods,Oceanborn,1998,Devil & The Deep Dark Ocean,3
An aura of mystery surrounds her,Oceanborn,1998,Devil & The Deep Dark Ocean,3
the lady in brightest white,Oceanborn,1998,Devil & The Deep Dark Ocean,3
Soon the incarnate shall be born,Oceanborn,1998,Devil & The Deep Dark Ocean,3
The Creator of the night,Oceanborn,1998,Devil & The Deep Dark Ocean,3
Deep dark is his Majesty's kingdom,Oceanborn,1998,Devil & The Deep Dark Ocean,3
A portent of tomorrow's world,Oceanborn,1998,Devil & The Deep Dark Ocean,3
There shall the liquid give Him power,Oceanborn,1998,Devil & The Deep Dark Ocean,3
The red-eyed unborn lord,Oceanborn,1998,Devil & The Deep Dark Ocean,3
Fatal embrace of the bloodred waters,Oceanborn,1998,Devil & The Deep Dark Ocean,3
The cradle of infinite gloom,Oceanborn,1998,Devil & The Deep Dark Ocean,3
The spell to master this Earth,Oceanborn,1998,Devil & The Deep Dark Ocean,3
Carven on an infant's tomb,Oceanborn,1998,Devil & The Deep Dark Ocean,3
