lyric,album_title,year,track_title,track_number
[Part 3: The Pacific],Dark Passion Play,2007,The Poet And The Pendulum,1
Sparkle my scenery,Dark Passion Play,2007,The Poet And The Pendulum,1
With Turquoise waterfall,Dark Passion Play,2007,The Poet And The Pendulum,1
With beauty underneath,Dark Passion Play,2007,The Poet And The Pendulum,1
The ever free,Dark Passion Play,2007,The Poet And The Pendulum,1
Tuck me in beneath the blue,Dark Passion Play,2007,The Poet And The Pendulum,1
"Beneath the Pain,",Dark Passion Play,2007,The Poet And The Pendulum,1
Beneath the rain,Dark Passion Play,2007,The Poet And The Pendulum,1
Goodnight kiss for a child in time,Dark Passion Play,2007,The Poet And The Pendulum,1
Swaying blade my lullaby,Dark Passion Play,2007,The Poet And The Pendulum,1
On the shore we sat and hoped,Dark Passion Play,2007,The Poet And The Pendulum,1
Under the same pale moon,Dark Passion Play,2007,The Poet And The Pendulum,1
"Whose guiding light chose you,",Dark Passion Play,2007,The Poet And The Pendulum,1
Chose you all,Dark Passion Play,2007,The Poet And The Pendulum,1
"""I'm afraid, I'm so afraid.",Dark Passion Play,2007,The Poet And The Pendulum,1
"being raped, again and again, and again",Dark Passion Play,2007,The Poet And The Pendulum,1
I know I will die alone,Dark Passion Play,2007,The Poet And The Pendulum,1
but loved.,Dark Passion Play,2007,The Poet And The Pendulum,1
"You live long enough to hear the sounds of guns,",Dark Passion Play,2007,The Poet And The Pendulum,1
"Long enough to find yourself screaming every night,",Dark Passion Play,2007,The Poet And The Pendulum,1
Live long enough to see your friends betray you.,Dark Passion Play,2007,The Poet And The Pendulum,1
For years I've been strapped unto this altar.,Dark Passion Play,2007,The Poet And The Pendulum,1
Now I only have three minutes and counting.,Dark Passion Play,2007,The Poet And The Pendulum,1
I just wish the tide would catch me first and give me,Dark Passion Play,2007,The Poet And The Pendulum,1
"a death I always longed for.""",Dark Passion Play,2007,The Poet And The Pendulum,1
[Part 4: Dark Passion Play],Dark Passion Play,2007,The Poet And The Pendulum,1
2nd robber to the right of Christ,Dark Passion Play,2007,The Poet And The Pendulum,1
Cut in half - infanticide,Dark Passion Play,2007,The Poet And The Pendulum,1
The world will rejoice today,Dark Passion Play,2007,The Poet And The Pendulum,1
As the crows feast on the rotting poet,Dark Passion Play,2007,The Poet And The Pendulum,1
Everyone must bury their own,Dark Passion Play,2007,The Poet And The Pendulum,1
No pack to bury the heart of stone,Dark Passion Play,2007,The Poet And The Pendulum,1
"Now he`s home in hell, serves him well",Dark Passion Play,2007,The Poet And The Pendulum,1
"Slain by the bell, tolling for his farewell",Dark Passion Play,2007,The Poet And The Pendulum,1
The morning dawned upon his altar,Dark Passion Play,2007,The Poet And The Pendulum,1
Remains of the dark passion play,Dark Passion Play,2007,The Poet And The Pendulum,1
Performed by his friends without shame,Dark Passion Play,2007,The Poet And The Pendulum,1
Spitting on his grave as they came,Dark Passion Play,2007,The Poet And The Pendulum,1
[Chorus],Dark Passion Play,2007,The Poet And The Pendulum,1
"""Today, in the year of our Lord, 2005",Dark Passion Play,2007,The Poet And The Pendulum,1
Tuomas was called from the cares of the world,Dark Passion Play,2007,The Poet And The Pendulum,1
He stopped crying at the end of each beautiful day.,Dark Passion Play,2007,The Poet And The Pendulum,1
The music he wrote had too long been without silence.,Dark Passion Play,2007,The Poet And The Pendulum,1
"He was found naked and dead,",Dark Passion Play,2007,The Poet And The Pendulum,1
"With a smile in his face, a pen and 1000 pages of erased text.""",Dark Passion Play,2007,The Poet And The Pendulum,1
Save me,Dark Passion Play,2007,The Poet And The Pendulum,1
[Part 5: Mother And Father],Dark Passion Play,2007,The Poet And The Pendulum,1
"Be still, my son",Dark Passion Play,2007,The Poet And The Pendulum,1
You`re home,Dark Passion Play,2007,The Poet And The Pendulum,1
Oh when did you become so cold?,Dark Passion Play,2007,The Poet And The Pendulum,1
The blade will keep on descending,Dark Passion Play,2007,The Poet And The Pendulum,1
All you need is to feel my love,Dark Passion Play,2007,The Poet And The Pendulum,1
"Search for beauty, find your shore",Dark Passion Play,2007,The Poet And The Pendulum,1
"Try to save them all, bleed no more",Dark Passion Play,2007,The Poet And The Pendulum,1
You have such oceans within,Dark Passion Play,2007,The Poet And The Pendulum,1
"In the end, I will always love you",Dark Passion Play,2007,The Poet And The Pendulum,1
The beginning.,Dark Passion Play,2007,The Poet And The Pendulum,1
Finally the hills are without eyes,Dark Passion Play,2007,Bye Bye Beautiful,2
They are tired of painting a dead man's face,Dark Passion Play,2007,Bye Bye Beautiful,2
red with their own blood,Dark Passion Play,2007,Bye Bye Beautiful,2
They used to love having so much to lose,Dark Passion Play,2007,Bye Bye Beautiful,2
Blink your eyes just once and see everything in ruins,Dark Passion Play,2007,Bye Bye Beautiful,2
[Chorus:],Dark Passion Play,2007,Bye Bye Beautiful,2
Did you ever hear what I told you?,Dark Passion Play,2007,Bye Bye Beautiful,2
Did you ever read what I wrote you?,Dark Passion Play,2007,Bye Bye Beautiful,2
Did you ever listen to what we played?,Dark Passion Play,2007,Bye Bye Beautiful,2
Did you ever let in what the world said?,Dark Passion Play,2007,Bye Bye Beautiful,2
Did we get this far just to feel your hate?,Dark Passion Play,2007,Bye Bye Beautiful,2
Did we play to become only pawns in the game?,Dark Passion Play,2007,Bye Bye Beautiful,2
"How blind can you be, don't you see?",Dark Passion Play,2007,Bye Bye Beautiful,2
"You chose the long road, but we'll be waiting",Dark Passion Play,2007,Bye Bye Beautiful,2
"Bye bye, beautiful",Dark Passion Play,2007,Bye Bye Beautiful,2
Jacob`s ghost for the girl in white,Dark Passion Play,2007,Bye Bye Beautiful,2
Blindfold for the blind,Dark Passion Play,2007,Bye Bye Beautiful,2
Dead Siblings walking the dying Earth,Dark Passion Play,2007,Bye Bye Beautiful,2
Noose around a choking heart,Dark Passion Play,2007,Bye Bye Beautiful,2
Eternity torn apart,Dark Passion Play,2007,Bye Bye Beautiful,2
Slow toll now the funeral bells,Dark Passion Play,2007,Bye Bye Beautiful,2
"""I need to die to feel alive""",Dark Passion Play,2007,Bye Bye Beautiful,2
[Chorus],Dark Passion Play,2007,Bye Bye Beautiful,2
"Bye bye, beautiful",Dark Passion Play,2007,Bye Bye Beautiful,2
It's not the tree that forsakes the flower,Dark Passion Play,2007,Bye Bye Beautiful,2
But the flower that forsakes the tree,Dark Passion Play,2007,Bye Bye Beautiful,2
Someday I`ll learn to love these scars,Dark Passion Play,2007,Bye Bye Beautiful,2
Still fresh from the red-hot blade of your words,Dark Passion Play,2007,Bye Bye Beautiful,2
"How blind can you be, don't you see?",Dark Passion Play,2007,Bye Bye Beautiful,2
That the gambler lost all he does not have...,Dark Passion Play,2007,Bye Bye Beautiful,2
[Chorus],Dark Passion Play,2007,Bye Bye Beautiful,2
"Bye bye, beautiful",Dark Passion Play,2007,Bye Bye Beautiful,2
Baptized with a perfect name,Dark Passion Play,2007,Amaranth,3
The doubting one by heart,Dark Passion Play,2007,Amaranth,3
Alone without himself,Dark Passion Play,2007,Amaranth,3
War between him and the day,Dark Passion Play,2007,Amaranth,3
Need someone to blame,Dark Passion Play,2007,Amaranth,3
"In the end, little he can do alone",Dark Passion Play,2007,Amaranth,3
You believe but what you see?,Dark Passion Play,2007,Amaranth,3
You receive but what you give?,Dark Passion Play,2007,Amaranth,3
"Caress the one, the never-fading",Dark Passion Play,2007,Amaranth,3
rain in your heart - the tears of snow-white sorrow,Dark Passion Play,2007,Amaranth,3
"Caress the one, the hiding amaranth",Dark Passion Play,2007,Amaranth,3
In a land of the daybreak,Dark Passion Play,2007,Amaranth,3
Apart from the wandering pack,Dark Passion Play,2007,Amaranth,3
In this brief flight of time we reach,Dark Passion Play,2007,Amaranth,3
"For the ones, whoever dare",Dark Passion Play,2007,Amaranth,3
You believe but what you see?,Dark Passion Play,2007,Amaranth,3
You receive but what you give?,Dark Passion Play,2007,Amaranth,3
"Caress the one, the never-fading",Dark Passion Play,2007,Amaranth,3
rain in your heart - the tears of snow-white sorrow,Dark Passion Play,2007,Amaranth,3
"Caress the one, the hiding amaranth",Dark Passion Play,2007,Amaranth,3
In a land of the daybreak,Dark Passion Play,2007,Amaranth,3
"Reaching, searching for something untouched",Dark Passion Play,2007,Amaranth,3
Hearing voices of the never-fading calling,Dark Passion Play,2007,Amaranth,3
"Caress the one, the never-fading",Dark Passion Play,2007,Amaranth,3
rain in your heart - the tears of snow-white sorrow,Dark Passion Play,2007,Amaranth,3
"Caress the one, the hiding amaranth",Dark Passion Play,2007,Amaranth,3
In a land of the daybreak,Dark Passion Play,2007,Amaranth,3
Running for her life,Dark Passion Play,2007,Cadence Of Her Last Breath,4
The dark rain from her eyes still falls,Dark Passion Play,2007,Cadence Of Her Last Breath,4
Breathtaking butterfly,Dark Passion Play,2007,Cadence Of Her Last Breath,4
Chose a dark day to live,Dark Passion Play,2007,Cadence Of Her Last Breath,4
Save one breath for me!,Dark Passion Play,2007,Cadence Of Her Last Breath,4
A loner longing for,Dark Passion Play,2007,Cadence Of Her Last Breath,4
The cadence of her last breath.,Dark Passion Play,2007,Cadence Of Her Last Breath,4
Why do I miss someone I never met?,Dark Passion Play,2007,Cadence Of Her Last Breath,4
with bated breath I lay,Dark Passion Play,2007,Cadence Of Her Last Breath,4
Sea winds brought her to me,Dark Passion Play,2007,Cadence Of Her Last Breath,4
"A butterfly, mere one-day miracle of life",Dark Passion Play,2007,Cadence Of Her Last Breath,4
And all the poetry in the world,Dark Passion Play,2007,Cadence Of Her Last Breath,4
Finally makes sense to me,Dark Passion Play,2007,Cadence Of Her Last Breath,4
Save one death for me!,Dark Passion Play,2007,Cadence Of Her Last Breath,4
"A loner longing for (run away, run away, run away, run away)",Dark Passion Play,2007,Cadence Of Her Last Breath,4
"The cadence of her last breath (run away, run away, run away, run away)",Dark Passion Play,2007,Cadence Of Her Last Breath,4
Put to rest all that`s not life,Dark Passion Play,2007,Cadence Of Her Last Breath,4
Drink for beauty and fill my blank page.,Dark Passion Play,2007,Cadence Of Her Last Breath,4
Sometimes a dream turns into a dream,Dark Passion Play,2007,Cadence Of Her Last Breath,4
"A loner longing for (run away, run away, run away, run away)",Dark Passion Play,2007,Cadence Of Her Last Breath,4
The cadence of her last breath,Dark Passion Play,2007,Cadence Of Her Last Breath,4
"A loner longing for (run away, run away, run away, run away)",Dark Passion Play,2007,Cadence Of Her Last Breath,4
"The cadence of her last breath (run away, run away, run away, run away)",Dark Passion Play,2007,Cadence Of Her Last Breath,4
Who the hell are you to tell me,Dark Passion Play,2007,Master Passion Greed,5
"What to do, why to do, why bother?",Dark Passion Play,2007,Master Passion Greed,5
Leech in a mask of virtue,Dark Passion Play,2007,Master Passion Greed,5
"Such waste, to ever think of you again.",Dark Passion Play,2007,Master Passion Greed,5
"Hey Judas, your christens was our love.",Dark Passion Play,2007,Master Passion Greed,5
"Hit and run, you're be done.",Dark Passion Play,2007,Master Passion Greed,5
"Never sorry, never wrong,",Dark Passion Play,2007,Master Passion Greed,5
"More, more, more, more, more.",Dark Passion Play,2007,Master Passion Greed,5
Master Passion Greed,Dark Passion Play,2007,Master Passion Greed,5
Master Passion Greed,Dark Passion Play,2007,Master Passion Greed,5
"""Hello, how are you?",Dark Passion Play,2007,Master Passion Greed,5
Let me explain one thing.,Dark Passion Play,2007,Master Passion Greed,5
All for her and more for me.,Dark Passion Play,2007,Master Passion Greed,5
Why is it so hard to see?,Dark Passion Play,2007,Master Passion Greed,5
"I see no sense in doing this,",Dark Passion Play,2007,Master Passion Greed,5
"Not enough for me,",Dark Passion Play,2007,Master Passion Greed,5
"I fuck up everything but let me explain.""",Dark Passion Play,2007,Master Passion Greed,5
Some day,Dark Passion Play,2007,Master Passion Greed,5
"Some day you shall flee,",Dark Passion Play,2007,Master Passion Greed,5
Panting and weak.,Dark Passion Play,2007,Master Passion Greed,5
Master Passion Greed,Dark Passion Play,2007,Master Passion Greed,5
Master Passion Greed,Dark Passion Play,2007,Master Passion Greed,5
Master Passion Greed,Dark Passion Play,2007,Master Passion Greed,5
Master Passion Greed,Dark Passion Play,2007,Master Passion Greed,5
"All within me gone but pain and hope,",Dark Passion Play,2007,Master Passion Greed,5
Hoping that the pain will fade away.,Dark Passion Play,2007,Master Passion Greed,5
"Greed your master passion,",Dark Passion Play,2007,Master Passion Greed,5
I feed the mouth that bites me.,Dark Passion Play,2007,Master Passion Greed,5
"Mammon, opiate of the masses,",Dark Passion Play,2007,Master Passion Greed,5
The reek of your lies draws flies.,Dark Passion Play,2007,Master Passion Greed,5
"Seek her,",Dark Passion Play,2007,Master Passion Greed,5
"Seduce her,",Dark Passion Play,2007,Master Passion Greed,5
"Tame her,",Dark Passion Play,2007,Master Passion Greed,5
"Blame her,",Dark Passion Play,2007,Master Passion Greed,5
"Have her,",Dark Passion Play,2007,Master Passion Greed,5
Kill her.,Dark Passion Play,2007,Master Passion Greed,5
"Seek her,",Dark Passion Play,2007,Master Passion Greed,5
"Seduce her,",Dark Passion Play,2007,Master Passion Greed,5
"Tame her,",Dark Passion Play,2007,Master Passion Greed,5
"Blame her,",Dark Passion Play,2007,Master Passion Greed,5
Feast on it all.,Dark Passion Play,2007,Master Passion Greed,5
"Seek her,",Dark Passion Play,2007,Master Passion Greed,5
"Seduce her,",Dark Passion Play,2007,Master Passion Greed,5
"Tame her,",Dark Passion Play,2007,Master Passion Greed,5
"Blame her,",Dark Passion Play,2007,Master Passion Greed,5
"Have her,",Dark Passion Play,2007,Master Passion Greed,5
Kill her.,Dark Passion Play,2007,Master Passion Greed,5
"Seek her,",Dark Passion Play,2007,Master Passion Greed,5
"Seduce her,",Dark Passion Play,2007,Master Passion Greed,5
"Tame her,",Dark Passion Play,2007,Master Passion Greed,5
"Blame her,",Dark Passion Play,2007,Master Passion Greed,5
Feast on it all.,Dark Passion Play,2007,Master Passion Greed,5
With awakening the tears will begin.,Dark Passion Play,2007,Master Passion Greed,5
To my everlasting shame silence took me.,Dark Passion Play,2007,Master Passion Greed,5
6:30 winter morn,Dark Passion Play,2007,Eva,6
"Snow keeps falling, silent dawn",Dark Passion Play,2007,Eva,6
A rose by any other name,Dark Passion Play,2007,Eva,6
Eva leaves her Swanbrook home.,Dark Passion Play,2007,Eva,6
A kindest heart which always made,Dark Passion Play,2007,Eva,6
Me ashamed of my own.,Dark Passion Play,2007,Eva,6
She walks alone but not without her name.,Dark Passion Play,2007,Eva,6
[Chorus:],Dark Passion Play,2007,Eva,6
"Eva flies away,",Dark Passion Play,2007,Eva,6
Dreams the world far away.,Dark Passion Play,2007,Eva,6
In this cruel children's game,Dark Passion Play,2007,Eva,6
There's no friend to call her name.,Dark Passion Play,2007,Eva,6
"Eva sails away,",Dark Passion Play,2007,Eva,6
Dreams the world far away.,Dark Passion Play,2007,Eva,6
The Good in her will be my sunflower field.,Dark Passion Play,2007,Eva,6
Mocked by man to depths of shame,Dark Passion Play,2007,Eva,6
Little girl with life ahead.,Dark Passion Play,2007,Eva,6
For a memory of one kind word,Dark Passion Play,2007,Eva,6
She would stay among the beasts.,Dark Passion Play,2007,Eva,6
Time for one more daring dream,Dark Passion Play,2007,Eva,6
"Before her escape,",Dark Passion Play,2007,Eva,6
Edenbeam we kill with her own loving heart.,Dark Passion Play,2007,Eva,6
[Chorus x2],Dark Passion Play,2007,Eva,6
A ballad of dark queen echoes through night,Dark Passion Play,2007,Sahara,7
"As he flees the curse of gods, the pharaoh`s wrath.",Dark Passion Play,2007,Sahara,7
[Chorus:],Dark Passion Play,2007,Sahara,7
"One thousand one nights unseen,",Dark Passion Play,2007,Sahara,7
The philosopher and the queen.,Dark Passion Play,2007,Sahara,7
"Ancient mariner in a sea of sand,",Dark Passion Play,2007,Sahara,7
The burning beauty his tomb to die for.,Dark Passion Play,2007,Sahara,7
[Chorus],Dark Passion Play,2007,Sahara,7
(Horizon`s swarming with death,Dark Passion Play,2007,Sahara,7
Run!),Dark Passion Play,2007,Sahara,7
"Heaven has a darkened face,",Dark Passion Play,2007,Sahara,7
Dunes are soaring as on a chase.,Dark Passion Play,2007,Sahara,7
Caravan of the cursed,Dark Passion Play,2007,Sahara,7
Chasing him across the waves.,Dark Passion Play,2007,Sahara,7
May he now rest under aegis of mirage,Dark Passion Play,2007,Sahara,7
As the sands slowly turn to Elysian fields.,Dark Passion Play,2007,Sahara,7
[Chorus],Dark Passion Play,2007,Sahara,7
(One thousand one),Dark Passion Play,2007,Sahara,7
[Chorus],Dark Passion Play,2007,Sahara,7
(One thousand one),Dark Passion Play,2007,Sahara,7
(One thousand one),Dark Passion Play,2007,Sahara,7
(One thousand one),Dark Passion Play,2007,Sahara,7
We seduce the dark with pain and rapture,Dark Passion Play,2007,Whoever Brings The Night,8
Like two ships that pass in the night.,Dark Passion Play,2007,Whoever Brings The Night,8
You and I - a whore and a bashful sailor.,Dark Passion Play,2007,Whoever Brings The Night,8
Welcome to a sunrise of a dirty mind.,Dark Passion Play,2007,Whoever Brings The Night,8
[Chorus:],Dark Passion Play,2007,Whoever Brings The Night,8
"All your love is a lie,",Dark Passion Play,2007,Whoever Brings The Night,8
You're one-night butterfly.,Dark Passion Play,2007,Whoever Brings The Night,8
"Hurt me, be the one",Dark Passion Play,2007,Whoever Brings The Night,8
Whoever brings the night.,Dark Passion Play,2007,Whoever Brings The Night,8
"The Dark created to hide the innocent white, the lust of night.",Dark Passion Play,2007,Whoever Brings The Night,8
"Eyes so bright, seductive lies",Dark Passion Play,2007,Whoever Brings The Night,8
Crimson masquerade where I merely played my part,Dark Passion Play,2007,Whoever Brings The Night,8
Poison dart of desire.,Dark Passion Play,2007,Whoever Brings The Night,8
[Chorus],Dark Passion Play,2007,Whoever Brings The Night,8
"Choose a bride tonight,",Dark Passion Play,2007,Whoever Brings The Night,8
a fantasy for a zombie.,Dark Passion Play,2007,Whoever Brings The Night,8
Hurt me - I love to suffer.,Dark Passion Play,2007,Whoever Brings The Night,8
Your harem's a dream for free.,Dark Passion Play,2007,Whoever Brings The Night,8
"Enter,",Dark Passion Play,2007,Whoever Brings The Night,8
Suck from us and live forever.,Dark Passion Play,2007,Whoever Brings The Night,8
Rotten beauty,Dark Passion Play,2007,Whoever Brings The Night,8
Will haunt you for a lifetime.,Dark Passion Play,2007,Whoever Brings The Night,8
Come with me under water,Dark Passion Play,2007,Whoever Brings The Night,8
And drown to despise me no more.,Dark Passion Play,2007,Whoever Brings The Night,8
"Unholy, unworthy,",Dark Passion Play,2007,Whoever Brings The Night,8
My night is a dream for free.,Dark Passion Play,2007,Whoever Brings The Night,8
[Chorus x2],Dark Passion Play,2007,Whoever Brings The Night,8
Heaven today is but a way,Dark Passion Play,2007,For The Heart I Once Had,9
To a place I once called home.,Dark Passion Play,2007,For The Heart I Once Had,9
"Heart of a child, one final sigh",Dark Passion Play,2007,For The Heart I Once Had,9
As another love goes cold.,Dark Passion Play,2007,For The Heart I Once Had,9
Once my heart beats to the rhythm of the falling snow,Dark Passion Play,2007,For The Heart I Once Had,9
blackened below.,Dark Passion Play,2007,For The Heart I Once Had,9
The river now flows - a stream on molten virgin snow.,Dark Passion Play,2007,For The Heart I Once Had,9
[Chorus:],Dark Passion Play,2007,For The Heart I Once Had,9
"For the heart I'll never have,",Dark Passion Play,2007,For The Heart I Once Had,9
For the child forever gone,Dark Passion Play,2007,For The Heart I Once Had,9
The music flows because it longs,Dark Passion Play,2007,For The Heart I Once Had,9
For the heart I once had.,Dark Passion Play,2007,For The Heart I Once Had,9
Living today without a way,Dark Passion Play,2007,For The Heart I Once Had,9
To understand the weight of the world.,Dark Passion Play,2007,For The Heart I Once Had,9
"Faded and torn, old and forlorn",Dark Passion Play,2007,For The Heart I Once Had,9
My weak and hoping heart.,Dark Passion Play,2007,For The Heart I Once Had,9
"For the child, for the night",Dark Passion Play,2007,For The Heart I Once Had,9
For the heart I once had,Dark Passion Play,2007,For The Heart I Once Had,9
I believe and foresee,Dark Passion Play,2007,For The Heart I Once Had,9
Everything I could ever be.,Dark Passion Play,2007,For The Heart I Once Had,9
[Chorus],Dark Passion Play,2007,For The Heart I Once Had,9
"Time will not heal a dead boy's scars,",Dark Passion Play,2007,For The Heart I Once Had,9
Time will kill.,Dark Passion Play,2007,For The Heart I Once Had,9
[Chorus],Dark Passion Play,2007,For The Heart I Once Had,9
[Composer: Marco Hietala],Dark Passion Play,2007,The Islander,10
An old man by a sea shore at the end of day,Dark Passion Play,2007,The Islander,10
Gazes the horizon with sea winds in his face.,Dark Passion Play,2007,The Islander,10
"Tempest-tossed island, seasons all the same.",Dark Passion Play,2007,The Islander,10
Anchorage unpainted and a ship without a name.,Dark Passion Play,2007,The Islander,10
Sea without a shore for the vanished one unheard,Dark Passion Play,2007,The Islander,10
"He lightens the beacon, light at the end of world.",Dark Passion Play,2007,The Islander,10
"Showing the way, lighting hope in their hearts,",Dark Passion Play,2007,The Islander,10
The ones and their travels homeward from afar.,Dark Passion Play,2007,The Islander,10
[Chorus:],Dark Passion Play,2007,The Islander,10
This is for long-forgotten light at the end of the world.,Dark Passion Play,2007,The Islander,10
Horizon's crying the tears he left behind long ago.,Dark Passion Play,2007,The Islander,10
"The albatross is flying, making him daydream",Dark Passion Play,2007,The Islander,10
The time before he became - one of the world`s unseen,Dark Passion Play,2007,The Islander,10
"Princess in the tower, children in the fields -",Dark Passion Play,2007,The Islander,10
Life gave him it all: an island of the universe.,Dark Passion Play,2007,The Islander,10
"Now his love`s a memory, a ghost in the fog.",Dark Passion Play,2007,The Islander,10
He sets the sails one last time saying farewell to the world.,Dark Passion Play,2007,The Islander,10
"Anchor to the water, seabed far below,",Dark Passion Play,2007,The Islander,10
Grass still in his feet and a smile beneath his brow.,Dark Passion Play,2007,The Islander,10
[Chorus x2],Dark Passion Play,2007,The Islander,10
[Instrumental],Dark Passion Play,2007,Last Of The Wilds,11
"The wolves, my love will come",Dark Passion Play,2007,7 Day To The Wolves,12
Taking us home where dust once was a man.,Dark Passion Play,2007,7 Day To The Wolves,12
Is there Life before a Death?,Dark Passion Play,2007,7 Day To The Wolves,12
Do we long too much and never let in?,Dark Passion Play,2007,7 Day To The Wolves,12
[Chorus:],Dark Passion Play,2007,7 Day To The Wolves,12
Howl!,Dark Passion Play,2007,7 Day To The Wolves,12
Seven days to the wolves!,Dark Passion Play,2007,7 Day To The Wolves,12
Where will we be when they come?,Dark Passion Play,2007,7 Day To The Wolves,12
Seven days to the poison,Dark Passion Play,2007,7 Day To The Wolves,12
And a place in Heaven!,Dark Passion Play,2007,7 Day To The Wolves,12
Time drawing near as they come to take us.,Dark Passion Play,2007,7 Day To The Wolves,12
"This is my church of choice,",Dark Passion Play,2007,7 Day To The Wolves,12
Love`s strength standeth in love`s sacrifice.,Dark Passion Play,2007,7 Day To The Wolves,12
"For the rest, I have to say to you",Dark Passion Play,2007,7 Day To The Wolves,12
I will dream like the god,Dark Passion Play,2007,7 Day To The Wolves,12
And suffer like all the dead children.,Dark Passion Play,2007,7 Day To The Wolves,12
[Chorus],Dark Passion Play,2007,7 Day To The Wolves,12
This is where heroes and cowards part ways.,Dark Passion Play,2007,7 Day To The Wolves,12
"Light the fire, feast",Dark Passion Play,2007,7 Day To The Wolves,12
"Chase the ghost, give in.",Dark Passion Play,2007,7 Day To The Wolves,12
"Take the road less traveled by,",Dark Passion Play,2007,7 Day To The Wolves,12
"Leave the city of fools,",Dark Passion Play,2007,7 Day To The Wolves,12
Turn every poet loose.,Dark Passion Play,2007,7 Day To The Wolves,12
[Chorus x2],Dark Passion Play,2007,7 Day To The Wolves,12
"(Heroes, cowards, no more!) [x4]",Dark Passion Play,2007,7 Day To The Wolves,12
"I close my eyes, the lantern dies",Dark Passion Play,2007,Meadows Of Heaven,13
"The scent of awakening, wild honey and dew.",Dark Passion Play,2007,Meadows Of Heaven,13
"Childhood games, woods and lakes,",Dark Passion Play,2007,Meadows Of Heaven,13
"Streams of silver, toys of olden days.",Dark Passion Play,2007,Meadows Of Heaven,13
Meadows of Heaven.,Dark Passion Play,2007,Meadows Of Heaven,13
Meadows of Heaven.,Dark Passion Play,2007,Meadows Of Heaven,13
"The flowers of wonder and the hidden treasures,",Dark Passion Play,2007,Meadows Of Heaven,13
"In the meadow of life, my acre of Heaven.",Dark Passion Play,2007,Meadows Of Heaven,13
A five-year-old winter heart in a place called home,Dark Passion Play,2007,Meadows Of Heaven,13
Sailing the waves of past.,Dark Passion Play,2007,Meadows Of Heaven,13
Meadows of Heaven.,Dark Passion Play,2007,Meadows Of Heaven,13
Meadows of Heaven.,Dark Passion Play,2007,Meadows Of Heaven,13
Meadows of Heaven.,Dark Passion Play,2007,Meadows Of Heaven,13
Meadows of Heaven.,Dark Passion Play,2007,Meadows Of Heaven,13
"Rocking chair without a dreamer,",Dark Passion Play,2007,Meadows Of Heaven,13
A wooden swing without laughter.,Dark Passion Play,2007,Meadows Of Heaven,13
"Sandbox without toy soldiers,",Dark Passion Play,2007,Meadows Of Heaven,13
Yuletide without the flight.,Dark Passion Play,2007,Meadows Of Heaven,13
Dreambound for life.,Dark Passion Play,2007,Meadows Of Heaven,13
"Flowers wither, treasures stay hidden",Dark Passion Play,2007,Meadows Of Heaven,13
Until I see the first star of fall.,Dark Passion Play,2007,Meadows Of Heaven,13
I fall asleep and see it all:,Dark Passion Play,2007,Meadows Of Heaven,13
Mother's care and colour of the kites.,Dark Passion Play,2007,Meadows Of Heaven,13
Meadows of Heaven.,Dark Passion Play,2007,Meadows Of Heaven,13
Meadows of Heaven.,Dark Passion Play,2007,Meadows Of Heaven,13
Meadows of Heaven.,Dark Passion Play,2007,Meadows Of Heaven,13
Meadows of Heaven.,Dark Passion Play,2007,Meadows Of Heaven,13
Meadows of Heaven.,Dark Passion Play,2007,Meadows Of Heaven,13
[fading],Dark Passion Play,2007,Meadows Of Heaven,13
[Japanese version bonus track],Dark Passion Play,2007,The Escapist,14
Who's there knocking at my window?,Dark Passion Play,2007,The Escapist,14
The owl and the Dead Boy,Dark Passion Play,2007,The Escapist,14
This night whispers my name,Dark Passion Play,2007,The Escapist,14
All the dying children,Dark Passion Play,2007,The Escapist,14
Virgin snow beneath my feet,Dark Passion Play,2007,The Escapist,14
Painting the world in white,Dark Passion Play,2007,The Escapist,14
I tread the way and lose myself into a tale,Dark Passion Play,2007,The Escapist,14
Come hell or high water,Dark Passion Play,2007,The Escapist,14
My search will go on,Dark Passion Play,2007,The Escapist,14
Clayborn Voyage without an end,Dark Passion Play,2007,The Escapist,14
A nightingale in a golden cage,Dark Passion Play,2007,The Escapist,14
That's me locked inside reality's maze,Dark Passion Play,2007,The Escapist,14
Come someone make my heavy heart light,Dark Passion Play,2007,The Escapist,14
"Come undone, bring me back to life",Dark Passion Play,2007,The Escapist,14
It all starts with a lullaby,Dark Passion Play,2007,The Escapist,14
Journey homeward bound,Dark Passion Play,2007,The Escapist,14
A sound of a dolphin calling,Dark Passion Play,2007,The Escapist,14
Tearing off the mask of man,Dark Passion Play,2007,The Escapist,14
"The tower, my sole guide",Dark Passion Play,2007,The Escapist,14
This is who I am,Dark Passion Play,2007,The Escapist,14
"Escapist, paradise seeker",Dark Passion Play,2007,The Escapist,14
"Farewell, now time to fly",Dark Passion Play,2007,The Escapist,14
"Out of sight, out of time, away from all lies",Dark Passion Play,2007,The Escapist,14
A nightingale in a golden cage,Dark Passion Play,2007,The Escapist,14
That's me locked inside reality's maze,Dark Passion Play,2007,The Escapist,14
Come someone make my heavy heart light,Dark Passion Play,2007,The Escapist,14
"Come undone, bring me back to life",Dark Passion Play,2007,The Escapist,14
It all starts with a lullaby,Dark Passion Play,2007,The Escapist,14
"Nukkuu korpi, ja nyt, aatoksissain minä matkaa teen",Erämaan Viimeinen,2007,Erämaan Viimeinen,1
"Yli metsien, uinuvan veen",Erämaan Viimeinen,2007,Erämaan Viimeinen,1
