"game_id","first","time_control_name","game_end_reason","winner","created_at","last_update","type","game_request.lexicon","game_request.initial_time_seconds","game_request.increment_seconds","game_request.challenge_rule","game_request.game_mode","game_request.rating_mode","game_request.max_overtime_minutes","game_request.player_vs_bot","game_request.bot_type","game_request.rules.board_layout_name","game_request.rules.letter_distribution_name","game_request.rules.variant_name"
"GNiqTPvF","KinderJason","regular","STANDARD",0,"2024-04-13T08:56:08.013413Z","2024-04-13T09:04:23.194086Z","NATIVE","CSW21",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"iJEL6GfG","cheechako","regular","STANDARD",0,"2024-04-13T08:54:25.518698Z","2024-04-13T09:13:01.278791Z","NATIVE","NWL23",1200,0,"VOID","REAL_TIME","CASUAL",2,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"jJPimSSJ","BasicBot","regular","STANDARD",1,"2024-04-13T08:52:48.436581Z","2024-04-13T09:12:33.459882Z","NATIVE","CSW21",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"aTnuXvvL","BasicBot","regular","STANDARD",0,"2024-04-13T08:52:16.092976Z","2024-04-13T09:06:29.396393Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"waTEeb5d","BasicBot","regular","STANDARD",0,"2024-04-13T08:46:31.883265Z","2024-04-13T08:52:23.302192Z","NATIVE","CSW21",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"arbkLaG6","BasicBot","regular","TIME",0,"2024-04-13T08:45:18.217253Z","2024-04-13T09:06:29.656504Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"DQAuGr5o","BasicBot","regular","STANDARD",1,"2024-04-13T08:44:57.790431Z","2024-04-13T09:06:11.220Z","NATIVE","RD28",1800,0,"TEN_POINT","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"UhmDQa9q","JaronPow","regular","STANDARD",0,"2024-04-13T08:42:02.869777Z","2024-04-13T08:49:19.519889Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"U37KEjdN","BasicBot","regular","STANDARD",1,"2024-04-13T08:37:54.401105Z","2024-04-13T08:54:12.911418Z","NATIVE","NWL23",1200,0,"VOID","REAL_TIME","CASUAL",2,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"TnV9FJNV","Vincent123","regular","STANDARD",0,"2024-04-13T08:37:17.801930Z","2024-04-13T08:45:08.761289Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"Xpkr9mcc","KinderJason","regular","STANDARD",0,"2024-04-13T08:36:25.213938Z","2024-04-13T08:46:29.977822Z","NATIVE","CSW21",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"tVMX3Ssf","BasicBot","regular","STANDARD",0,"2024-04-13T08:30:15.507054Z","2024-04-13T08:37:11.704471Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"V3DmJ79g","oldwoman","regular","STANDARD",0,"2024-04-13T08:19:40.155265Z","2024-04-13T08:36:12.836102Z","NATIVE","RD28",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"hXPvYP47","BasicBot","regular","STANDARD",0,"2024-04-13T08:17:17.109583Z","2024-04-13T08:37:58.078758Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"6vLepwH3","cheechako","regular","STANDARD",1,"2024-04-13T08:15:41.721661Z","2024-04-13T08:37:44.487938Z","NATIVE","NWL23",1200,0,"VOID","REAL_TIME","CASUAL",2,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"SeYZYJFj","Judhill","regular","STANDARD",0,"2024-04-13T08:13:53.570595Z","2024-04-13T08:45:04.706211Z","NATIVE","CSW21",2700,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"hxpNMTiX","FernandoE","regular","STANDARD",0,"2024-04-13T08:08:42.475164Z","2024-04-13T08:19:54.296605Z","NATIVE","CSW21",2100,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"gqu27Ent","BasicBot","regular","STANDARD",1,"2024-04-13T08:02:54.350788Z","2024-04-13T08:19:29.268508Z","NATIVE","RD28",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"r9mDUheW","BasicBot","regular","STANDARD",0,"2024-04-13T07:57:54.133508Z","2024-04-13T08:09:27.314380Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","CASUAL",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"NWoc2sby","leto90","regular","RESIGNED",1,"2024-04-13T07:57:37.013382Z","2024-04-13T07:57:53.509230Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","CASUAL",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"pUoqxMhd","BasicBot","regular","STANDARD",1,"2024-04-13T07:57:33.553410Z","2024-04-13T08:15:28.181046Z","NATIVE","NWL23",1200,0,"VOID","REAL_TIME","CASUAL",2,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"LYcjDH6a","BasicBot","regular","STANDARD",1,"2024-04-13T07:56:37.300198Z","2024-04-13T08:08:31.501417Z","NATIVE","CSW21",2100,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"TkNXZJtw","BasicBot","regular","RESIGNED",0,"2024-04-13T07:54:04.624613Z","2024-04-13T07:57:35.308915Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","CASUAL",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"BByp3HtM","BasicBot","regular","STANDARD",1,"2024-04-13T07:51:09.572030Z","2024-04-13T08:13:17.971814Z","NATIVE","CSW21",2700,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"CNtVdsUK","BasicBot","regular","TIME",0,"2024-04-13T07:51:04.138776Z","2024-04-13T08:52:09.617962Z","NATIVE","NWL23",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"fHgjBatZ","Tatcho","regular","STANDARD",0,"2024-04-13T07:50:05.062913Z","2024-04-13T08:00:34.826226Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"VTBXgDxv","oldwoman","regular","CONSECUTIVE_ZEROES",0,"2024-04-13T07:46:23.298989Z","2024-04-13T08:02:45.546274Z","NATIVE","RD28",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"dtGTT9J9","LongJ","regular","RESIGNED",1,"2024-04-13T07:44:59.633859Z","2024-04-13T07:51:03.122401Z","NATIVE","NWL23",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"mebRbvRk","BasicBot","regular","RESIGNED",0,"2024-04-13T07:44:09.239796Z","2024-04-13T07:44:58.522148Z","NATIVE","NWL23",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"NUyBguK9","BasicBot","regular","STANDARD",1,"2024-04-13T07:41:45.161021Z","2024-04-13T07:49:58.778889Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"KxKaybfg","cheechako","regular","STANDARD",0,"2024-04-13T07:40:41.725243Z","2024-04-13T07:57:19.677857Z","NATIVE","NWL23",1200,0,"VOID","REAL_TIME","CASUAL",2,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"Q2SEhAjd","BasicBot","regular","TIME",0,"2024-04-13T07:40:12.076154Z","2024-04-13T08:41:12.832686Z","NATIVE","FRA24",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","french",""
"YH3VmumC","BasicBot","regular","STANDARD",0,"2024-04-13T07:37:12.080884Z","2024-04-13T07:42:30.322121Z","NATIVE","CSW21",900,0,"FIVE_POINT","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"wbgrDtkM","BasicBot","regular","STANDARD",0,"2024-04-13T07:35:35.228487Z","2024-04-13T07:44:16.254569Z","NATIVE","RD28",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"eMsQEzfM","FernandoE","regular","CONSECUTIVE_ZEROES",0,"2024-04-13T07:34:51.873729Z","2024-04-13T07:56:29.121931Z","NATIVE","CSW21",2100,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"fai59ZiB","Judhill","regular","STANDARD",1,"2024-04-13T07:34:19.076485Z","2024-04-13T07:51:05.366491Z","NATIVE","CSW21",2700,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"4maZGaav","BasicBot","regular","STANDARD",0,"2024-04-13T07:30:29.455940Z","2024-04-13T07:42:05.503485Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"Dx4mFN25","Saravanakayan","regular","STANDARD",0,"2024-04-13T07:30:29.303341Z","2024-04-13T07:37:00.064500Z","NATIVE","CSW21",900,0,"FIVE_POINT","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"vs296W6j","Tatcho","regular","STANDARD",0,"2024-04-13T07:29:32.267418Z","2024-04-13T07:41:42.088870Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"qhWhYQn2","JudyMaria","regular","STANDARD",1,"2024-04-13T07:26:57.932152Z","2024-04-13T07:35:31.906956Z","NATIVE","RD28",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"HNmQnwcq","Chirashi","regular","TIME",1,"2024-04-13T07:25:32.182338Z","2024-04-13T07:46:33.142265Z","NATIVE","NWL23",1200,0,"DOUBLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"DCSATFZf","Bwire","regular","STANDARD",1,"2024-04-13T07:22:48.154445Z","2024-04-13T07:29:00.177525Z","NATIVE","CSW21",900,0,"FIVE_POINT","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"y8WFavh8","BasicBot","regular","STANDARD",0,"2024-04-13T07:22:18.611389Z","2024-04-13T07:30:27.207510Z","NATIVE","CSW21",900,0,"FIVE_POINT","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"zpHJEboi","foongsinyoke","regular","STANDARD",1,"2024-04-13T07:17:59.237376Z","2024-04-13T07:30:22.582972Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"2BW9QkSa","Saravanakayan","regular","STANDARD",1,"2024-04-13T07:17:11.190972Z","2024-04-13T07:22:17.087539Z","NATIVE","CSW21",900,0,"FIVE_POINT","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"JiEZAz76","BasicBot","regular","STANDARD",1,"2024-04-13T07:17:07.041003Z","2024-04-13T07:29:28.814796Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"afo2AMGy","marrr","regular","RESIGNED",1,"2024-04-13T07:17:02.519081Z","2024-04-13T07:23:32.091543Z","NATIVE","CSW21",1500,0,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"GGDRAF6o","BasicBot","regular","TIME",0,"2024-04-13T07:16:13.033544Z","2024-04-13T07:38:19.620471Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","CASUAL",2,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"RLBkK794","BasicBot","regular","RESIGNED",0,"2024-04-13T07:14:35.274017Z","2024-04-13T07:16:51.996747Z","NATIVE","CSW21",1500,0,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"w53atuEJ","BasicBot","regular","STANDARD",0,"2024-04-13T07:10:27.826993Z","2024-04-13T07:17:54.271585Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"PPsR5bNJ","sudharsha","blitz","TIME",1,"2024-04-13T07:09:28.909756Z","2024-04-13T07:15:31.314258Z","NATIVE","CSW21",300,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"MsDtDBun","BasicBot","regular","STANDARD",1,"2024-04-13T07:07:46.369800Z","2024-04-13T07:25:09.948700Z","NATIVE","NWL23",1200,0,"DOUBLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"pLBFBVwF","BasicBot","blitz","STANDARD",1,"2024-04-13T07:06:03.088225Z","2024-04-13T07:09:26.290269Z","NATIVE","CSW21",300,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"TypLyuw5","Vincent123","regular","STANDARD",0,"2024-04-13T07:05:31.023213Z","2024-04-13T07:10:44.140458Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"75fYX4me","BasicBot","regular","STANDARD",0,"2024-04-13T07:04:33.033592Z","2024-04-13T07:22:47.949439Z","NATIVE","NWL23",1200,0,"VOID","REAL_TIME","CASUAL",2,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"4AjWqb7L","sudharsha","blitz","STANDARD",0,"2024-04-13T07:03:17.968823Z","2024-04-13T07:06:01.088725Z","NATIVE","CSW21",300,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"sijQX7QK","Tatcho","regular","STANDARD",0,"2024-04-13T07:03:06.159809Z","2024-04-13T07:17:03.741510Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"xbXe8hyu","BasicBot","regular","STANDARD",1,"2024-04-13T06:59:39.495983Z","2024-04-13T07:05:24.920594Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"pP7eNkvw","BasicBot","regular","STANDARD",1,"2024-04-13T06:57:46.583745Z","2024-04-13T07:07:05.107101Z","NATIVE","NWL23",1200,0,"DOUBLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"jmkHYzkT","BasicBot","blitz","STANDARD",1,"2024-04-13T06:57:27.334724Z","2024-04-13T07:03:16.552439Z","NATIVE","CSW21",300,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"BrD39tCT","BasicBot","rapid","STANDARD",0,"2024-04-13T06:54:01.354178Z","2024-04-13T07:05:30.286465Z","NATIVE","CSW21",720,0,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"tjxX8ay4","sudharsha","blitz","STANDARD",0,"2024-04-13T06:53:59.511067Z","2024-04-13T06:57:25.919017Z","NATIVE","CSW21",300,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"hhSv56BA","BearOrigin","rapid","RESIGNED",1,"2024-04-13T06:53:17.778379Z","2024-04-13T06:57:33.666057Z","NATIVE","NWL23",600,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"Dc6jsruh","foongsinyoke","regular","STANDARD",1,"2024-04-13T06:53:17.641273Z","2024-04-13T07:05:29.540552Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"Bxq3YDGv","BasicBot","blitz","RESIGNED",0,"2024-04-13T06:51:49.504801Z","2024-04-13T06:57:43.186668Z","NATIVE","CSW21",360,0,"FIVE_POINT","REAL_TIME","CASUAL",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"hX3tYv9k","JGe","regular","STANDARD",1,"2024-04-13T06:50:21.957395Z","2024-04-13T07:38:03.528774Z","NATIVE","FRA24",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","french",""
"HdgSkDEz","MPop","regular","STANDARD",0,"2024-04-13T06:49:29.720886Z","2024-04-13T06:58:45.793723Z","NATIVE","NWL23",3600,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"Th7DSNLN","Vincent123","regular","STANDARD",0,"2024-04-13T06:47:12.234436Z","2024-04-13T06:58:30.226817Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"2RX3jgQ6","BasicBot","regular","STANDARD",1,"2024-04-13T06:45:22.157548Z","2024-04-13T06:53:54.104313Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"AYJGCQYS","BasicBot","regular","STANDARD",0,"2024-04-13T06:45:15.973591Z","2024-04-13T06:52:54.345603Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"EX7VzEUG","BasicBot","regular","RESIGNED",0,"2024-04-13T06:43:14.709114Z","2024-04-13T06:47:11.060320Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"MS5dqMSy","BasicBot","regular","STANDARD",1,"2024-04-13T06:41:57.496652Z","2024-04-13T06:49:25.339282Z","NATIVE","NWL23",3600,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"6U5PuXey","cheechako","regular","STANDARD",1,"2024-04-13T06:41:12.431195Z","2024-04-13T07:02:45.229458Z","NATIVE","NWL23",1200,0,"VOID","REAL_TIME","CASUAL",2,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"mVxrPRzG","BasicBot","regular","RESIGNED",0,"2024-04-13T06:38:21.666155Z","2024-04-13T06:38:32.254251Z","NATIVE","CSW21",3600,1,"VOID","REAL_TIME","CASUAL",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english","classic"
"TNzNnfQm","BasicBot","regular","STANDARD",0,"2024-04-13T06:36:54.664677Z","2024-04-13T06:48:05.302410Z","NATIVE","CSW21",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"nnruvrmb","Tatcho","regular","STANDARD",0,"2024-04-13T06:36:04.549546Z","2024-04-13T06:45:16.564622Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"cxTy5KQ7","Vincent123","regular","STANDARD",0,"2024-04-13T06:35:30.636572Z","2024-04-13T06:43:12.518044Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"3X9E3esi","foongsinyoke","regular","CONSECUTIVE_ZEROES",1,"2024-04-13T06:32:20.436634Z","2024-04-13T06:45:14.399384Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"waayw3Nm","VihangaNadith","regular","RESIGNED",1,"2024-04-13T06:31:13.231759Z","2024-04-13T06:36:52.583788Z","NATIVE","CSW21",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"APBqrk9E","BasicBot","regular","STANDARD",0,"2024-04-13T06:30:48.387205Z","2024-04-13T06:35:28.993247Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"yiwR7SBe","BasicBot","regular","STANDARD",0,"2024-04-13T06:25:14.454035Z","2024-04-13T06:40:40.353254Z","NATIVE","NWL23",1200,0,"DOUBLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"sAzkPHBk","BasicBot","regular","RESIGNED",0,"2024-04-13T06:24:44.549919Z","2024-04-13T06:31:07.505148Z","NATIVE","CSW21",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"XDdCMmkM","UglyBug","regular","TIME",1,"2024-04-13T06:24:20.232511Z","2024-04-13T07:32:29.654678Z","NATIVE","NWL23",3600,0,"VOID","REAL_TIME","RATED",8,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"nvHTBS2A","TileDragon100","regular","RESIGNED",1,"2024-04-13T06:22:08.430859Z","2024-04-13T06:24:50.891996Z","NATIVE","NWL23",900,20,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english","classic"
"Lk7NghWr","BasicBot","regular","STANDARD",0,"2024-04-13T06:22:06.597415Z","2024-04-13T06:30:19.153516Z","NATIVE","CSW21",1500,0,"VOID","REAL_TIME","CASUAL",2,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"TeZMB3JG","BasicBot","regular","STANDARD",1,"2024-04-13T06:20:50.000131Z","2024-04-13T06:40:49.747593Z","NATIVE","NWL23",1200,0,"VOID","REAL_TIME","CASUAL",2,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"FXXxp642","BasicBot","regular","STANDARD",1,"2024-04-13T06:18:54.701929Z","2024-04-13T06:35:59.372210Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"UDXVb5gu","BasicBot","regular","RESIGNED",0,"2024-04-13T06:16:49.684936Z","2024-04-13T06:21:26.275326Z","NATIVE","NWL23",900,20,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english","classic"
"MJRKTDt4","Chirashi","regular","STANDARD",0,"2024-04-13T06:16:37.575391Z","2024-04-13T06:25:06.260770Z","NATIVE","NWL23",1200,0,"DOUBLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"nitmAbkD","Aopeya","regular","STANDARD",1,"2024-04-13T06:16:27.684265Z","2024-04-13T06:26:54.492462Z","NATIVE","CSW21",960,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"8cDQhS2F","Vincent123","regular","RESIGNED",1,"2024-04-13T06:14:35.461466Z","2024-04-13T06:30:45.381087Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"KUTXx5k6","BasicBot","regular","STANDARD",1,"2024-04-13T06:13:35.849297Z","2024-04-13T06:22:07.885408Z","NATIVE","RD28",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"ExiCWaJi","Ryder","regular","STANDARD",0,"2024-04-13T06:11:48.492645Z","2024-04-13T06:16:21.647035Z","NATIVE","CSW21",3600,1,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english","classic"
"ykTPj7CW","BasicBot","regular","STANDARD",0,"2024-04-13T06:10:54.746459Z","2024-04-13T06:24:02.392930Z","NATIVE","NWL23",3600,0,"VOID","REAL_TIME","RATED",8,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"sEaQfT8y","TileDragon100","regular","STANDARD",0,"2024-04-13T06:10:41.034931Z","2024-04-13T06:13:57.980759Z","NATIVE","NWL23",900,20,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english","classic"
"q5rx3TZT","mckenzie","regular","STANDARD",1,"2024-04-13T06:10:03.044790Z","2024-04-13T06:17:40.270150Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"eLwu8Gbo","LetterKenny","rapid","RESIGNED",1,"2024-04-13T06:09:35.485653Z","2024-04-13T06:15:24.007015Z","NATIVE","CSW21",780,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"4Ai4JbDH","BasicBot","regular","STANDARD",0,"2024-04-13T06:07:18.142249Z","2024-04-13T06:10:32.867686Z","NATIVE","NWL23",900,20,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english","classic"
"nvFY8nSK","BasicBot","regular","STANDARD",0,"2024-04-13T06:06:00.554333Z","2024-04-13T06:14:32.931736Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"vBck3MxS","JudyMaria","regular","STANDARD",0,"2024-04-13T06:05:52.324750Z","2024-04-13T06:13:30.993352Z","NATIVE","RD28",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"SFp9QPeo","rileyscrabble","regular","TIME",1,"2024-04-13T06:04:06.276155Z","2024-04-13T06:24:09.626582Z","NATIVE","CSW21",1200,60,"VOID","REAL_TIME","CASUAL",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"ACBkyfrV","BasicBot","regular","RESIGNED",0,"2024-04-13T06:03:25.800558Z","2024-04-13T06:04:05.641317Z","NATIVE","CSW21",1200,60,"VOID","REAL_TIME","CASUAL",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"JHMLTuvZ","rileyscrabble","regular","RESIGNED",1,"2024-04-13T06:03:19.154309Z","2024-04-13T06:03:25.218098Z","NATIVE","CSW21",1200,60,"VOID","REAL_TIME","CASUAL",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
