title,genre,release_date
The Sure Thing,"Comedy,Romance",1985-03-01
Lethal Weapon 4,"Action,Adventure,Comedy,Crime,Thriller",1998-07-10
Madagascar 3: Europe's Most Wanted,"Animation,Family,Comedy,Adventure",2012-06-06
Lone Wolf McQuade,"Action,Crime",1983-04-15
The Jane Austen Book Club,"Comedy,Romance",2007-09-09
Wasabi,"Drama,Action,Comedy",2001-10-31
The Vast of Night,"Mystery,Science Fiction,Thriller,Horror",2019-06-01
Ender's Game,"Science Fiction,Action,Adventure",2013-10-24
The Grifters,"Crime,Drama",1990-08-08
Romper Stomper,"Action,Drama,Thriller",1992-03-05
Terrified,Horror,2018-05-03
Truth,Drama,2015-10-16
Sunshine Cleaning,"Comedy,Drama",2008-01-18
The Mighty Ducks,"Comedy,Family,Drama",1992-10-02
Coming 2 America,Comedy,2021-03-04
The Last Word,"Comedy,Drama",2017-03-03
The Entity,"Horror,Mystery,Thriller",1982-09-30
Revenge,"Romance,Thriller,Drama",1990-02-16
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Comedy,1972-08-06
The Skeleton Key,"Drama,Horror,Mystery,Thriller",2005-07-29
Radioactive,"Drama,Romance,History",2020-03-11
The Art of Getting By,"Drama,Romance",2011-06-17
Private Parts,"Comedy,Drama",1997-03-07
Mine,"War,Thriller",2016-10-06
Housebound,"Horror,Comedy,Thriller",2014-09-04
Dead Snow 2: Red vs. Dead,"Horror,Action,Comedy",2014-02-12
Road House,"Action,Thriller",1989-05-19
Kajaki,"Thriller,War,Adventure,Drama",2014-11-12
Doodlebug,"Thriller,Fantasy,Mystery",1997-01-01
The Cabin in the Woods,"Horror,Comedy,Fantasy,Thriller",2012-04-12
Uptown Girls,"Family,Comedy,Drama",2003-08-15
Waist Deep,"Action,Adventure,Drama,Thriller",2006-06-23
Conspiracy Theory,"Action,Drama,Mystery,Thriller",1997-08-08
Reality Bites,"Drama,Comedy,Romance",1994-02-18
Judgment Night,"Action,Crime,Thriller",1993-10-15
Side Effects,"Thriller,Crime,Drama",2013-02-07
Gantz,"Horror,Action,Science Fiction",2010-11-29
Micmacs,"Action,Comedy,Crime",2009-10-28
Stay,"Mystery,Thriller,Drama",2005-09-24
Jarhead,"Drama,War",2005-11-04
This Is Where I Leave You,"Drama,Comedy",2014-09-10
The Lion King 1½,"Family,Animation,Comedy",2004-02-06
Save the Last Dance,"Drama,Family,Romance,Music",2001-01-12
Hollywood Ending,"Comedy,Drama",2002-05-03
Hunting and Gathering,"Romance,Drama",2007-02-10
28 Weeks Later,"Horror,Thriller,Science Fiction",2007-04-26
Experimenter,"Drama,History",2015-10-16
Just Like Brothers,Comedy,2012-11-21
High School Musical,"Comedy,Drama,Family,Music,Romance,TV Movie",2006-01-20
The Longest Yard,Comedy,2005-05-27
Bad Boys II,"Adventure,Action,Comedy,Thriller,Crime",2003-07-18
The Curse of the Jade Scorpion,"Comedy,Crime,Romance",2001-08-05
45 Years,"Drama,Romance",2015-08-04
The Place Promised in Our Early Days,"Animation,Adventure,Drama,Romance,Science Fiction",2004-11-20
Appaloosa,"Drama,Western,Crime",2008-09-19
Old School,Comedy,2003-02-21
Dead Presidents,"Action,Drama,Crime,War",1995-10-06
Spider,"Drama,Mystery,Thriller",2002-11-06
The Simpsons in Plusaversary,"Animation,Comedy,Fantasy",2021-11-12
High School Musical 3: Senior Year,"Comedy,Romance,Drama,Family,Music",2008-10-11
The Postman Always Rings Twice,"Romance,Crime,Drama",1981-03-20
Silent Movie,Comedy,1976-06-17
Funny Games,"Drama,Horror,Thriller",2008-03-14
Australia,"Adventure,Drama,Romance",2008-11-18
In Her Hands,Comedy,2018-12-26
Skins,"Drama,Comedy",2017-06-09
Super Troopers,"Comedy,Crime,Mystery",2001-01-18
Robin Hood: Men in Tights,Comedy,1993-07-28
There's Something About Mary,"Romance,Comedy",1998-07-15
Jungle,"Adventure,Drama,Thriller",2017-06-27
Thor: The Dark World,"Action,Adventure,Fantasy",2013-10-30
Jack Reacher,"Crime,Drama,Thriller,Action",2012-12-20
Hanna,"Action,Thriller,Adventure",2011-04-07
Barbie Presents: Thumbelina,"Animation,Family",2009-02-24
Calendar Girls,"Drama,Comedy",2003-09-02
Sex and the City,"Comedy,Drama,Romance",2008-05-12
On Her Majesty's Secret Service,"Adventure,Action,Thriller",1969-12-12
The Man with the Iron Heart,"War,Action,History,Thriller",2017-05-25
Inherent Vice,"Drama,Mystery,Comedy",2014-12-12
Diary of a Wimpy Kid: Rodrick Rules,"Family,Comedy",2011-03-25
Solo: A Star Wars Story,"Science Fiction,Adventure,Action",2018-05-15
The Finest Hours,"Action,Drama,History,Thriller",2016-01-27
The Homesman,"Western,Drama",2014-05-18
World's Greatest Dad,"Comedy,Romance,Drama",2009-08-20
Cry-Baby,"Comedy,Music,Romance",1990-04-05
Nell,"Drama,Thriller",1994-12-23
The Art of Self-Defense,"Comedy,Thriller",2019-07-12
Digimon: The Movie,"Fantasy,Animation,Science Fiction,Family",2000-03-04
The Eagle Has Landed,"Adventure,Drama,Action,Thriller,War",1976-12-24
"Me, Myself & Irene",Comedy,2000-06-22
Pitch Perfect 3,"Comedy,Music",2017-12-20
Short Circuit,"Comedy,Family,Science Fiction",1986-05-09
Underdogs,"Animation,Adventure,Romance",2013-07-18
Apt Pupil,"Drama,Thriller",1998-10-23
The Nile Hilton Incident,"Thriller,Drama,Crime",2017-06-19
The Fury of a Patient Man,Thriller,2016-09-09
Lady Macbeth,Drama,2016-12-12
Monte Carlo,"Adventure,Comedy,Romance",2011-07-01
Whisper,"Crime,Drama,Horror,Thriller",2007-11-27
Regarding Henry,"Romance,Drama",1991-07-10
Dead Calm,"Thriller,Horror",1989-04-07
The Quiet American,"Romance,Thriller,Drama",2002-11-22
Jakob the Liar,"Comedy,Drama,History",1999-09-16
Secret Window,"Mystery,Thriller",2004-03-12
Dismissed,"Horror,Thriller",2017-10-08
Borgman,"Thriller,Drama",2013-05-13
The Conspirator,"Crime,Drama,History",2010-09-10
A Whole Life Ahead,"Comedy,Drama",2008-03-28
Horrible Bosses,"Comedy,Crime",2011-07-08
The Lord of the Rings,"Adventure,Animation,Fantasy",1978-11-15
Dilwale,"Crime,Action,Comedy",2015-12-18
You're Next,"Horror,Thriller,Mystery",2011-09-10
The Grey,"Drama,Thriller,Action,Adventure",2012-01-26
Brewster's Millions,Comedy,1985-05-22
The Party,"Drama,Romance,Comedy",1980-12-17
Da 5 Bloods,"War,Drama",2020-06-12
The Pelican Brief,"Mystery,Drama,Thriller,Crime",1993-09-17
Jurassic World: Fallen Kingdom,"Action,Adventure,Science Fiction,Thriller",2018-06-06
Trust,"Crime,Drama,Thriller",2010-09-10
From Beyond,"Horror,Science Fiction",1986-10-24
Wilde,"Drama,History",1997-09-01
Kalifornia,"Thriller,Crime",1993-06-24
Final Destination,Horror,2000-03-17
The Postcard Killings,"Drama,Thriller",2020-03-13
Chinese Puzzle,"Comedy,Drama,Romance",2013-12-04
Cemetery Junction,"Drama,Comedy",2010-04-14
The Collector,"Horror,Thriller",2009-07-09
Caterina in the Big City,"Comedy,Drama",2003-10-24
Heaven Can Wait,"Fantasy,Comedy",1978-06-28
Strictly Ballroom,"Comedy,Drama,Romance",1992-08-20
The Mountain Between Us,"Romance,Adventure,Drama",2017-10-05
True Crime,"Crime,Drama,Thriller,Mystery",1999-03-19
Blind Fury,"Action,Thriller",1989-08-17
"New York, New York","Drama,Music,Romance",1977-06-21
Nirvana,"Science Fiction,Thriller,Action,Drama",1997-01-24
The Christmas Chronicles: Part Two,"Family,Fantasy,Adventure,Comedy",2020-11-18
Love and Bullets,"Music,Comedy,Romance,Crime",2017-08-01
The Hunting Party,"Action,Adventure,Thriller,Drama",2007-09-03
Night at the Museum,"Action,Adventure,Comedy,Family,Fantasy",2006-10-20
Being the Ricardos,"Drama,History",2021-12-10
It Follows,"Horror,Mystery",2014-09-24
Muppet Treasure Island,"Action,Comedy,Music,Family,Adventure,Romance",1996-02-16
Sudden Impact,"Crime,Action,Thriller",1983-12-07
The Pledge,"Crime,Drama,Mystery,Thriller",2001-01-19
Black Rain,"Action,Thriller,Crime",1989-09-22
Charlie's Angels,"Action,Adventure,Comedy,Science Fiction",2019-11-14
Tales from Earthsea,"Animation,Fantasy,Adventure",2006-07-29
The Burning Plain,"Drama,Romance,Crime",2008-11-07
Step Brothers,Comedy,2008-07-25
The Sugarland Express,"Crime,Drama",1974-04-05
Death to 2020,Comedy,2020-12-27
The Green Knight,"Adventure,Drama,Fantasy",2021-07-29
Rolling to You,"Comedy,Romance",2018-03-14
The Girl with All the Gifts,"Drama,Horror,Thriller,Science Fiction",2016-09-23
"Kumiko, the Treasure Hunter",Drama,2014-11-13
Cold in July,"Drama,Thriller",2014-05-23
Alice Through the Looking Glass,"Adventure,Family,Fantasy",2016-05-25
Out of the Furnace,"Thriller,Drama,Crime",2013-12-06
The Debt,"Drama,Thriller",2010-09-30
Subway,"Action,Thriller",1985-04-10
Hamburger Hill,"War,Action,Drama",1987-08-07
Saw II,Horror,2005-10-28
Till Death,"Horror,Thriller",2021-07-02
Close Range,"Action,Crime",2015-12-11
Seeking a Friend for the End of the World,"Comedy,Drama,Romance,Science Fiction",2012-06-22
A Night at the Roxbury,"Comedy,Music,Romance",1998-10-01
Underworld: Evolution,"Fantasy,Action,Thriller",2006-01-12
Night Train to Lisbon,"Mystery,Romance,Thriller",2013-03-07
Pulse,"Horror,Thriller,Mystery",2001-02-03
Behind the Mask: The Rise of Leslie Vernon,"Comedy,Horror,Thriller",2006-08-29
Find Me Guilty,"Comedy,Crime,Drama",2006-03-16
Ocean's Twelve,"Thriller,Crime",2004-12-09
Shaft,"Action,Crime",2019-06-14
Be Somebody,"Drama,Comedy,Romance",2016-06-10
The Grandmaster,"Action,Drama,History",2013-01-10
Can You Keep a Secret?,"Romance,Comedy",2019-09-13
Wonder Woman 1984,"Action,Adventure,Fantasy",2020-12-16
Something Wild,"Crime,Comedy,Romance",1986-11-07
Candyman,"Drama,Horror,Thriller",1992-10-16
Return to Halloweentown,"Family,Fantasy,Comedy,TV Movie",2006-10-20
The Eye,Horror,2002-05-09
Star Trek: Generations,"Science Fiction,Action,Adventure,Thriller",1994-11-18
Nothing to Hide,"Drama,Comedy",2018-10-17
You Were Never Really Here,"Thriller,Drama,Crime",2017-11-08
Sanjay's Super Team,"Animation,Family,Fantasy,Action",2015-11-18
Barefoot,"Comedy,Drama,Romance",2014-02-02
Bring It On: In It to Win It,Comedy,2007-12-12
A Man in a Hurry,"Comedy,Drama",2018-11-07
Wish I Was Here,"Drama,Comedy",2014-07-18
The Powerpuff Girls Movie,"Animation,Action,Family",2002-07-03
Renaissance,"Action,Animation,Science Fiction",2006-03-16
Bugsy Malone,"Drama,Action,Comedy,Music,Family",1976-07-22
Charlie Wilson's War,"Comedy,Drama,History",2007-12-19
You Only Live Twice,"Action,Thriller,Adventure",1967-06-13
The Translators,"Mystery,Thriller",2019-12-20
Dragged Across Concrete,"Crime,Action,Thriller",2018-09-03
Things to Do in Denver When You're Dead,"Drama,Crime",1995-12-01
Look Away,"Horror,Thriller,Fantasy",2018-10-12
The Many Saints of Newark,"Crime,Drama",2021-09-22
The Best Man Holiday,Comedy,2013-11-15
Page Eight,"Mystery,Thriller,Drama",2011-08-28
The Stepfather,"Horror,Thriller",1987-01-22
The Giver,"Drama,Science Fiction",2014-08-13
Hot Shots!,"Action,Comedy,War",1991-07-31
Night Teeth,"Horror,Thriller,Action",2021-10-20
The Neon Demon,"Thriller,Drama,Horror",2016-06-08
Tulip Fever,"Drama,Romance",2017-07-13
The Two Missionaries,"Action,Adventure,Comedy",1974-12-21
DragonHeart,"Fantasy,Action,Adventure",1996-05-31
Spenser Confidential,"Comedy,Action,Thriller",2020-03-06
Blade of the Immortal,"Action,Drama,Fantasy",2017-04-29
Spun,"Comedy,Crime,Drama",2002-06-01
Risky Business,"Comedy,Romance,Drama",1983-08-05
Host,"Horror,Thriller,Mystery",2020-12-04
Titus,"Drama,History",1999-12-25
Jarhead: Law of Return,War,2019-10-01
Escape Room,"Horror,Thriller,Mystery",2019-01-03
Pokémon Heroes,"Animation,Adventure,Action,Fantasy",2002-07-13
Flawless,"Crime,Drama,Thriller",2007-09-01
Not Without My Daughter,"Drama,Thriller",1991-01-11
Don't Listen,"Drama,Horror,Thriller",2020-07-24
Weird Science,"Comedy,Romance,Science Fiction",1985-08-01
Halloween II,"Horror,Thriller",1981-10-30
James and the Giant Peach,"Adventure,Animation,Family,Fantasy",1996-04-12
Star Wars: Episode II - Attack of the Clones,"Adventure,Action,Science Fiction",2002-05-15
It’s the Law,Comedy,2017-01-19
Kevin Hart: What Now?,Comedy,2016-10-14
Pandorum,"Action,Horror,Mystery,Science Fiction,Thriller",2009-09-08
Joe,Drama,2013-05-16
American Pie,"Comedy,Romance",1999-07-09
The Crime of Padre Amaro,"Drama,Romance",2002-10-01
The Perfection,"Horror,Thriller,Drama",2018-09-20
Hitch,"Comedy,Drama,Romance",2005-02-11
Dan in Real Life,"Comedy,Romance,Drama",2007-10-26
The Brave One,"Crime,Drama,Thriller",2007-09-12
Things We Lost in the Fire,Drama,2007-09-26
Old,"Thriller,Mystery,Horror",2021-07-21
The Sleepover,"Family,Action",2020-08-21
Mortal,"Action,Fantasy,Thriller",2020-02-28
The Children Act,Drama,2018-03-29
Happythankyoumoreplease,"Comedy,Drama,Romance",2011-03-04
Avalon,"Action,Science Fiction",2001-01-20
"I Love You, Man","Comedy,Romance",2009-03-20
Madly in Love,Comedy,1981-12-18
The Mask of Zorro,"Action,Adventure",1998-07-16
A Guide to Recognizing Your Saints,"Crime,Drama",2006-09-29
Paranoid Park,"Mystery,Crime,Drama",2007-07-12
Project Power,"Action,Crime,Science Fiction",2020-08-14
Halloween,"Horror,Thriller",2018-10-18
From the Land of the Moon,"Drama,Romance",2016-10-19
Things to Come,Drama,2016-04-06
Puss in Boots: The Three Diablos,"Adventure,Animation,Comedy,Family",2012-02-07
Revenge of the Pink Panther,"Action,Comedy,Crime,Thriller",1978-01-08
L'allenatore nel pallone,Comedy,1984-10-26
License to Drive,"Comedy,Family",1988-07-06
The Prophecy,"Horror,Fantasy,Thriller",1995-09-01
Bad Santa,"Drama,Comedy,Crime",2003-11-26
Ideal Home,"Comedy,Drama",2018-06-21
Ninja: Shadow of a Tear,"Action,Crime,Thriller",2013-12-27
Ghost Town,"Comedy,Fantasy,Romance",2008-09-19
Flesh + Blood,"Adventure,Drama",1985-08-30
Irrational Man,"Drama,Comedy,Crime",2015-07-17
El Niño,"Action,Drama,Thriller",2014-08-29
The East,"Drama,Thriller",2013-05-31
Unstoppable,"Action,Thriller",2010-11-04
Silver Bullet,Horror,1985-10-10
The Ref,"Comedy,Crime,Drama",1994-03-09
Blindness,"Drama,Mystery,Science Fiction,Thriller",2008-05-14
Stalingrad,"War,Action,Drama",2013-10-09
Ramona and Beezus,"Comedy,Family",2010-07-23
Outbreak,"Action,Drama,Science Fiction,Thriller",1995-03-10
Bridesmaids,"Comedy,Romance",2011-05-13
The Company Men,Drama,2010-10-21
The Man Without a Face,Drama,1993-08-25
Drop Dead Gorgeous,Comedy,1999-07-23
Obvious Child,"Comedy,Romance",2014-06-06
Hitchcock,Drama,2012-11-22
The Exorcism of Emily Rose,"Crime,Drama,Horror,Thriller",2005-09-09
No Reservations,"Comedy,Romance,Drama",2007-06-15
Austin Powers: International Man of Mystery,"Science Fiction,Comedy,Crime",1997-05-02
Falling Inn Love,"Romance,Comedy",2019-08-29
The Birth of a Nation,Drama,2016-09-09
High School Musical 2,"Comedy,Drama,Family,Music,Romance,TV Movie",2007-08-17
Stripes,"Action,Comedy",1981-06-25
The Contractor,"Action,Thriller",2022-03-10
A New Girl In Paris!,Comedy,2018-07-04
Anna,"Thriller,Drama",2013-10-13
Mother's Day,"Thriller,Crime,Horror",2010-09-23
The Howling,Horror,1981-01-21
Red Sparrow,"Mystery,Thriller",2018-02-28
Small Soldiers,"Comedy,Adventure,Fantasy,Science Fiction,Action",1998-07-10
EuroTrip,Comedy,2004-02-20
New Order,"Thriller,Drama",2020-10-22
King Arthur: Legend of the Sword,"Action,Drama,Fantasy",2017-05-10
It's Complicated,"Comedy,Romance",2009-12-23
Undisputed,"Action,Adventure,Drama,Thriller",2002-07-17
The Adventures of Ichabod and Mr. Toad,"Horror,Fantasy,Animation,Family",1949-10-05
Thirteen,Drama,2003-08-20
The Legend of Bagger Vance,"Drama,Fantasy",2000-11-02
Pirates of the Caribbean: On Stranger Tides,"Adventure,Action,Fantasy",2011-05-14
Offering to the Storm,"Crime,Thriller",2020-07-24
I Don't Feel at Home in This World Anymore,"Crime,Comedy,Drama,Thriller",2017-01-19
Angel Has Fallen,"Action,Thriller",2019-08-21
A Royal Night Out,"Comedy,Drama,Romance",2015-05-14
Best of the Best,Action,1989-11-10
Get the Gringo,"Action,Thriller,Crime,Drama",2012-03-15
The Kill Team,"War,Action,Drama",2019-10-17
Batman: Return of the Caped Crusaders,"Action,Animation,Adventure,Crime,Science Fiction",2016-10-08
Halloweentown High,"Adventure,Comedy,Family,Fantasy,TV Movie",2004-10-08
LOL (Laughing Out Loud),Comedy,2009-02-04
Song of the South,"Family,Music",1946-11-12
Frequencies,"Romance,Science Fiction,Mystery",2013-07-24
Hot Shots! Part Deux,"Action,Comedy,War",1993-05-21
Silent Hill,"Horror,Mystery",2006-04-21
Death on the Nile,"Crime,Drama,Mystery,Thriller",2022-02-09
Just Before I Go,"Comedy,Drama,Romance",2015-04-24
X-Men: Apocalypse,"Action,Adventure,Science Fiction,Fantasy",2016-05-18
Kingpin,Comedy,1996-07-04
Ace Ventura: Pet Detective,"Comedy,Adventure",1994-02-04
Brexit: The Uncivil War,"History,TV Movie,Drama",2019-01-19
Fairy Tail: Dragon Cry,"Action,Adventure,Comedy,Fantasy,Animation",2017-05-06
What a Beautiful Day,Comedy,2011-01-05
I Spit on Your Grave,"Thriller,Crime,Horror",2010-06-17
Ghostbusters II,"Comedy,Fantasy",1989-06-16
Everybody Knows,Drama,2018-05-09
Joe Kidd,Western,1972-07-19
Dragon Hunters,"Animation,Family",2008-03-19
Lionheart,Action,1990-06-07
The Fox and the Child,"Adventure,Family",2007-12-27
Lamb,"Drama,Fantasy,Horror",2021-08-12
RED 2,"Action,Comedy,Crime,Thriller",2013-07-18
The Under-Gifted,Comedy,1980-04-30
In the Realm of the Senses,"Drama,Romance",1976-09-15
Mary Poppins Returns,"Fantasy,Family,Comedy",2018-12-13
The Invisible Guardian,Thriller,2017-03-03
Hippocrates,Drama,2014-09-03
The Love Bug,"Comedy,Family,Fantasy",1968-12-23
Raise Your Voice,"Music,Drama,Romance",2004-08-10
2 Guns,"Action,Comedy,Crime",2013-08-02
Killer Joe,"Crime,Thriller,Drama,Horror",2011-09-10
Pokémon: Jirachi - Wish Maker,"Family,Action,Animation,Adventure,Fantasy,Science Fiction",2003-07-19
Arthur,"Comedy,Drama,Romance",1981-07-17
The ComDads,Comedy,1983-11-23
Star Wars: Episode I - The Phantom Menace,"Adventure,Action,Science Fiction",1999-05-19
Nicky Larson and the Cupid's Perfume,"Adventure,Comedy",2019-02-06
A Cinderella Story,"Comedy,Family,Romance",2004-07-10
Honest Thief,"Thriller,Action,Crime,Drama",2020-09-03
Assimilate,"Horror,Thriller,Science Fiction",2019-05-24
Pokémon: Destiny Deoxys,"Family,Adventure,Animation,Fantasy",2004-07-22
Dragonfly,"Thriller,Fantasy",2002-02-22
The Lost World: Jurassic Park,"Adventure,Action,Science Fiction",1997-05-23
Monsters of Man,Science Fiction,2020-11-19
Spectre,"Action,Adventure,Thriller",2015-10-26
Sydney White,Comedy,2007-09-21
Beyond Borders,"Drama,Romance,Adventure,War",2003-10-23
Black Gold,"Adventure,Drama",2011-12-21
MirrorMask,Fantasy,2005-01-25
The New World,"Drama,History,Romance",2005-12-25
Who You Think I Am,"Drama,Romance",2019-02-27
You Can't Save Yourself Alone,Drama,2015-03-05
Wolf Totem,"Adventure,Drama",2015-02-19
Lego Batman: The Movie - DC Super Heroes Unite,"Family,Animation,Adventure,Comedy",2013-05-21
The Rebound,"Romance,Comedy",2009-09-16
Cinderella III: A Twist in Time,"Animation,Romance,Family,Fantasy",2007-02-06
Copycat,"Thriller,Crime",1995-05-03
Flashdance,"Drama,Romance",1983-04-14
Sweetheart,"Horror,Thriller",2019-01-28
Mr. Turner,"History,Drama",2014-10-31
Ninja Assassin,Action,2009-09-29
Summer of Sam,"Thriller,Drama,Crime,Romance",1999-07-02
Eagle vs Shark,"Comedy,Romance",2007-07-15
Godzilla: City on the Edge of Battle,"Animation,Science Fiction",2018-05-18
Fireworks,"Animation,Drama,Fantasy",2017-08-18
Mowgli: Legend of the Jungle,"Adventure,Drama",2018-11-25
The Tigger Movie,"Family,Animation,Comedy",2000-02-11
The United States of Leland,"Crime,Drama",2003-01-18
Colors,"Action,Crime,Drama",1988-04-15
Reservation Road,"Drama,Crime,Thriller",2007-09-13
A Midsummer Night's Sex Comedy,"Comedy,Romance",1982-07-16
Joy,"Drama,Comedy",2015-12-24
Osmosis Jones,"Adventure,Animation,Action,Comedy,Family",2001-08-10
The Muppets Take Manhattan,"Romance,Comedy,Family",1984-06-27
Everyone Says I Love You,"Comedy,Romance",1996-12-06
Miss Congeniality,"Comedy,Crime,Action",2000-12-22
Xtreme,"Action,Adventure,Crime",2021-06-04
The Personal History of David Copperfield,Comedy,2019-11-07
The Babadook,"Drama,Horror",2014-05-22
